id,data,nome
6001,2025-09-23,homicide
6002,2025-04-24,fraud
6003,2025-12-27,arson
6004,2025-09-23,robbery
6005,2025-05-09,domestic violence
6006,2025-04-03,human trafficking
6007,2025-11-20,trespassing
6008,2025-01-12,arson
6009,2025-06-07,homicide
6010,2025-10-21,drug possession
6011,2025-02-03,embezzlement
6012,2025-12-20,money laundering
6013,2025-12-25,burglary
6014,2025-06-08,terrorism
6015,2025-10-11,kidnapping
6016,2025-10-30,human trafficking
6017,2025-07-02,carjacking
6018,2025-10-19,money laundering
6019,2025-01-20,kidnapping
6020,2025-01-31,homicide
6021,2025-06-11,trespassing
6022,2025-06-12,cybercrime
6023,2025-09-09,human trafficking
6024,2025-02-18,terrorism
6025,2025-10-22,human trafficking
6026,2025-07-14,robbery
6027,2025-03-18,human trafficking
6028,2025-02-12,fraud
6029,2025-05-03,fraud
6030,2025-07-22,homicide
6031,2025-02-05,money laundering
6032,2025-02-25,burglary
6033,2025-07-29,trespassing
6034,2025-05-08,fraud
6035,2025-06-01,cybercrime
6036,2025-04-29,carjacking
6037,2025-10-20,stalking
6038,2025-01-28,robbery
6039,2025-10-02,embezzlement
6040,2025-03-11,robbery
6041,2025-03-27,trespassing
6042,2025-09-10,domestic violence
6043,2025-06-05,burglary
6044,2025-03-11,assault
6045,2025-09-14,terrorism
6046,2025-02-17,fraud
6047,2025-04-26,terrorism
6048,2025-12-02,terrorism
6049,2025-07-31,fraud
6050,2025-01-30,carjacking
6051,2025-08-30,cybercrime
6052,2025-04-11,human trafficking
6053,2025-09-27,embezzlement
6054,2025-07-24,human trafficking
6055,2025-01-16,burglary
6056,2025-03-28,stalking
6057,2025-06-20,assault
6058,2025-10-03,stalking
6059,2025-05-26,cybercrime
6060,2025-08-29,trespassing
6061,2025-05-18,assault
6062,2025-01-16,assault
6063,2025-02-16,stalking
6064,2025-11-01,terrorism
6065,2025-09-25,terrorism
6066,2025-10-22,burglary
6067,2025-05-30,carjacking
6068,2025-11-17,money laundering
6069,2025-03-20,fraud
6070,2025-10-01,fraud
6071,2025-11-11,drug possession
6072,2025-10-12,stalking
6073,2025-05-06,carjacking
6074,2025-10-20,human trafficking
6075,2025-04-04,burglary
6076,2025-09-14,kidnapping
6077,2025-08-15,terrorism
6078,2025-03-20,domestic violence
6079,2025-04-30,trespassing
6080,2025-06-07,domestic violence
6081,2025-07-12,human trafficking
6082,2025-05-23,arson
6083,2025-08-31,carjacking
6084,2025-05-02,terrorism
