cap,citta,nome,paese
17000,Turin,Pizzeria,Italia
17001,Bologna,Banca,Italia
17002,Rome,Enoteca,Italia
17003,Bologna,Panetteria,Italia
17004,Bologna,Ristorante,Italia
17005,Bologna,Banca,Italia
17006,Messina,Pizzeria,Italia
17007,Palermo,Trattoria,Italia
17008,Venezia,Ristorante,Italia
17009,Naples,Trattoria,Italia
17010,Bologna,Salumeria,Italia
17011,Rome,Pizzeria,Italia
17012,Verona,Trattoria,Italia
17013,Florence,Panetteria,Italia
17014,Verona,Banca,Italia
17015,Rome,Enoteca,Italia
17016,Milan,Salumeria,Italia
17017,Messina,Pizzeria,Italia
17018,Venice,Enoteca,Italia
17019,Venice,Panetteria,Italia
17020,Florence,Enoteca,Italia
17021,Turin,Pizzeria,Italia
17022,Turin,Salumeria,Italia
17023,Naples,Panetteria,Italia
17024,Genoa,Pizzeria,Italia
17025,Verona,Pizzeria,Italia
17026,Rome,Salumeria,Italia
17027,Venezia,Trattoria,Italia
17028,Venice,Trattoria,Italia
17029,Verona,Trattoria,Italia
17030,Venice,Pizzeria,Italia
17031,Messina,Enoteca,Italia
17032,Messina,Salumeria,Italia
17033,Venezia,Trattoria,Italia
17034,Verona,Panetteria,Italia
17035,Naples,Pizzeria,Italia
17036,Venice,Salumeria,Italia
17037,Venice,Enoteca,Italia
17038,Turin,Banca,Italia
17039,Palermo,Salumeria,Italia
17040,Palermo,Ristorante,Italia
17041,Verona,Panetteria,Italia
17042,Messina,Ristorante,Italia
17043,Verona,Banca,Italia
17044,Naples,Salumeria,Italia
17045,Venezia,Enoteca,Italia
17046,Venice,Pizzeria,Italia
17047,Venezia,Panetteria,Italia
17048,Palermo,Pizzeria,Italia
17049,Bologna,Banca,Italia
17050,Genoa,Salumeria,Italia
17051,Palermo,Trattoria,Italia
17052,Rome,Salumeria,Italia
17053,Florence,Trattoria,Italia
17054,Rome,Ristorante,Italia
17055,Bologna,Ristorante,Italia
17056,Milan,Panetteria,Italia
17057,Rome,Enoteca,Italia
17058,Venezia,Enoteca,Italia
17059,Turin,Pizzeria,Italia
17060,Milan,Trattoria,Italia
17061,Palermo,Banca,Italia
17062,Messina,Ristorante,Italia
17063,Verona,Ristorante,Italia
17064,Bologna,Panetteria,Italia
17065,Rome,Ristorante,Italia
17066,Palermo,Trattoria,Italia
17067,Milan,Panetteria,Italia
17068,Messina,Banca,Italia
17069,Venice,Panetteria,Italia
17070,Rome,Salumeria,Italia
17071,Bologna,Ristorante,Italia
17072,Turin,Salumeria,Italia
17073,Turin,Salumeria,Italia
17074,Naples,Salumeria,Italia
17075,Florence,Banca,Italia
17076,Verona,Ristorante,Italia
17077,Turin,Ristorante,Italia
17078,Venice,Salumeria,Italia
17079,Venezia,Trattoria,Italia
17080,Milan,Pizzeria,Italia
17081,Florence,Ristorante,Italia
17082,Palermo,Trattoria,Italia
17083,Bologna,Banca,Italia
17084,Venezia,Banca,Italia
17085,Messina,Salumeria,Italia
17086,Rome,Banca,Italia
17087,Venice,Salumeria,Italia
17088,Genoa,Pizzeria,Italia
17089,Venezia,Pizzeria,Italia
17090,Genoa,Ristorante,Italia
17091,Messina,Panetteria,Italia
17092,Naples,Trattoria,Italia
17093,Verona,Trattoria,Italia
17094,Messina,Panetteria,Italia
17095,Genoa,Trattoria,Italia
17096,Milan,Banca,Italia
17097,Messina,Enoteca,Italia
17098,Messina,Enoteca,Italia
17099,Florence,Enoteca,Italia
17100,Turin,Salumeria,Italia
17101,Naples,Enoteca,Italia
17102,Florence,Panetteria,Italia
17103,Verona,Trattoria,Italia
17104,Palermo,Trattoria,Italia
17105,Venice,Trattoria,Italia
17106,Palermo,Banca,Italia
17107,Venezia,Ristorante,Italia
17108,Messina,Ristorante,Italia
17109,Florence,Panetteria,Italia
17110,Venezia,Trattoria,Italia
17111,Turin,Ristorante,Italia
17112,Milan,Trattoria,Italia
17113,Palermo,Ristorante,Italia
17114,Genoa,Banca,Italia
17115,Messina,Ristorante,Italia
17116,Verona,Banca,Italia
17117,Milan,Salumeria,Italia
17118,Palermo,Enoteca,Italia
17119,Bologna,Salumeria,Italia
17120,Turin,Trattoria,Italia
17121,Venezia,Pizzeria,Italia
17122,Genoa,Panetteria,Italia
17123,Turin,Ristorante,Italia
17124,Messina,Ristorante,Italia
17125,Florence,Trattoria,Italia
17126,Florence,Salumeria,Italia
17127,Messina,Panetteria,Italia
17128,Messina,Ristorante,Italia
17129,Milan,Enoteca,Italia
17130,Venice,Ristorante,Italia
17131,Bologna,Enoteca,Italia
17132,Genoa,Trattoria,Italia
17133,Bologna,Enoteca,Italia
17134,Turin,Banca,Italia
17135,Genoa,Trattoria,Italia
17136,Rome,Banca,Italia
17137,Venezia,Salumeria,Italia
17138,Bologna,Trattoria,Italia
17139,Bologna,Pizzeria,Italia
17140,Genoa,Ristorante,Italia
17141,Bologna,Banca,Italia
17142,Naples,Panetteria,Italia
17143,Turin,Enoteca,Italia
17144,Venice,Trattoria,Italia
17145,Verona,Panetteria,Italia
17146,Bologna,Pizzeria,Italia
17147,Florence,Banca,Italia
17148,Messina,Banca,Italia
17149,Venice,Panetteria,Italia
17150,Rome,Trattoria,Italia
17151,Milan,Panetteria,Italia
17152,Genoa,Ristorante,Italia
17153,Florence,Ristorante,Italia
17154,Messina,Trattoria,Italia
17155,Genoa,Panetteria,Italia
17156,Palermo,Banca,Italia
17157,Venice,Enoteca,Italia
17158,Bologna,Ristorante,Italia
17159,Venezia,Trattoria,Italia
17160,Venice,Trattoria,Italia
17161,Venice,Enoteca,Italia
17162,Milan,Pizzeria,Italia
17163,Florence,Trattoria,Italia
17164,Messina,Enoteca,Italia
17165,Florence,Panetteria,Italia
17166,Venezia,Banca,Italia
17167,Naples,Banca,Italia
17168,Messina,Pizzeria,Italia
17169,Palermo,Salumeria,Italia
17170,Naples,Salumeria,Italia
17171,Turin,Pizzeria,Italia
17172,Messina,Enoteca,Italia
17173,Genoa,Pizzeria,Italia
17174,Rome,Banca,Italia
17175,Venice,Pizzeria,Italia
17176,Venezia,Trattoria,Italia
17177,Rome,Trattoria,Italia
17178,Florence,Banca,Italia
17179,Turin,Panetteria,Italia
17180,Milan,Panetteria,Italia
17181,Florence,Trattoria,Italia
17182,Rome,Banca,Italia
17183,Florence,Panetteria,Italia
17184,Palermo,Trattoria,Italia
17185,Rome,Trattoria,Italia
17186,Verona,Panetteria,Italia
17187,Bologna,Trattoria,Italia
17188,Bologna,Trattoria,Italia
17189,Messina,Ristorante,Italia
17190,Palermo,Pizzeria,Italia
17191,Naples,Panetteria,Italia
17192,Naples,Trattoria,Italia
17193,Naples,Salumeria,Italia
17194,Bologna,Panetteria,Italia
17195,Florence,Enoteca,Italia
17196,Bologna,Trattoria,Italia
17197,Rome,Salumeria,Italia
17198,Milan,Trattoria,Italia
17199,Verona,Trattoria,Italia
17200,Milan,Panetteria,Italia
17201,Venezia,Panetteria,Italia
17202,Naples,Banca,Italia
17203,Milan,Pizzeria,Italia
17204,Palermo,Ristorante,Italia
17205,Messina,Ristorante,Italia
17206,Milan,Salumeria,Italia
17207,Turin,Trattoria,Italia
17208,Rome,Ristorante,Italia
17209,Rome,Trattoria,Italia
17210,Venice,Ristorante,Italia
17211,Venice,Salumeria,Italia
17212,Florence,Panetteria,Italia
17213,Venezia,Banca,Italia
17214,Rome,Banca,Italia
17215,Bologna,Banca,Italia
17216,Palermo,Pizzeria,Italia
17217,Verona,Trattoria,Italia
17218,Milan,Panetteria,Italia
17219,Naples,Ristorante,Italia
17220,Venezia,Pizzeria,Italia
17221,Rome,Ristorante,Italia
17222,Turin,Panetteria,Italia
17223,Naples,Banca,Italia
17224,Messina,Panetteria,Italia
17225,Genoa,Panetteria,Italia
17226,Venezia,Banca,Italia
17227,Venice,Ristorante,Italia
17228,Milan,Ristorante,Italia
17229,Verona,Banca,Italia
17230,Florence,Panetteria,Italia
17231,Milan,Pizzeria,Italia
17232,Turin,Banca,Italia
17233,Rome,Pizzeria,Italia
17234,Bologna,Salumeria,Italia
17235,Bologna,Salumeria,Italia
17236,Palermo,Trattoria,Italia
17237,Genoa,Pizzeria,Italia
17238,Venice,Enoteca,Italia
17239,Verona,Trattoria,Italia
17240,Rome,Panetteria,Italia
17241,Genoa,Enoteca,Italia
17242,Milan,Enoteca,Italia
17243,Naples,Ristorante,Italia
17244,Naples,Trattoria,Italia
17245,Venice,Pizzeria,Italia
17246,Palermo,Ristorante,Italia
17247,Rome,Banca,Italia
17248,Messina,Panetteria,Italia
17249,Turin,Trattoria,Italia
17250,Genoa,Ristorante,Italia
17251,Rome,Ristorante,Italia
17252,Rome,Ristorante,Italia
17253,Florence,Panetteria,Italia
17254,Venezia,Salumeria,Italia
17255,Verona,Enoteca,Italia
17256,Verona,Enoteca,Italia
17257,Genoa,Banca,Italia
17258,Naples,Banca,Italia
17259,Messina,Pizzeria,Italia
17260,Verona,Salumeria,Italia
17261,Turin,Salumeria,Italia
17262,Bologna,Salumeria,Italia
17263,Milan,Pizzeria,Italia
17264,Venezia,Trattoria,Italia
17265,Milan,Ristorante,Italia
17266,Florence,Salumeria,Italia
17267,Naples,Panetteria,Italia
17268,Florence,Trattoria,Italia
17269,Florence,Panetteria,Italia
17270,Naples,Enoteca,Italia
17271,Venice,Panetteria,Italia
17272,Verona,Enoteca,Italia
17273,Verona,Banca,Italia
17274,Milan,Banca,Italia
17275,Florence,Trattoria,Italia
17276,Naples,Enoteca,Italia
17277,Verona,Panetteria,Italia
17278,Messina,Salumeria,Italia
17279,Milan,Banca,Italia
17280,Bologna,Trattoria,Italia
17281,Bologna,Banca,Italia
17282,Rome,Banca,Italia
17283,Venezia,Trattoria,Italia
17284,Florence,Pizzeria,Italia
17285,Rome,Pizzeria,Italia
17286,Venice,Panetteria,Italia
17287,Milan,Salumeria,Italia
17288,Verona,Pizzeria,Italia
17289,Venezia,Salumeria,Italia
17290,Venice,Banca,Italia
17291,Florence,Enoteca,Italia
17292,Verona,Pizzeria,Italia
17293,Venice,Pizzeria,Italia
17294,Naples,Pizzeria,Italia
17295,Verona,Trattoria,Italia
17296,Turin,Enoteca,Italia
17297,Rome,Trattoria,Italia
17298,Bologna,Banca,Italia
17299,Venezia,Pizzeria,Italia
17300,Turin,Ristorante,Italia
17301,Milan,Trattoria,Italia
17302,Milan,Panetteria,Italia
17303,Genoa,Banca,Italia
