id,data,nome
19001,2025-01-24,domestic violence
19002,2025-10-02,assault
19003,2025-01-14,stalking
19004,2025-09-28,cybercrime
19005,2025-04-17,assault
19006,2025-07-20,arson
19007,2025-07-29,carjacking
19008,2025-01-06,drug possession
19009,2025-06-05,carjacking
19010,2025-01-23,homicide
19011,2025-09-08,trespassing
19012,2025-02-19,assault
19013,2025-12-11,arson
19014,2025-05-13,stalking
19015,2025-12-07,robbery
19016,2025-11-23,stalking
19017,2025-10-23,stalking
19018,2025-05-08,trespassing
19019,2025-10-27,homicide
19020,2025-10-07,robbery
19021,2025-09-26,homicide
19022,2025-05-13,domestic violence
19023,2025-06-14,robbery
19024,2025-05-23,drug possession
19025,2025-02-05,terrorism
19026,2025-01-18,money laundering
19027,2025-04-25,fraud
19028,2025-03-18,terrorism
19029,2025-09-10,kidnapping
19030,2025-08-08,homicide
19031,2025-09-26,fraud
19032,2025-09-05,assault
19033,2025-02-03,stalking
19034,2025-04-11,carjacking
19035,2025-10-08,arson
19036,2025-07-19,domestic violence
19037,2025-05-19,money laundering
19038,2025-03-18,cybercrime
19039,2025-05-06,money laundering
19040,2025-10-17,money laundering
19041,2025-04-30,human trafficking
19042,2025-06-29,assault
19043,2025-06-06,human trafficking
19044,2025-02-03,embezzlement
19045,2025-01-07,fraud
19046,2025-11-01,assault
19047,2025-01-02,stalking
19048,2025-06-10,kidnapping
19049,2025-08-01,carjacking
19050,2025-03-27,cybercrime
19051,2025-06-16,burglary
19052,2025-11-17,burglary
19053,2025-12-09,cybercrime
19054,2025-09-13,assault
19055,2025-10-18,homicide
19056,2025-03-03,carjacking
19057,2025-06-09,robbery
19058,2025-01-17,kidnapping
19059,2025-03-07,arson
19060,2025-12-18,kidnapping
19061,2025-02-16,fraud
19062,2025-01-07,cybercrime
19063,2025-03-13,human trafficking
19064,2025-12-28,embezzlement
19065,2025-02-13,carjacking
19066,2025-03-30,kidnapping
19067,2025-02-02,money laundering
19068,2025-03-31,terrorism
19069,2025-03-24,fraud
19070,2025-04-02,robbery
19071,2025-03-28,arson
19072,2025-07-10,homicide
19073,2025-12-19,money laundering
19074,2025-06-28,terrorism
19075,2025-05-04,stalking
19076,2025-03-29,assault
19077,2025-07-28,assault
19078,2025-09-28,trespassing
19079,2025-09-13,cybercrime
19080,2025-07-23,stalking
19081,2025-11-27,drug possession
19082,2025-01-18,burglary
19083,2025-08-04,carjacking
19084,2025-09-01,fraud
19085,2025-05-28,homicide
19086,2025-12-12,human trafficking
19087,2025-06-05,terrorism
19088,2025-12-30,robbery
19089,2025-12-22,drug possession
19090,2025-03-26,terrorism
19091,2025-07-03,arson
19092,2025-02-17,human trafficking
19093,2025-10-28,embezzlement
19094,2025-05-03,carjacking
19095,2025-10-05,terrorism
19096,2025-10-09,burglary
19097,2025-08-10,arson
19098,2025-07-31,cybercrime
19099,2025-05-15,human trafficking
19100,2025-05-18,money laundering
19101,2025-07-20,drug possession
19102,2025-07-19,domestic violence
19103,2025-08-19,homicide
19104,2025-10-05,burglary
19105,2025-06-12,money laundering
19106,2025-08-11,robbery
19107,2025-02-11,stalking
19108,2025-08-01,burglary
19109,2025-11-07,terrorism
19110,2025-01-02,arson
19111,2025-11-27,cybercrime
19112,2025-05-12,human trafficking
19113,2025-09-12,fraud
19114,2025-12-29,assault
19115,2025-06-23,assault
19116,2025-11-06,robbery
19117,2025-05-25,arson
19118,2025-08-03,kidnapping
19119,2025-11-05,embezzlement
19120,2025-03-22,assault
19121,2025-02-13,carjacking
19122,2025-03-15,cybercrime
19123,2025-11-16,stalking
19124,2025-11-11,terrorism
19125,2025-05-12,drug possession
19126,2025-11-03,robbery
19127,2025-06-29,trespassing
19128,2025-04-22,arson
19129,2025-03-23,homicide
19130,2025-03-25,trespassing
19131,2025-01-05,domestic violence
19132,2025-10-10,embezzlement
19133,2025-09-28,kidnapping
19134,2025-10-29,burglary
19135,2025-03-22,drug possession
19136,2025-07-03,terrorism
19137,2025-12-17,kidnapping
19138,2025-08-03,stalking
19139,2025-12-04,arson
19140,2025-11-15,domestic violence
19141,2025-07-08,embezzlement
19142,2025-05-26,drug possession
19143,2025-12-25,fraud
19144,2025-11-21,arson
19145,2025-08-29,robbery
19146,2025-08-18,embezzlement
19147,2025-03-01,drug possession
19148,2025-08-18,kidnapping
19149,2025-11-26,kidnapping
19150,2025-07-20,domestic violence
19151,2025-01-05,arson
19152,2025-12-25,arson
19153,2025-07-14,cybercrime
19154,2025-06-09,drug possession
19155,2025-03-04,homicide
19156,2025-06-16,human trafficking
19157,2025-07-24,money laundering
19158,2025-12-28,human trafficking
19159,2025-04-21,domestic violence
19160,2025-05-17,burglary
19161,2025-09-19,drug possession
19162,2025-12-06,kidnapping
19163,2025-05-24,homicide
19164,2025-12-30,assault
19165,2025-11-28,robbery
19166,2025-05-15,assault
19167,2025-05-24,stalking
19168,2025-03-27,drug possession
19169,2025-02-14,cybercrime
19170,2025-03-31,money laundering
19171,2025-11-22,money laundering
19172,2025-04-01,domestic violence
19173,2025-02-21,human trafficking
19174,2025-12-06,arson
19175,2025-08-06,stalking
19176,2025-01-09,robbery
19177,2025-04-02,homicide
19178,2025-09-30,homicide
19179,2025-12-19,kidnapping
19180,2025-07-15,assault
19181,2025-12-18,carjacking
19182,2025-08-12,terrorism
19183,2025-09-25,domestic violence
19184,2025-11-09,trespassing
19185,2025-04-16,fraud
19186,2025-05-24,human trafficking
19187,2025-09-16,robbery
19188,2025-03-02,terrorism
19189,2025-05-13,fraud
19190,2025-04-09,human trafficking
19191,2025-07-02,fraud
19192,2025-01-01,embezzlement
19193,2025-09-29,carjacking
19194,2025-01-07,fraud
19195,2025-09-28,homicide
19196,2025-04-29,fraud
19197,2025-12-07,homicide
19198,2025-04-27,carjacking
19199,2025-10-11,terrorism
19200,2025-12-18,arson
19201,2025-08-18,drug possession
19202,2025-01-01,trespassing
19203,2025-03-15,embezzlement
19204,2025-01-28,drug possession
19205,2025-06-10,assault
19206,2025-02-24,kidnapping
19207,2025-10-23,human trafficking
19208,2025-04-20,assault
19209,2025-07-09,homicide
19210,2025-12-02,terrorism
19211,2025-01-30,human trafficking
19212,2025-08-17,trespassing
19213,2025-12-21,burglary
19214,2025-05-25,trespassing
19215,2025-02-07,stalking
19216,2025-04-14,robbery
19217,2025-07-07,carjacking
19218,2025-07-29,kidnapping
19219,2025-12-20,stalking
19220,2025-12-07,arson
19221,2025-10-05,embezzlement
19222,2025-09-12,kidnapping
19223,2025-03-23,money laundering
19224,2025-12-12,terrorism
19225,2025-11-08,homicide
19226,2025-03-15,homicide
19227,2025-04-02,domestic violence
19228,2025-09-15,trespassing
19229,2025-11-11,arson
19230,2025-06-26,terrorism
19231,2025-05-18,domestic violence
19232,2025-03-01,fraud
19233,2025-12-13,human trafficking
19234,2025-06-18,fraud
19235,2025-05-26,arson
19236,2025-05-15,cybercrime
19237,2025-04-10,kidnapping
19238,2025-08-17,human trafficking
19239,2025-12-27,domestic violence
19240,2025-05-15,kidnapping
19241,2025-03-06,stalking
19242,2025-03-23,arson
19243,2025-11-14,homicide
19244,2025-02-01,kidnapping
19245,2025-10-30,fraud
19246,2025-08-30,arson
19247,2025-09-20,robbery
19248,2025-03-04,drug possession
19249,2025-04-03,cybercrime
19250,2025-07-18,arson
19251,2025-06-22,domestic violence
19252,2025-03-06,homicide
19253,2025-07-07,arson
19254,2025-03-27,carjacking
19255,2025-11-11,homicide
19256,2025-03-25,burglary
19257,2025-06-10,human trafficking
19258,2025-06-08,burglary
19259,2025-06-18,drug possession
19260,2025-07-09,robbery
19261,2025-11-24,embezzlement
19262,2025-05-29,human trafficking
19263,2025-05-24,domestic violence
19264,2025-02-05,arson
19265,2025-03-06,human trafficking
19266,2025-11-30,trespassing
19267,2025-04-07,terrorism
19268,2025-04-16,assault
19269,2025-06-20,terrorism
19270,2025-08-17,homicide
19271,2025-06-16,arson
19272,2025-11-28,money laundering
19273,2025-05-11,robbery
19274,2025-01-31,kidnapping
19275,2025-05-18,robbery
19276,2025-10-23,burglary
19277,2025-08-09,trespassing
19278,2025-02-16,kidnapping
19279,2025-05-15,carjacking
19280,2025-06-22,terrorism
19281,2025-06-16,terrorism
19282,2025-01-06,arson
19283,2025-04-17,cybercrime
19284,2025-12-15,robbery
19285,2025-11-18,carjacking
19286,2025-08-13,terrorism
19287,2025-12-25,trespassing
19288,2025-07-17,domestic violence
19289,2025-11-28,assault
19290,2025-10-03,domestic violence
19291,2025-08-24,money laundering
19292,2025-04-14,homicide
19293,2025-05-20,assault
19294,2025-10-11,carjacking
19295,2025-01-12,money laundering
19296,2025-09-03,carjacking
19297,2025-01-25,trespassing
19298,2025-03-09,terrorism
19299,2025-10-22,fraud
19300,2025-04-24,trespassing
19301,2025-02-28,cybercrime
19302,2025-07-11,kidnapping
19303,2025-08-22,cybercrime
19304,2025-04-04,robbery
19305,2025-09-06,robbery
19306,2025-06-23,human trafficking
19307,2025-07-09,robbery
19308,2025-05-12,trespassing
19309,2025-09-29,domestic violence
19310,2025-12-18,drug possession
19311,2025-07-06,money laundering
19312,2025-02-04,assault
19313,2025-04-24,cybercrime
19314,2025-03-02,trespassing
19315,2025-06-03,embezzlement
19316,2025-03-24,robbery
19317,2025-04-04,robbery
19318,2025-07-16,money laundering
19319,2025-09-14,trespassing
19320,2025-08-24,cybercrime
19321,2025-09-29,burglary
19322,2025-01-08,stalking
19323,2025-04-11,domestic violence
19324,2025-02-05,drug possession
19325,2025-09-17,trespassing
19326,2025-08-22,assault
19327,2025-06-05,trespassing
19328,2025-08-06,human trafficking
19329,2025-02-08,carjacking
19330,2025-02-07,trespassing
19331,2025-09-12,human trafficking
19332,2025-02-23,cybercrime
19333,2025-05-09,trespassing
19334,2025-07-09,burglary
19335,2025-02-23,money laundering
19336,2025-08-13,arson
19337,2025-04-02,domestic violence
19338,2025-07-18,homicide
19339,2025-10-06,domestic violence
19340,2025-06-03,robbery
19341,2025-05-31,assault
19342,2025-02-27,burglary
19343,2025-09-15,stalking
19344,2025-01-14,embezzlement
19345,2025-05-03,carjacking
19346,2025-01-19,stalking
19347,2025-09-04,fraud
19348,2025-10-06,homicide
19349,2025-03-25,burglary
19350,2025-11-14,assault
19351,2025-07-15,terrorism
19352,2025-08-20,stalking
19353,2025-09-15,human trafficking
19354,2025-03-05,human trafficking
19355,2025-12-30,stalking
19356,2025-10-06,robbery
19357,2025-11-02,kidnapping
19358,2025-08-24,kidnapping
19359,2025-12-29,terrorism
19360,2025-07-09,assault
19361,2025-11-26,assault
19362,2025-07-16,fraud
19363,2025-06-24,terrorism
19364,2025-04-09,human trafficking
19365,2025-12-09,carjacking
19366,2025-08-12,arson
19367,2025-01-28,assault
19368,2025-08-16,drug possession
19369,2025-03-10,arson
19370,2025-02-09,embezzlement
19371,2025-11-15,cybercrime
19372,2025-04-02,burglary
19373,2025-04-14,robbery
19374,2025-08-25,drug possession
19375,2025-03-02,drug possession
19376,2025-10-01,embezzlement
19377,2025-06-20,assault
19378,2025-05-14,cybercrime
19379,2025-10-28,fraud
19380,2025-03-10,money laundering
19381,2025-10-08,terrorism
19382,2025-09-01,drug possession
19383,2025-06-28,kidnapping
19384,2025-12-14,kidnapping
19385,2025-12-30,terrorism
19386,2025-10-15,homicide
19387,2025-05-16,fraud
19388,2025-02-09,domestic violence
19389,2025-04-07,burglary
19390,2025-08-11,cybercrime
19391,2025-05-15,domestic violence
19392,2025-09-03,arson
19393,2025-10-18,human trafficking
19394,2025-01-04,money laundering
19395,2025-05-23,kidnapping
19396,2025-08-31,robbery
19397,2025-07-20,drug possession
19398,2025-02-12,kidnapping
19399,2025-07-30,stalking
19400,2025-12-14,carjacking
19401,2025-11-16,burglary
19402,2025-04-15,stalking
19403,2025-01-01,terrorism
19404,2025-07-01,carjacking
19405,2025-12-06,arson
19406,2025-01-25,terrorism
19407,2025-11-27,trespassing
19408,2025-04-18,robbery
19409,2025-09-06,robbery
19410,2025-05-01,assault
19411,2025-10-31,human trafficking
19412,2025-01-17,assault
19413,2025-12-27,trespassing
19414,2025-11-03,fraud
19415,2025-12-14,robbery
19416,2025-03-15,homicide
19417,2025-01-07,domestic violence
19418,2025-10-13,terrorism
19419,2025-07-27,robbery
19420,2025-03-03,robbery
19421,2025-05-24,burglary
19422,2025-10-24,stalking
19423,2025-04-18,fraud
19424,2025-04-19,human trafficking
19425,2025-08-26,fraud
19426,2025-06-19,assault
19427,2025-09-09,carjacking
19428,2025-11-09,money laundering
19429,2025-12-01,trespassing
19430,2025-12-03,fraud
19431,2025-06-12,arson
19432,2025-03-12,cybercrime
19433,2025-07-30,kidnapping
19434,2025-06-26,arson
19435,2025-08-14,robbery
19436,2025-04-01,fraud
19437,2025-11-12,carjacking
19438,2025-09-24,arson
19439,2025-04-19,human trafficking
19440,2025-09-12,stalking
19441,2025-06-15,money laundering
19442,2025-12-15,terrorism
19443,2025-04-11,cybercrime
19444,2025-10-13,robbery
19445,2025-01-05,domestic violence
19446,2025-07-31,stalking
19447,2025-10-06,robbery
19448,2025-01-09,burglary
19449,2025-12-02,stalking
19450,2025-09-25,assault
19451,2025-04-02,embezzlement
19452,2025-11-10,kidnapping
19453,2025-10-29,drug possession
19454,2025-05-28,trespassing
19455,2025-05-01,robbery
19456,2025-07-06,assault
19457,2025-08-17,kidnapping
19458,2025-11-10,carjacking
19459,2025-10-19,cybercrime
19460,2025-03-10,domestic violence
19461,2025-03-02,stalking
19462,2025-11-25,homicide
19463,2025-04-03,cybercrime
19464,2025-05-11,arson
19465,2025-10-14,assault
19466,2025-12-29,domestic violence
19467,2025-11-15,kidnapping
19468,2025-06-29,cybercrime
19469,2025-09-23,kidnapping
19470,2025-10-14,drug possession
19471,2025-12-28,arson
19472,2025-11-10,stalking
19473,2025-06-01,robbery
19474,2025-05-09,drug possession
19475,2025-09-10,drug possession
19476,2025-06-10,stalking
19477,2025-04-09,burglary
19478,2025-10-28,robbery
19479,2025-03-28,drug possession
19480,2025-04-03,cybercrime
19481,2025-05-06,homicide
19482,2025-05-23,human trafficking
19483,2025-07-12,money laundering
19484,2025-10-08,robbery
19485,2025-02-27,embezzlement
19486,2025-10-28,drug possession
19487,2025-08-20,homicide
19488,2025-08-18,money laundering
19489,2025-01-25,arson
19490,2025-12-20,arson
19491,2025-12-23,burglary
19492,2025-07-17,assault
19493,2025-06-30,arson
19494,2025-01-04,burglary
19495,2025-01-10,burglary
19496,2025-09-28,cybercrime
19497,2025-09-13,cybercrime
19498,2025-11-22,kidnapping
19499,2025-01-25,drug possession
19500,2025-08-10,embezzlement
19501,2025-01-02,fraud
19502,2025-05-18,cybercrime
19503,2025-06-27,terrorism
19504,2025-02-02,human trafficking
19505,2025-06-04,fraud
19506,2025-08-04,homicide
19507,2025-03-23,carjacking
19508,2025-06-29,trespassing
19509,2025-06-22,stalking
19510,2025-04-15,burglary
19511,2025-12-19,domestic violence
19512,2025-10-07,kidnapping
19513,2025-03-13,embezzlement
19514,2025-03-05,kidnapping
19515,2025-07-01,fraud
19516,2025-03-15,carjacking
19517,2025-11-10,human trafficking
19518,2025-03-17,assault
19519,2025-11-06,stalking
19520,2025-05-09,terrorism
