nome,numeroSerie
phone,8000
rope,8001
phone,8002
flashlight,8003
hammer,8004
screwdriver,8005
flashlight,8006
hammer,8007
screwdriver,8008
rope,8009
phone,8010
screwdriver,8011
mask,8012
phone,8013
knife,8014
crowbar,8015
rope,8016
crowbar,8017
phone,8018
rope,8019
gun,8020
rope,8021
rope,8022
mask,8023
rope,8024
screwdriver,8025
knife,8026
rope,8027
gun,8028
knife,8029
knife,8030
knife,8031
knife,8032
crowbar,8033
crowbar,8034
flashlight,8035
mask,8036
rope,8037
hammer,8038
hammer,8039
gun,8040
crowbar,8041
flashlight,8042
mask,8043
knife,8044
phone,8045
gun,8046
flashlight,8047
gun,8048
hammer,8049
rope,8050
mask,8051
hammer,8052
knife,8053
flashlight,8054
hammer,8055
phone,8056
mask,8057
mask,8058
mask,8059
knife,8060
hammer,8061
gun,8062
knife,8063
hammer,8064
screwdriver,8065
flashlight,8066
mask,8067
phone,8068
mask,8069
flashlight,8070
phone,8071
rope,8072
screwdriver,8073
crowbar,8074
mask,8075
hammer,8076
hammer,8077
screwdriver,8078
knife,8079
gun,8080
screwdriver,8081
screwdriver,8082
knife,8083
flashlight,8084
screwdriver,8085
mask,8086
knife,8087
knife,8088
rope,8089
screwdriver,8090
mask,8091
gun,8092
screwdriver,8093
phone,8094
knife,8095
mask,8096
mask,8097
knife,8098
gun,8099
knife,8100
knife,8101
rope,8102
flashlight,8103
flashlight,8104
knife,8105
flashlight,8106
knife,8107
knife,8108
flashlight,8109
knife,8110
screwdriver,8111
phone,8112
knife,8113
knife,8114
gun,8115
gun,8116
knife,8117
mask,8118
flashlight,8119
mask,8120
knife,8121
gun,8122
crowbar,8123
rope,8124
mask,8125
knife,8126
hammer,8127
hammer,8128
knife,8129
flashlight,8130
knife,8131
phone,8132
hammer,8133
rope,8134
knife,8135
phone,8136
flashlight,8137
knife,8138
knife,8139
screwdriver,8140
rope,8141
hammer,8142
knife,8143
rope,8144
mask,8145
rope,8146
knife,8147
phone,8148
knife,8149
rope,8150
crowbar,8151
screwdriver,8152
phone,8153
hammer,8154
gun,8155
mask,8156
screwdriver,8157
screwdriver,8158
gun,8159
mask,8160
hammer,8161
knife,8162
crowbar,8163
phone,8164
flashlight,8165
phone,8166
rope,8167
screwdriver,8168
crowbar,8169
phone,8170
hammer,8171
rope,8172
screwdriver,8173
gun,8174
knife,8175
gun,8176
hammer,8177
rope,8178
knife,8179
crowbar,8180
knife,8181
mask,8182
flashlight,8183
knife,8184
gun,8185
flashlight,8186
knife,8187
flashlight,8188
knife,8189
mask,8190
gun,8191
phone,8192
rope,8193
crowbar,8194
phone,8195
gun,8196
phone,8197
mask,8198
hammer,8199
screwdriver,8200
mask,8201
phone,8202
screwdriver,8203
knife,8204
knife,8205
knife,8206
knife,8207
knife,8208
phone,8209
phone,8210
rope,8211
hammer,8212
screwdriver,8213
flashlight,8214
gun,8215
rope,8216
gun,8217
flashlight,8218
crowbar,8219
mask,8220
knife,8221
