nome,numeroSerie
screwdriver,21000
knife,21001
hammer,21002
screwdriver,21003
gun,21004
rope,21005
gun,21006
flashlight,21007
phone,21008
crowbar,21009
mask,21010
screwdriver,21011
hammer,21012
flashlight,21013
mask,21014
hammer,21015
knife,21016
knife,21017
knife,21018
knife,21019
crowbar,21020
screwdriver,21021
flashlight,21022
knife,21023
mask,21024
gun,21025
crowbar,21026
knife,21027
phone,21028
phone,21029
mask,21030
crowbar,21031
mask,21032
gun,21033
phone,21034
flashlight,21035
rope,21036
knife,21037
knife,21038
knife,21039
knife,21040
phone,21041
hammer,21042
knife,21043
phone,21044
gun,21045
knife,21046
crowbar,21047
hammer,21048
phone,21049
gun,21050
mask,21051
gun,21052
knife,21053
mask,21054
flashlight,21055
screwdriver,21056
phone,21057
knife,21058
gun,21059
knife,21060
knife,21061
gun,21062
screwdriver,21063
knife,21064
phone,21065
phone,21066
flashlight,21067
mask,21068
crowbar,21069
screwdriver,21070
knife,21071
crowbar,21072
knife,21073
hammer,21074
mask,21075
knife,21076
crowbar,21077
knife,21078
knife,21079
crowbar,21080
knife,21081
phone,21082
crowbar,21083
gun,21084
hammer,21085
screwdriver,21086
phone,21087
knife,21088
gun,21089
crowbar,21090
knife,21091
hammer,21092
knife,21093
gun,21094
rope,21095
hammer,21096
gun,21097
flashlight,21098
mask,21099
screwdriver,21100
hammer,21101
gun,21102
flashlight,21103
knife,21104
mask,21105
rope,21106
flashlight,21107
rope,21108
knife,21109
flashlight,21110
flashlight,21111
rope,21112
hammer,21113
gun,21114
rope,21115
gun,21116
crowbar,21117
knife,21118
mask,21119
flashlight,21120
rope,21121
crowbar,21122
phone,21123
knife,21124
hammer,21125
hammer,21126
crowbar,21127
hammer,21128
phone,21129
flashlight,21130
crowbar,21131
mask,21132
hammer,21133
hammer,21134
flashlight,21135
knife,21136
knife,21137
phone,21138
crowbar,21139
gun,21140
screwdriver,21141
knife,21142
knife,21143
phone,21144
screwdriver,21145
flashlight,21146
knife,21147
gun,21148
screwdriver,21149
knife,21150
crowbar,21151
knife,21152
rope,21153
screwdriver,21154
rope,21155
gun,21156
phone,21157
rope,21158
knife,21159
knife,21160
phone,21161
gun,21162
phone,21163
rope,21164
crowbar,21165
knife,21166
gun,21167
knife,21168
knife,21169
gun,21170
rope,21171
gun,21172
screwdriver,21173
phone,21174
mask,21175
screwdriver,21176
rope,21177
screwdriver,21178
rope,21179
flashlight,21180
crowbar,21181
hammer,21182
screwdriver,21183
gun,21184
flashlight,21185
knife,21186
knife,21187
hammer,21188
knife,21189
knife,21190
hammer,21191
knife,21192
mask,21193
screwdriver,21194
crowbar,21195
knife,21196
mask,21197
hammer,21198
mask,21199
crowbar,21200
rope,21201
knife,21202
hammer,21203
crowbar,21204
mask,21205
screwdriver,21206
knife,21207
crowbar,21208
rope,21209
screwdriver,21210
phone,21211
mask,21212
knife,21213
phone,21214
mask,21215
mask,21216
rope,21217
screwdriver,21218
mask,21219
knife,21220
knife,21221
crowbar,21222
crowbar,21223
hammer,21224
screwdriver,21225
gun,21226
knife,21227
knife,21228
hammer,21229
flashlight,21230
knife,21231
screwdriver,21232
gun,21233
gun,21234
screwdriver,21235
rope,21236
screwdriver,21237
hammer,21238
knife,21239
hammer,21240
crowbar,21241
rope,21242
mask,21243
crowbar,21244
knife,21245
phone,21246
screwdriver,21247
hammer,21248
phone,21249
gun,21250
flashlight,21251
hammer,21252
gun,21253
knife,21254
rope,21255
knife,21256
knife,21257
gun,21258
rope,21259
crowbar,21260
phone,21261
knife,21262
flashlight,21263
crowbar,21264
rope,21265
knife,21266
knife,21267
gun,21268
gun,21269
hammer,21270
gun,21271
flashlight,21272
flashlight,21273
mask,21274
mask,21275
knife,21276
knife,21277
gun,21278
crowbar,21279
screwdriver,21280
mask,21281
screwdriver,21282
phone,21283
screwdriver,21284
mask,21285
mask,21286
crowbar,21287
crowbar,21288
phone,21289
rope,21290
knife,21291
crowbar,21292
gun,21293
knife,21294
mask,21295
rope,21296
crowbar,21297
gun,21298
gun,21299
phone,21300
knife,21301
knife,21302
rope,21303
flashlight,21304
screwdriver,21305
flashlight,21306
phone,21307
hammer,21308
flashlight,21309
phone,21310
hammer,21311
hammer,21312
rope,21313
knife,21314
knife,21315
rope,21316
phone,21317
phone,21318
knife,21319
screwdriver,21320
hammer,21321
mask,21322
gun,21323
phone,21324
flashlight,21325
flashlight,21326
rope,21327
knife,21328
flashlight,21329
mask,21330
knife,21331
crowbar,21332
hammer,21333
hammer,21334
flashlight,21335
phone,21336
flashlight,21337
screwdriver,21338
knife,21339
flashlight,21340
mask,21341
mask,21342
knife,21343
flashlight,21344
crowbar,21345
knife,21346
phone,21347
rope,21348
knife,21349
mask,21350
flashlight,21351
knife,21352
knife,21353
hammer,21354
gun,21355
phone,21356
mask,21357
gun,21358
hammer,21359
crowbar,21360
gun,21361
phone,21362
phone,21363
phone,21364
rope,21365
flashlight,21366
hammer,21367
flashlight,21368
flashlight,21369
gun,21370
crowbar,21371
rope,21372
crowbar,21373
knife,21374
knife,21375
crowbar,21376
knife,21377
crowbar,21378
rope,21379
flashlight,21380
knife,21381
rope,21382
knife,21383
screwdriver,21384
rope,21385
flashlight,21386
crowbar,21387
gun,21388
gun,21389
flashlight,21390
hammer,21391
gun,21392
hammer,21393
gun,21394
hammer,21395
knife,21396
rope,21397
gun,21398
screwdriver,21399
crowbar,21400
hammer,21401
knife,21402
flashlight,21403
gun,21404
mask,21405
gun,21406
flashlight,21407
mask,21408
crowbar,21409
gun,21410
screwdriver,21411
mask,21412
gun,21413
knife,21414
screwdriver,21415
knife,21416
flashlight,21417
gun,21418
knife,21419
crowbar,21420
screwdriver,21421
rope,21422
crowbar,21423
knife,21424
phone,21425
flashlight,21426
rope,21427
hammer,21428
rope,21429
knife,21430
knife,21431
crowbar,21432
rope,21433
rope,21434
rope,21435
rope,21436
mask,21437
hammer,21438
gun,21439
knife,21440
knife,21441
crowbar,21442
screwdriver,21443
phone,21444
crowbar,21445
hammer,21446
hammer,21447
hammer,21448
knife,21449
hammer,21450
phone,21451
screwdriver,21452
screwdriver,21453
mask,21454
rope,21455
knife,21456
rope,21457
knife,21458
rope,21459
flashlight,21460
gun,21461
mask,21462
hammer,21463
mask,21464
