id,data,nome
10001,2025-01-31,robbery
10002,2025-12-10,stalking
10003,2025-05-25,robbery
10004,2025-08-22,robbery
10005,2025-10-21,money laundering
10006,2025-04-25,burglary
10007,2025-12-09,human trafficking
10008,2025-01-19,carjacking
10009,2025-02-09,human trafficking
10010,2025-01-12,human trafficking
10011,2025-03-25,cybercrime
10012,2025-08-24,assault
10013,2025-06-21,arson
10014,2025-09-01,human trafficking
10015,2025-10-18,trespassing
10016,2025-11-04,cybercrime
10017,2025-09-03,assault
10018,2025-06-21,cybercrime
10019,2025-04-30,arson
10020,2025-03-31,drug possession
10021,2025-04-15,trespassing
10022,2025-08-17,domestic violence
10023,2025-04-15,kidnapping
10024,2025-11-17,burglary
10025,2025-02-08,assault
10026,2025-08-09,embezzlement
10027,2025-01-14,robbery
10028,2025-01-22,embezzlement
10029,2025-09-04,trespassing
10030,2025-09-08,stalking
10031,2025-10-26,money laundering
10032,2025-02-21,arson
10033,2025-06-17,terrorism
10034,2025-05-06,embezzlement
10035,2025-11-03,stalking
10036,2025-10-29,terrorism
10037,2025-06-16,money laundering
10038,2025-04-23,money laundering
10039,2025-10-13,money laundering
10040,2025-12-06,domestic violence
10041,2025-10-26,carjacking
10042,2025-02-22,money laundering
10043,2025-11-30,money laundering
10044,2025-09-07,embezzlement
10045,2025-07-28,domestic violence
10046,2025-10-12,embezzlement
10047,2025-09-27,stalking
10048,2025-07-01,kidnapping
10049,2025-04-11,cybercrime
10050,2025-03-04,stalking
10051,2025-10-04,money laundering
10052,2025-03-16,burglary
10053,2025-06-09,money laundering
10054,2025-08-25,carjacking
10055,2025-01-23,stalking
10056,2025-06-25,fraud
10057,2025-06-16,money laundering
10058,2025-11-18,kidnapping
10059,2025-01-21,burglary
10060,2025-08-15,domestic violence
10061,2025-05-25,cybercrime
10062,2025-08-15,terrorism
10063,2025-03-07,human trafficking
10064,2025-09-22,embezzlement
10065,2025-07-26,cybercrime
10066,2025-04-22,terrorism
10067,2025-08-03,human trafficking
10068,2025-09-20,terrorism
10069,2025-04-09,assault
10070,2025-09-20,human trafficking
10071,2025-09-13,robbery
10072,2025-01-16,burglary
10073,2025-10-05,drug possession
10074,2025-07-19,arson
10075,2025-04-30,domestic violence
10076,2025-02-12,kidnapping
10077,2025-10-13,drug possession
10078,2025-07-21,kidnapping
10079,2025-04-26,drug possession
10080,2025-04-13,robbery
10081,2025-06-28,embezzlement
10082,2025-11-11,robbery
10083,2025-10-14,money laundering
10084,2025-03-30,homicide
10085,2025-09-02,burglary
10086,2025-11-28,trespassing
10087,2025-04-10,kidnapping
10088,2025-03-06,fraud
10089,2025-02-19,drug possession
10090,2025-02-13,embezzlement
10091,2025-07-29,burglary
10092,2025-08-15,domestic violence
10093,2025-10-15,embezzlement
10094,2025-05-10,stalking
10095,2025-05-28,assault
10096,2025-09-29,human trafficking
10097,2025-03-21,drug possession
10098,2025-04-10,money laundering
10099,2025-06-05,assault
10100,2025-07-18,kidnapping
10101,2025-04-05,cybercrime
10102,2025-06-08,stalking
10103,2025-11-19,arson
10104,2025-01-13,burglary
10105,2025-05-11,human trafficking
10106,2025-12-05,drug possession
10107,2025-10-12,burglary
10108,2025-11-30,cybercrime
10109,2025-11-29,fraud
10110,2025-10-03,trespassing
10111,2025-05-14,trespassing
10112,2025-10-19,embezzlement
10113,2025-05-28,assault
10114,2025-12-13,arson
10115,2025-03-14,assault
10116,2025-04-06,burglary
10117,2025-07-31,domestic violence
10118,2025-11-17,homicide
10119,2025-06-07,domestic violence
10120,2025-04-20,human trafficking
10121,2025-08-28,homicide
10122,2025-03-28,terrorism
10123,2025-10-30,human trafficking
10124,2025-03-27,arson
10125,2025-04-06,burglary
10126,2025-08-12,burglary
10127,2025-02-16,drug possession
10128,2025-08-06,domestic violence
10129,2025-06-17,homicide
10130,2025-11-25,human trafficking
10131,2025-07-19,kidnapping
10132,2025-07-17,trespassing
10133,2025-08-02,money laundering
10134,2025-07-20,embezzlement
10135,2025-01-29,cybercrime
10136,2025-07-10,assault
10137,2025-05-06,stalking
10138,2025-07-26,money laundering
10139,2025-08-15,money laundering
10140,2025-08-16,cybercrime
10141,2025-03-08,cybercrime
10142,2025-04-12,burglary
10143,2025-07-17,arson
10144,2025-02-21,fraud
10145,2025-12-19,assault
10146,2025-06-16,robbery
10147,2025-02-18,assault
10148,2025-09-08,assault
10149,2025-06-08,human trafficking
10150,2025-06-05,fraud
10151,2025-12-09,human trafficking
10152,2025-04-13,stalking
10153,2025-05-03,drug possession
10154,2025-10-27,drug possession
10155,2025-06-09,burglary
10156,2025-07-05,kidnapping
10157,2025-02-15,cybercrime
10158,2025-04-21,embezzlement
10159,2025-08-22,trespassing
10160,2025-09-21,human trafficking
10161,2025-01-27,homicide
10162,2025-10-07,trespassing
10163,2025-09-09,fraud
10164,2025-10-25,human trafficking
10165,2025-06-27,robbery
10166,2025-07-10,homicide
10167,2025-05-26,embezzlement
10168,2025-08-11,robbery
10169,2025-01-08,stalking
10170,2025-04-30,fraud
10171,2025-12-18,domestic violence
10172,2025-07-29,drug possession
10173,2025-04-10,cybercrime
10174,2025-07-12,trespassing
