id,data,nome
3001,2025-04-03,assault
3002,2025-03-19,kidnapping
3003,2025-01-23,arson
3004,2025-03-25,domestic violence
3005,2025-03-05,embezzlement
3006,2025-09-20,trespassing
3007,2025-04-05,stalking
3008,2025-08-04,human trafficking
3009,2025-10-10,carjacking
3010,2025-08-21,embezzlement
3011,2025-03-02,human trafficking
3012,2025-04-10,embezzlement
3013,2025-02-05,money laundering
3014,2025-07-03,carjacking
3015,2025-03-22,robbery
3016,2025-04-30,human trafficking
3017,2025-03-13,carjacking
3018,2025-04-13,kidnapping
3019,2025-05-10,drug possession
3020,2025-03-25,fraud
3021,2025-11-30,carjacking
3022,2025-06-19,stalking
3023,2025-06-05,burglary
3024,2025-01-03,stalking
3025,2025-03-25,cybercrime
3026,2025-06-17,money laundering
3027,2025-07-17,stalking
3028,2025-06-19,domestic violence
3029,2025-04-04,embezzlement
3030,2025-06-11,homicide
3031,2025-08-14,cybercrime
3032,2025-07-12,money laundering
3033,2025-02-03,assault
3034,2025-07-04,terrorism
3035,2025-01-07,arson
3036,2025-08-21,burglary
3037,2025-12-26,carjacking
3038,2025-04-16,drug possession
3039,2025-05-13,trespassing
3040,2025-11-16,assault
3041,2025-01-29,robbery
3042,2025-06-02,domestic violence
3043,2025-10-29,kidnapping
3044,2025-02-12,burglary
3045,2025-01-18,burglary
3046,2025-04-24,domestic violence
3047,2025-01-28,terrorism
3048,2025-04-22,arson
3049,2025-05-17,money laundering
3050,2025-08-10,homicide
3051,2025-11-06,embezzlement
3052,2025-04-09,carjacking
3053,2025-02-17,stalking
3054,2025-05-13,carjacking
3055,2025-12-29,arson
3056,2025-07-01,embezzlement
3057,2025-05-23,kidnapping
3058,2025-04-10,burglary
3059,2025-04-17,embezzlement
3060,2025-08-18,cybercrime
3061,2025-10-14,human trafficking
3062,2025-11-28,stalking
3063,2025-07-19,fraud
3064,2025-12-13,drug possession
3065,2025-04-20,domestic violence
3066,2025-08-24,carjacking
3067,2025-05-12,assault
3068,2025-09-21,fraud
3069,2025-08-05,embezzlement
3070,2025-12-05,money laundering
3071,2025-12-16,embezzlement
3072,2025-09-11,domestic violence
3073,2025-10-28,domestic violence
3074,2025-08-02,homicide
3075,2025-02-21,fraud
3076,2025-01-17,robbery
3077,2025-05-20,money laundering
3078,2025-12-22,trespassing
3079,2025-08-01,terrorism
3080,2025-09-11,stalking
3081,2025-06-16,cybercrime
3082,2025-12-17,fraud
3083,2025-06-05,trespassing
3084,2025-02-15,robbery
3085,2025-03-11,carjacking
3086,2025-05-04,homicide
3087,2025-08-15,carjacking
3088,2025-11-01,homicide
3089,2025-09-28,assault
3090,2025-10-10,drug possession
3091,2025-05-19,kidnapping
3092,2025-11-23,human trafficking
3093,2025-05-25,stalking
3094,2025-11-02,trespassing
3095,2025-10-21,stalking
3096,2025-04-01,fraud
3097,2025-03-10,human trafficking
3098,2025-09-28,embezzlement
3099,2025-07-27,fraud
3100,2025-05-24,fraud
3101,2025-09-13,assault
3102,2025-09-03,embezzlement
3103,2025-12-20,kidnapping
3104,2025-02-09,fraud
3105,2025-11-08,homicide
3106,2025-04-30,carjacking
3107,2025-11-23,cybercrime
3108,2025-02-06,cybercrime
3109,2025-07-10,drug possession
3110,2025-04-20,domestic violence
3111,2025-09-17,cybercrime
3112,2025-04-05,fraud
3113,2025-06-14,trespassing
3114,2025-12-16,arson
3115,2025-02-07,embezzlement
3116,2025-11-14,arson
3117,2025-11-30,cybercrime
3118,2025-11-24,kidnapping
3119,2025-06-30,cybercrime
3120,2025-09-25,fraud
3121,2025-02-09,assault
3122,2025-09-14,fraud
3123,2025-12-08,terrorism
3124,2025-06-14,terrorism
3125,2025-12-28,cybercrime
3126,2025-06-26,drug possession
3127,2025-01-29,robbery
3128,2025-10-21,embezzlement
3129,2025-01-21,terrorism
3130,2025-10-16,kidnapping
3131,2025-05-04,kidnapping
3132,2025-01-13,embezzlement
3133,2025-08-28,stalking
3134,2025-04-21,robbery
3135,2025-08-16,domestic violence
3136,2025-09-16,kidnapping
3137,2025-01-24,money laundering
3138,2025-03-03,human trafficking
3139,2025-04-22,trespassing
3140,2025-03-08,domestic violence
3141,2025-05-19,assault
3142,2025-05-18,burglary
3143,2025-03-26,fraud
3144,2025-06-27,carjacking
3145,2025-01-01,terrorism
3146,2025-12-06,assault
3147,2025-06-05,kidnapping
3148,2025-11-20,fraud
3149,2025-01-27,arson
3150,2025-01-16,terrorism
3151,2025-02-12,kidnapping
3152,2025-08-23,domestic violence
3153,2025-03-12,arson
3154,2025-12-18,human trafficking
3155,2025-06-28,homicide
3156,2025-07-17,domestic violence
3157,2025-11-25,homicide
3158,2025-08-28,drug possession
3159,2025-09-03,burglary
3160,2025-08-08,arson
3161,2025-04-30,domestic violence
3162,2025-05-05,robbery
3163,2025-04-23,kidnapping
3164,2025-12-10,homicide
3165,2025-05-08,burglary
3166,2025-07-29,kidnapping
3167,2025-01-12,homicide
3168,2025-08-11,domestic violence
3169,2025-11-13,domestic violence
3170,2025-01-26,domestic violence
3171,2025-09-21,kidnapping
3172,2025-01-21,robbery
3173,2025-04-19,domestic violence
3174,2025-10-03,homicide
3175,2025-10-19,trespassing
3176,2025-05-17,domestic violence
3177,2025-01-28,trespassing
3178,2025-10-18,kidnapping
3179,2025-12-07,homicide
3180,2025-12-11,carjacking
3181,2025-05-12,domestic violence
3182,2025-09-02,domestic violence
3183,2025-10-05,drug possession
3184,2025-11-20,drug possession
3185,2025-04-28,money laundering
3186,2025-07-23,fraud
3187,2025-04-09,terrorism
3188,2025-12-07,embezzlement
3189,2025-05-18,terrorism
3190,2025-08-12,money laundering
3191,2025-04-27,stalking
3192,2025-10-29,cybercrime
3193,2025-06-28,carjacking
3194,2025-01-10,stalking
3195,2025-09-06,domestic violence
3196,2025-01-08,fraud
3197,2025-09-18,robbery
3198,2025-10-11,human trafficking
3199,2025-04-06,cybercrime
