id,data,nome
18001,2025-09-09,burglary
18002,2025-04-17,terrorism
18003,2025-07-27,human trafficking
18004,2025-02-05,robbery
18005,2025-01-18,burglary
18006,2025-10-21,stalking
18007,2025-02-03,homicide
18008,2025-01-28,robbery
18009,2025-03-27,drug possession
18010,2025-07-05,assault
18011,2025-10-11,cybercrime
18012,2025-08-25,burglary
18013,2025-01-07,stalking
18014,2025-03-26,carjacking
18015,2025-10-07,stalking
18016,2025-08-12,homicide
18017,2025-07-28,stalking
18018,2025-09-08,drug possession
18019,2025-06-12,drug possession
18020,2025-03-18,burglary
18021,2025-02-28,assault
18022,2025-08-23,human trafficking
18023,2025-03-24,domestic violence
18024,2025-07-16,carjacking
18025,2025-12-22,fraud
18026,2025-01-30,arson
18027,2025-09-20,terrorism
18028,2025-06-23,kidnapping
18029,2025-12-24,drug possession
18030,2025-07-27,domestic violence
18031,2025-09-13,trespassing
18032,2025-05-04,domestic violence
18033,2025-09-23,domestic violence
18034,2025-09-10,stalking
18035,2025-08-02,robbery
18036,2025-04-25,trespassing
18037,2025-05-10,fraud
18038,2025-09-12,terrorism
18039,2025-07-04,kidnapping
18040,2025-05-05,domestic violence
18041,2025-08-11,trespassing
18042,2025-11-16,homicide
18043,2025-09-24,trespassing
18044,2025-06-18,money laundering
18045,2025-05-23,trespassing
18046,2025-06-14,stalking
18047,2025-06-11,arson
18048,2025-06-05,carjacking
18049,2025-09-27,trespassing
18050,2025-11-07,carjacking
18051,2025-01-21,cybercrime
18052,2025-05-14,stalking
18053,2025-11-24,terrorism
18054,2025-08-07,trespassing
18055,2025-08-24,fraud
18056,2025-03-11,embezzlement
18057,2025-09-24,domestic violence
18058,2025-09-23,carjacking
18059,2025-04-16,domestic violence
18060,2025-07-10,kidnapping
18061,2025-04-01,domestic violence
18062,2025-12-13,assault
18063,2025-10-04,cybercrime
18064,2025-08-29,robbery
18065,2025-10-05,drug possession
18066,2025-01-12,terrorism
18067,2025-05-23,embezzlement
18068,2025-02-01,robbery
18069,2025-08-31,terrorism
18070,2025-04-14,robbery
18071,2025-09-18,domestic violence
18072,2025-09-16,robbery
18073,2025-02-11,stalking
18074,2025-10-02,cybercrime
18075,2025-12-26,embezzlement
18076,2025-05-29,embezzlement
18077,2025-07-11,robbery
18078,2025-06-02,money laundering
18079,2025-10-09,trespassing
18080,2025-08-09,fraud
18081,2025-08-12,assault
18082,2025-07-13,stalking
18083,2025-07-23,kidnapping
18084,2025-04-19,burglary
18085,2025-08-12,burglary
18086,2025-08-03,stalking
18087,2025-02-28,burglary
18088,2025-10-03,trespassing
18089,2025-10-22,terrorism
18090,2025-09-06,stalking
18091,2025-08-08,money laundering
18092,2025-08-16,human trafficking
18093,2025-01-14,burglary
18094,2025-08-15,drug possession
18095,2025-10-24,cybercrime
18096,2025-03-24,trespassing
18097,2025-07-22,drug possession
18098,2025-01-12,arson
18099,2025-09-04,cybercrime
18100,2025-12-20,robbery
18101,2025-10-30,human trafficking
18102,2025-02-06,homicide
18103,2025-02-08,trespassing
18104,2025-07-20,kidnapping
18105,2025-06-26,burglary
18106,2025-11-07,kidnapping
18107,2025-10-28,trespassing
18108,2025-09-03,embezzlement
18109,2025-09-28,cybercrime
18110,2025-02-17,terrorism
18111,2025-11-15,kidnapping
18112,2025-12-30,human trafficking
18113,2025-12-12,carjacking
18114,2025-11-19,kidnapping
18115,2025-03-31,domestic violence
18116,2025-03-20,robbery
