nome,numeroSerie
flashlight,5000
mask,5001
phone,5002
rope,5003
phone,5004
hammer,5005
flashlight,5006
rope,5007
gun,5008
knife,5009
crowbar,5010
knife,5011
hammer,5012
mask,5013
knife,5014
mask,5015
knife,5016
gun,5017
screwdriver,5018
knife,5019
phone,5020
gun,5021
hammer,5022
knife,5023
crowbar,5024
knife,5025
crowbar,5026
gun,5027
crowbar,5028
hammer,5029
gun,5030
knife,5031
mask,5032
knife,5033
crowbar,5034
knife,5035
knife,5036
gun,5037
knife,5038
knife,5039
screwdriver,5040
hammer,5041
mask,5042
flashlight,5043
gun,5044
phone,5045
screwdriver,5046
flashlight,5047
knife,5048
crowbar,5049
gun,5050
phone,5051
crowbar,5052
knife,5053
knife,5054
flashlight,5055
crowbar,5056
flashlight,5057
knife,5058
mask,5059
hammer,5060
knife,5061
screwdriver,5062
knife,5063
rope,5064
screwdriver,5065
mask,5066
flashlight,5067
hammer,5068
gun,5069
crowbar,5070
phone,5071
screwdriver,5072
flashlight,5073
crowbar,5074
hammer,5075
mask,5076
gun,5077
hammer,5078
hammer,5079
knife,5080
knife,5081
screwdriver,5082
crowbar,5083
crowbar,5084
screwdriver,5085
mask,5086
rope,5087
screwdriver,5088
screwdriver,5089
phone,5090
hammer,5091
phone,5092
mask,5093
rope,5094
mask,5095
crowbar,5096
mask,5097
phone,5098
crowbar,5099
knife,5100
hammer,5101
screwdriver,5102
mask,5103
flashlight,5104
hammer,5105
rope,5106
crowbar,5107
flashlight,5108
hammer,5109
phone,5110
hammer,5111
gun,5112
flashlight,5113
gun,5114
knife,5115
knife,5116
knife,5117
mask,5118
rope,5119
rope,5120
hammer,5121
knife,5122
crowbar,5123
knife,5124
gun,5125
screwdriver,5126
mask,5127
gun,5128
phone,5129
gun,5130
phone,5131
rope,5132
flashlight,5133
knife,5134
knife,5135
screwdriver,5136
crowbar,5137
knife,5138
crowbar,5139
flashlight,5140
gun,5141
knife,5142
mask,5143
rope,5144
crowbar,5145
knife,5146
mask,5147
gun,5148
gun,5149
knife,5150
mask,5151
phone,5152
knife,5153
flashlight,5154
crowbar,5155
knife,5156
phone,5157
flashlight,5158
phone,5159
knife,5160
gun,5161
mask,5162
phone,5163
gun,5164
hammer,5165
gun,5166
hammer,5167
knife,5168
knife,5169
phone,5170
crowbar,5171
hammer,5172
phone,5173
knife,5174
screwdriver,5175
mask,5176
knife,5177
hammer,5178
mask,5179
mask,5180
mask,5181
knife,5182
rope,5183
knife,5184
phone,5185
rope,5186
rope,5187
phone,5188
knife,5189
crowbar,5190
hammer,5191
gun,5192
knife,5193
flashlight,5194
mask,5195
screwdriver,5196
knife,5197
screwdriver,5198
flashlight,5199
knife,5200
crowbar,5201
phone,5202
crowbar,5203
