id,data,nome
22001,2025-04-26,assault
22002,2025-02-07,fraud
22003,2025-10-11,fraud
22004,2025-04-19,trespassing
22005,2025-10-02,burglary
22006,2025-02-15,money laundering
22007,2025-03-13,kidnapping
22008,2025-05-22,terrorism
22009,2025-07-05,embezzlement
22010,2025-11-20,carjacking
22011,2025-03-29,terrorism
22012,2025-01-06,terrorism
22013,2025-08-05,terrorism
22014,2025-11-09,assault
22015,2025-06-28,burglary
22016,2025-08-01,terrorism
22017,2025-02-28,terrorism
22018,2025-01-18,domestic violence
22019,2025-08-20,human trafficking
22020,2025-11-29,drug possession
22021,2025-01-01,assault
22022,2025-09-18,kidnapping
22023,2025-05-02,homicide
22024,2025-10-26,cybercrime
22025,2025-05-31,money laundering
22026,2025-07-29,human trafficking
22027,2025-11-10,kidnapping
22028,2025-10-26,embezzlement
22029,2025-03-06,drug possession
22030,2025-02-09,robbery
22031,2025-07-01,stalking
22032,2025-06-21,carjacking
22033,2025-03-12,terrorism
22034,2025-09-15,terrorism
22035,2025-08-29,drug possession
22036,2025-09-05,trespassing
22037,2025-10-05,stalking
22038,2025-06-28,stalking
22039,2025-05-15,terrorism
22040,2025-08-29,terrorism
22041,2025-01-10,cybercrime
22042,2025-08-07,money laundering
22043,2025-06-21,burglary
22044,2025-12-08,homicide
22045,2025-07-07,embezzlement
22046,2025-10-11,domestic violence
22047,2025-12-21,burglary
22048,2025-09-20,robbery
22049,2025-01-09,assault
22050,2025-07-19,cybercrime
22051,2025-07-27,stalking
22052,2025-01-21,money laundering
22053,2025-12-27,trespassing
22054,2025-05-01,stalking
22055,2025-12-29,embezzlement
22056,2025-06-17,drug possession
22057,2025-01-18,domestic violence
22058,2025-12-14,domestic violence
22059,2025-11-24,stalking
22060,2025-05-24,money laundering
22061,2025-11-19,stalking
22062,2025-01-10,assault
22063,2025-09-02,cybercrime
22064,2025-09-10,stalking
22065,2025-11-23,money laundering
22066,2025-10-26,arson
22067,2025-07-25,homicide
22068,2025-04-05,cybercrime
22069,2025-12-08,drug possession
22070,2025-06-12,terrorism
22071,2025-07-01,carjacking
22072,2025-11-24,terrorism
22073,2025-12-11,homicide
22074,2025-10-14,domestic violence
22075,2025-12-30,trespassing
22076,2025-04-26,human trafficking
22077,2025-08-13,cybercrime
22078,2025-03-14,human trafficking
22079,2025-04-17,money laundering
22080,2025-12-03,trespassing
22081,2025-03-02,burglary
22082,2025-02-01,money laundering
22083,2025-08-31,terrorism
22084,2025-02-18,arson
22085,2025-04-23,carjacking
22086,2025-12-28,fraud
22087,2025-11-10,domestic violence
22088,2025-12-24,human trafficking
22089,2025-02-05,trespassing
22090,2025-12-30,domestic violence
22091,2025-12-24,drug possession
22092,2025-04-18,embezzlement
22093,2025-12-09,burglary
22094,2025-12-03,money laundering
22095,2025-04-25,embezzlement
22096,2025-01-01,assault
22097,2025-06-28,money laundering
22098,2025-11-26,burglary
22099,2025-04-16,domestic violence
22100,2025-04-01,trespassing
22101,2025-03-15,arson
22102,2025-08-29,money laundering
22103,2025-11-30,trespassing
22104,2025-12-21,domestic violence
22105,2025-10-08,drug possession
22106,2025-05-12,arson
22107,2025-05-20,assault
22108,2025-01-07,assault
22109,2025-12-03,domestic violence
22110,2025-01-05,kidnapping
22111,2025-09-03,embezzlement
