id,data,nome
11001,2025-05-22,kidnapping
11002,2025-12-25,carjacking
11003,2025-12-14,burglary
11004,2025-12-10,assault
11005,2025-06-09,fraud
11006,2025-11-19,kidnapping
11007,2025-05-08,assault
11008,2025-08-05,carjacking
11009,2025-11-10,terrorism
11010,2025-01-11,embezzlement
11011,2025-05-19,human trafficking
11012,2025-08-31,embezzlement
11013,2025-06-23,domestic violence
11014,2025-01-16,burglary
11015,2025-01-29,human trafficking
11016,2025-01-31,carjacking
11017,2025-09-26,burglary
11018,2025-09-27,trespassing
11019,2025-11-07,burglary
11020,2025-04-22,drug possession
11021,2025-08-14,human trafficking
11022,2025-06-06,robbery
11023,2025-02-19,robbery
11024,2025-01-25,domestic violence
11025,2025-07-22,robbery
11026,2025-06-14,human trafficking
11027,2025-06-06,carjacking
11028,2025-02-05,burglary
11029,2025-02-28,money laundering
11030,2025-03-03,assault
11031,2025-11-19,fraud
11032,2025-09-19,arson
11033,2025-05-21,stalking
11034,2025-01-02,terrorism
11035,2025-12-23,carjacking
11036,2025-04-16,burglary
11037,2025-10-26,robbery
11038,2025-01-30,robbery
11039,2025-04-12,kidnapping
11040,2025-04-01,assault
11041,2025-05-04,terrorism
11042,2025-05-17,stalking
11043,2025-11-11,drug possession
11044,2025-01-16,terrorism
11045,2025-09-28,human trafficking
11046,2025-09-03,cybercrime
11047,2025-04-01,robbery
11048,2025-06-10,trespassing
11049,2025-07-26,arson
11050,2025-01-15,terrorism
11051,2025-08-27,terrorism
11052,2025-05-10,fraud
11053,2025-05-27,human trafficking
11054,2025-04-14,homicide
11055,2025-05-26,kidnapping
11056,2025-10-30,stalking
11057,2025-10-16,carjacking
11058,2025-02-10,homicide
11059,2025-10-02,assault
11060,2025-06-06,assault
11061,2025-01-02,arson
11062,2025-12-10,carjacking
11063,2025-10-23,arson
11064,2025-02-04,assault
11065,2025-10-07,embezzlement
11066,2025-07-10,robbery
11067,2025-07-11,drug possession
11068,2025-05-30,drug possession
11069,2025-09-07,human trafficking
11070,2025-07-25,kidnapping
11071,2025-02-03,human trafficking
11072,2025-04-06,trespassing
11073,2025-12-29,terrorism
11074,2025-04-29,robbery
11075,2025-04-22,human trafficking
11076,2025-10-30,money laundering
11077,2025-05-28,cybercrime
11078,2025-01-13,cybercrime
11079,2025-04-04,domestic violence
11080,2025-04-14,homicide
11081,2025-06-25,burglary
11082,2025-02-28,burglary
11083,2025-10-26,fraud
11084,2025-09-06,carjacking
11085,2025-04-29,robbery
11086,2025-08-23,kidnapping
11087,2025-09-13,domestic violence
11088,2025-06-16,embezzlement
11089,2025-03-27,human trafficking
11090,2025-11-10,terrorism
11091,2025-12-02,kidnapping
11092,2025-07-14,embezzlement
11093,2025-06-04,robbery
11094,2025-05-11,assault
11095,2025-11-02,drug possession
11096,2025-10-06,robbery
11097,2025-08-27,assault
11098,2025-03-07,human trafficking
11099,2025-09-11,terrorism
11100,2025-04-14,money laundering
11101,2025-05-27,money laundering
11102,2025-11-29,stalking
11103,2025-03-27,fraud
11104,2025-01-31,domestic violence
11105,2025-12-20,stalking
11106,2025-02-12,robbery
11107,2025-01-12,domestic violence
11108,2025-02-11,human trafficking
11109,2025-11-30,assault
11110,2025-11-06,domestic violence
11111,2025-04-26,money laundering
11112,2025-03-11,kidnapping
11113,2025-05-25,assault
11114,2025-04-24,embezzlement
11115,2025-12-26,trespassing
11116,2025-10-12,stalking
11117,2025-05-12,cybercrime
11118,2025-11-26,homicide
11119,2025-02-01,embezzlement
11120,2025-06-05,human trafficking
11121,2025-06-23,embezzlement
11122,2025-01-10,robbery
11123,2025-09-07,kidnapping
11124,2025-04-07,homicide
11125,2025-11-21,human trafficking
11126,2025-11-11,robbery
11127,2025-12-13,money laundering
11128,2025-07-09,burglary
11129,2025-06-27,robbery
11130,2025-01-24,domestic violence
11131,2025-06-15,trespassing
11132,2025-02-21,embezzlement
11133,2025-07-30,human trafficking
11134,2025-07-10,terrorism
11135,2025-03-08,embezzlement
11136,2025-10-02,human trafficking
11137,2025-11-02,carjacking
11138,2025-08-31,homicide
11139,2025-11-09,carjacking
11140,2025-08-30,cybercrime
11141,2025-11-14,robbery
11142,2025-01-20,drug possession
11143,2025-12-17,money laundering
11144,2025-12-05,human trafficking
11145,2025-11-17,robbery
11146,2025-10-04,domestic violence
11147,2025-02-27,fraud
11148,2025-09-11,carjacking
11149,2025-04-24,embezzlement
11150,2025-04-23,terrorism
11151,2025-04-01,arson
11152,2025-11-28,arson
11153,2025-03-26,kidnapping
11154,2025-11-18,trespassing
11155,2025-07-27,human trafficking
11156,2025-07-28,assault
11157,2025-01-28,human trafficking
11158,2025-03-14,terrorism
11159,2025-12-16,embezzlement
11160,2025-12-22,arson
11161,2025-06-24,cybercrime
11162,2025-06-25,money laundering
11163,2025-09-01,homicide
11164,2025-11-22,stalking
11165,2025-12-22,terrorism
11166,2025-11-22,robbery
11167,2025-08-22,human trafficking
11168,2025-07-16,homicide
11169,2025-03-03,burglary
11170,2025-07-01,homicide
11171,2025-06-18,human trafficking
11172,2025-05-12,robbery
11173,2025-12-24,trespassing
11174,2025-09-09,kidnapping
11175,2025-02-25,stalking
11176,2025-08-03,fraud
11177,2025-07-04,homicide
11178,2025-09-05,carjacking
11179,2025-02-24,money laundering
11180,2025-10-03,burglary
11181,2025-04-27,robbery
11182,2025-10-09,carjacking
11183,2025-04-03,domestic violence
11184,2025-12-19,cybercrime
11185,2025-05-08,kidnapping
11186,2025-10-29,homicide
11187,2025-10-10,arson
11188,2025-02-10,robbery
11189,2025-05-08,carjacking
11190,2025-11-23,cybercrime
11191,2025-02-03,homicide
11192,2025-10-09,trespassing
11193,2025-05-07,drug possession
11194,2025-01-29,carjacking
11195,2025-12-13,human trafficking
11196,2025-08-08,cybercrime
11197,2025-10-03,kidnapping
