id,data,nome
4001,2025-01-29,terrorism
4002,2025-08-05,human trafficking
4003,2025-03-25,arson
4004,2025-03-23,human trafficking
4005,2025-05-23,money laundering
4006,2025-01-30,domestic violence
4007,2025-01-16,carjacking
4008,2025-04-19,trespassing
4009,2025-10-28,domestic violence
4010,2025-08-25,money laundering
4011,2025-05-01,human trafficking
4012,2025-07-04,domestic violence
4013,2025-03-13,human trafficking
4014,2025-02-21,arson
4015,2025-02-22,robbery
4016,2025-10-18,robbery
4017,2025-08-13,domestic violence
4018,2025-02-10,robbery
4019,2025-04-27,embezzlement
4020,2025-11-02,homicide
4021,2025-12-03,assault
4022,2025-11-27,human trafficking
4023,2025-06-02,drug possession
4024,2025-04-30,trespassing
4025,2025-10-27,homicide
4026,2025-09-17,assault
4027,2025-12-20,domestic violence
4028,2025-04-05,robbery
4029,2025-08-21,drug possession
4030,2025-12-10,homicide
4031,2025-08-22,carjacking
4032,2025-09-17,fraud
4033,2025-10-23,homicide
4034,2025-08-17,trespassing
4035,2025-09-21,cybercrime
4036,2025-09-28,domestic violence
4037,2025-03-14,fraud
4038,2025-08-31,homicide
4039,2025-06-18,burglary
4040,2025-12-02,carjacking
4041,2025-03-27,cybercrime
4042,2025-02-09,homicide
4043,2025-11-23,assault
4044,2025-10-20,robbery
4045,2025-12-08,embezzlement
4046,2025-08-26,robbery
4047,2025-05-29,trespassing
4048,2025-02-24,human trafficking
4049,2025-01-28,terrorism
4050,2025-05-04,robbery
4051,2025-03-03,homicide
4052,2025-05-22,kidnapping
4053,2025-07-03,domestic violence
4054,2025-05-30,trespassing
4055,2025-08-07,money laundering
4056,2025-07-10,cybercrime
4057,2025-11-15,assault
4058,2025-11-22,kidnapping
4059,2025-09-30,cybercrime
4060,2025-03-22,homicide
4061,2025-07-08,burglary
4062,2025-12-22,money laundering
4063,2025-12-27,money laundering
4064,2025-12-27,robbery
4065,2025-09-01,assault
4066,2025-10-05,money laundering
4067,2025-04-16,fraud
4068,2025-09-28,arson
4069,2025-10-21,kidnapping
4070,2025-10-02,trespassing
4071,2025-11-10,assault
4072,2025-10-28,cybercrime
4073,2025-09-11,robbery
