id,data,nome
8001,2025-03-26,domestic violence
8002,2025-09-06,fraud
8003,2025-02-04,drug possession
8004,2025-02-20,burglary
8005,2025-12-14,stalking
8006,2025-05-12,homicide
8007,2025-05-22,assault
8008,2025-03-08,burglary
8009,2025-01-04,human trafficking
8010,2025-03-19,carjacking
8011,2025-01-05,stalking
8012,2025-09-05,terrorism
8013,2025-05-07,embezzlement
8014,2025-09-11,assault
8015,2025-06-27,trespassing
8016,2025-05-31,embezzlement
8017,2025-11-18,cybercrime
8018,2025-07-08,embezzlement
8019,2025-09-23,domestic violence
8020,2025-02-19,human trafficking
8021,2025-07-11,fraud
8022,2025-07-31,burglary
8023,2025-05-22,human trafficking
8024,2025-09-12,fraud
8025,2025-10-27,stalking
8026,2025-05-23,embezzlement
8027,2025-11-09,carjacking
8028,2025-12-18,drug possession
8029,2025-12-15,burglary
8030,2025-09-17,kidnapping
8031,2025-04-06,cybercrime
8032,2025-06-30,robbery
8033,2025-04-26,carjacking
8034,2025-12-06,robbery
8035,2025-02-07,arson
8036,2025-12-29,stalking
8037,2025-06-07,carjacking
8038,2025-10-08,drug possession
8039,2025-06-28,carjacking
8040,2025-06-28,money laundering
8041,2025-10-28,robbery
8042,2025-12-23,human trafficking
8043,2025-09-12,fraud
8044,2025-05-03,domestic violence
8045,2025-02-20,homicide
8046,2025-11-22,domestic violence
8047,2025-08-20,kidnapping
8048,2025-08-23,drug possession
8049,2025-07-07,terrorism
8050,2025-01-10,robbery
8051,2025-02-20,assault
8052,2025-04-07,homicide
8053,2025-08-06,fraud
8054,2025-01-16,burglary
8055,2025-05-25,domestic violence
8056,2025-10-04,homicide
8057,2025-12-09,burglary
8058,2025-09-30,human trafficking
8059,2025-10-03,robbery
8060,2025-05-03,assault
8061,2025-06-19,assault
8062,2025-10-01,drug possession
8063,2025-04-18,assault
8064,2025-08-31,trespassing
8065,2025-01-31,burglary
8066,2025-12-21,assault
8067,2025-06-04,stalking
8068,2025-04-19,carjacking
8069,2025-09-02,robbery
8070,2025-03-01,trespassing
8071,2025-03-10,homicide
8072,2025-03-16,fraud
8073,2025-05-23,robbery
8074,2025-05-07,trespassing
8075,2025-09-02,money laundering
8076,2025-08-28,fraud
8077,2025-02-06,arson
8078,2025-12-07,cybercrime
8079,2025-05-07,cybercrime
8080,2025-05-28,money laundering
8081,2025-01-31,money laundering
8082,2025-02-11,terrorism
8083,2025-05-24,burglary
8084,2025-02-14,human trafficking
8085,2025-11-29,arson
8086,2025-09-16,trespassing
8087,2025-04-05,robbery
8088,2025-04-04,homicide
8089,2025-03-25,embezzlement
8090,2025-10-15,kidnapping
8091,2025-08-31,trespassing
8092,2025-07-23,drug possession
8093,2025-09-28,fraud
8094,2025-11-14,human trafficking
8095,2025-01-11,human trafficking
8096,2025-05-02,cybercrime
8097,2025-01-02,stalking
8098,2025-04-15,cybercrime
8099,2025-01-10,kidnapping
8100,2025-07-03,embezzlement
8101,2025-09-08,embezzlement
8102,2025-02-20,money laundering
8103,2025-04-06,kidnapping
8104,2025-03-11,burglary
8105,2025-07-07,arson
8106,2025-12-06,cybercrime
8107,2025-04-23,embezzlement
8108,2025-09-30,cybercrime
8109,2025-05-24,embezzlement
8110,2025-01-12,fraud
8111,2025-09-16,homicide
8112,2025-03-29,trespassing
