id,data,nome
17001,2025-02-23,kidnapping
17002,2025-12-04,cybercrime
17003,2025-06-10,arson
17004,2025-01-03,terrorism
17005,2025-01-04,kidnapping
17006,2025-12-19,trespassing
17007,2025-08-07,fraud
17008,2025-07-04,fraud
17009,2025-04-08,terrorism
17010,2025-08-23,cybercrime
17011,2025-06-18,arson
17012,2025-12-15,carjacking
17013,2025-10-27,burglary
17014,2025-11-20,arson
17015,2025-04-09,robbery
17016,2025-08-29,money laundering
17017,2025-07-26,human trafficking
17018,2025-09-24,drug possession
17019,2025-08-02,burglary
17020,2025-05-07,arson
17021,2025-02-20,drug possession
17022,2025-07-07,human trafficking
17023,2025-04-16,arson
17024,2025-07-30,kidnapping
17025,2025-09-27,robbery
17026,2025-04-29,cybercrime
17027,2025-05-26,domestic violence
17028,2025-07-10,domestic violence
17029,2025-01-16,kidnapping
17030,2025-03-16,burglary
17031,2025-04-24,burglary
17032,2025-10-19,carjacking
17033,2025-06-10,burglary
17034,2025-10-16,stalking
17035,2025-04-10,human trafficking
17036,2025-07-07,human trafficking
17037,2025-10-16,burglary
17038,2025-05-25,robbery
17039,2025-04-23,assault
17040,2025-05-09,robbery
17041,2025-07-26,burglary
17042,2025-06-16,cybercrime
17043,2025-04-19,arson
17044,2025-10-07,domestic violence
17045,2025-09-18,terrorism
17046,2025-11-05,fraud
17047,2025-04-26,stalking
17048,2025-07-22,trespassing
17049,2025-04-17,drug possession
17050,2025-03-04,robbery
17051,2025-07-07,assault
17052,2025-09-23,robbery
17053,2025-10-15,stalking
17054,2025-06-15,assault
17055,2025-11-29,assault
17056,2025-12-05,terrorism
17057,2025-06-18,carjacking
17058,2025-01-24,terrorism
17059,2025-04-07,homicide
17060,2025-12-07,stalking
17061,2025-05-22,cybercrime
17062,2025-11-07,carjacking
17063,2025-04-14,drug possession
17064,2025-04-13,robbery
17065,2025-11-13,arson
17066,2025-07-28,robbery
17067,2025-02-14,terrorism
17068,2025-02-06,embezzlement
17069,2025-02-05,human trafficking
17070,2025-07-17,robbery
17071,2025-06-17,fraud
17072,2025-07-04,robbery
17073,2025-07-01,burglary
17074,2025-07-25,drug possession
17075,2025-03-14,trespassing
17076,2025-09-12,trespassing
17077,2025-12-02,robbery
17078,2025-09-09,homicide
17079,2025-01-05,terrorism
17080,2025-07-21,trespassing
17081,2025-10-30,burglary
17082,2025-08-22,drug possession
17083,2025-05-27,assault
17084,2025-06-07,drug possession
17085,2025-12-27,cybercrime
17086,2025-08-09,homicide
17087,2025-01-22,human trafficking
17088,2025-01-09,robbery
17089,2025-07-04,homicide
17090,2025-10-26,kidnapping
17091,2025-04-27,cybercrime
17092,2025-04-17,domestic violence
17093,2025-06-06,carjacking
17094,2025-01-21,homicide
17095,2025-10-18,cybercrime
17096,2025-01-06,embezzlement
17097,2025-07-13,embezzlement
17098,2025-06-22,robbery
17099,2025-07-31,fraud
17100,2025-05-03,drug possession
17101,2025-11-17,money laundering
17102,2025-04-21,cybercrime
