nome,numeroSerie
knife,6000
screwdriver,6001
knife,6002
crowbar,6003
gun,6004
phone,6005
mask,6006
screwdriver,6007
hammer,6008
knife,6009
knife,6010
mask,6011
rope,6012
gun,6013
crowbar,6014
knife,6015
screwdriver,6016
rope,6017
knife,6018
knife,6019
knife,6020
phone,6021
gun,6022
knife,6023
screwdriver,6024
screwdriver,6025
knife,6026
flashlight,6027
phone,6028
hammer,6029
hammer,6030
knife,6031
hammer,6032
rope,6033
knife,6034
rope,6035
rope,6036
rope,6037
screwdriver,6038
gun,6039
flashlight,6040
knife,6041
crowbar,6042
rope,6043
crowbar,6044
flashlight,6045
screwdriver,6046
hammer,6047
gun,6048
mask,6049
crowbar,6050
gun,6051
crowbar,6052
gun,6053
crowbar,6054
rope,6055
rope,6056
flashlight,6057
crowbar,6058
crowbar,6059
phone,6060
crowbar,6061
knife,6062
rope,6063
mask,6064
crowbar,6065
hammer,6066
flashlight,6067
rope,6068
crowbar,6069
hammer,6070
flashlight,6071
knife,6072
knife,6073
gun,6074
crowbar,6075
crowbar,6076
hammer,6077
phone,6078
knife,6079
flashlight,6080
crowbar,6081
hammer,6082
screwdriver,6083
phone,6084
gun,6085
mask,6086
crowbar,6087
screwdriver,6088
knife,6089
phone,6090
gun,6091
rope,6092
knife,6093
crowbar,6094
gun,6095
crowbar,6096
knife,6097
screwdriver,6098
rope,6099
mask,6100
hammer,6101
knife,6102
flashlight,6103
knife,6104
rope,6105
rope,6106
flashlight,6107
gun,6108
gun,6109
hammer,6110
hammer,6111
hammer,6112
knife,6113
screwdriver,6114
gun,6115
screwdriver,6116
phone,6117
gun,6118
gun,6119
knife,6120
rope,6121
gun,6122
crowbar,6123
screwdriver,6124
gun,6125
screwdriver,6126
hammer,6127
crowbar,6128
flashlight,6129
mask,6130
mask,6131
screwdriver,6132
gun,6133
screwdriver,6134
crowbar,6135
screwdriver,6136
screwdriver,6137
crowbar,6138
knife,6139
knife,6140
crowbar,6141
knife,6142
mask,6143
knife,6144
phone,6145
flashlight,6146
mask,6147
flashlight,6148
knife,6149
gun,6150
hammer,6151
flashlight,6152
phone,6153
mask,6154
phone,6155
flashlight,6156
flashlight,6157
screwdriver,6158
gun,6159
crowbar,6160
mask,6161
screwdriver,6162
hammer,6163
rope,6164
knife,6165
phone,6166
hammer,6167
phone,6168
crowbar,6169
screwdriver,6170
crowbar,6171
hammer,6172
flashlight,6173
hammer,6174
mask,6175
knife,6176
mask,6177
knife,6178
flashlight,6179
gun,6180
knife,6181
crowbar,6182
screwdriver,6183
phone,6184
knife,6185
screwdriver,6186
rope,6187
knife,6188
knife,6189
knife,6190
rope,6191
knife,6192
hammer,6193
rope,6194
mask,6195
flashlight,6196
crowbar,6197
rope,6198
screwdriver,6199
knife,6200
flashlight,6201
mask,6202
flashlight,6203
gun,6204
flashlight,6205
crowbar,6206
crowbar,6207
rope,6208
mask,6209
screwdriver,6210
crowbar,6211
gun,6212
hammer,6213
gun,6214
rope,6215
hammer,6216
screwdriver,6217
flashlight,6218
flashlight,6219
screwdriver,6220
mask,6221
flashlight,6222
flashlight,6223
crowbar,6224
mask,6225
flashlight,6226
rope,6227
crowbar,6228
rope,6229
mask,6230
hammer,6231
knife,6232
hammer,6233
gun,6234
gun,6235
phone,6236
screwdriver,6237
flashlight,6238
knife,6239
screwdriver,6240
mask,6241
flashlight,6242
knife,6243
hammer,6244
phone,6245
flashlight,6246
rope,6247
hammer,6248
knife,6249
phone,6250
knife,6251
flashlight,6252
knife,6253
phone,6254
phone,6255
mask,6256
gun,6257
hammer,6258
knife,6259
screwdriver,6260
knife,6261
mask,6262
hammer,6263
screwdriver,6264
phone,6265
crowbar,6266
screwdriver,6267
flashlight,6268
gun,6269
knife,6270
knife,6271
screwdriver,6272
knife,6273
flashlight,6274
screwdriver,6275
gun,6276
screwdriver,6277
mask,6278
screwdriver,6279
phone,6280
rope,6281
hammer,6282
rope,6283
screwdriver,6284
mask,6285
screwdriver,6286
phone,6287
rope,6288
rope,6289
crowbar,6290
gun,6291
crowbar,6292
hammer,6293
rope,6294
knife,6295
