cap,citta,nome,paese
13000,Florence,Banca,Italia
13001,Bologna,Panetteria,Italia
13002,Palermo,Ristorante,Italia
13003,Messina,Salumeria,Italia
13004,Rome,Enoteca,Italia
13005,Palermo,Enoteca,Italia
13006,Verona,Banca,Italia
13007,Messina,Salumeria,Italia
13008,Palermo,Banca,Italia
13009,Naples,Pizzeria,Italia
13010,Genoa,Enoteca,Italia
13011,Milan,Pizzeria,Italia
13012,Turin,Enoteca,Italia
13013,Genoa,Pizzeria,Italia
13014,Venezia,Banca,Italia
13015,Turin,Panetteria,Italia
13016,Milan,Trattoria,Italia
13017,Genoa,Banca,Italia
13018,Milan,Trattoria,Italia
13019,Venezia,Trattoria,Italia
13020,Verona,Banca,Italia
13021,Milan,Enoteca,Italia
13022,Turin,Salumeria,Italia
13023,Turin,Panetteria,Italia
13024,Naples,Salumeria,Italia
13025,Palermo,Banca,Italia
13026,Bologna,Pizzeria,Italia
13027,Rome,Salumeria,Italia
13028,Genoa,Trattoria,Italia
13029,Naples,Panetteria,Italia
13030,Palermo,Banca,Italia
13031,Venezia,Panetteria,Italia
13032,Milan,Pizzeria,Italia
13033,Naples,Pizzeria,Italia
13034,Naples,Enoteca,Italia
13035,Venezia,Salumeria,Italia
13036,Genoa,Ristorante,Italia
13037,Genoa,Panetteria,Italia
13038,Genoa,Enoteca,Italia
13039,Bologna,Pizzeria,Italia
13040,Genoa,Pizzeria,Italia
13041,Milan,Salumeria,Italia
13042,Naples,Trattoria,Italia
13043,Naples,Ristorante,Italia
13044,Messina,Ristorante,Italia
13045,Venice,Pizzeria,Italia
13046,Venezia,Pizzeria,Italia
13047,Milan,Panetteria,Italia
13048,Bologna,Trattoria,Italia
13049,Turin,Banca,Italia
13050,Milan,Panetteria,Italia
13051,Venice,Enoteca,Italia
13052,Turin,Pizzeria,Italia
13053,Verona,Salumeria,Italia
13054,Naples,Banca,Italia
13055,Florence,Panetteria,Italia
13056,Milan,Banca,Italia
13057,Turin,Banca,Italia
13058,Naples,Pizzeria,Italia
13059,Naples,Banca,Italia
13060,Venezia,Panetteria,Italia
13061,Messina,Banca,Italia
13062,Turin,Salumeria,Italia
13063,Palermo,Salumeria,Italia
13064,Rome,Panetteria,Italia
13065,Venice,Enoteca,Italia
13066,Verona,Trattoria,Italia
13067,Venice,Panetteria,Italia
13068,Naples,Panetteria,Italia
13069,Bologna,Enoteca,Italia
13070,Rome,Pizzeria,Italia
13071,Genoa,Salumeria,Italia
13072,Rome,Enoteca,Italia
13073,Venezia,Trattoria,Italia
13074,Verona,Enoteca,Italia
13075,Turin,Ristorante,Italia
13076,Verona,Trattoria,Italia
13077,Messina,Pizzeria,Italia
13078,Venezia,Trattoria,Italia
13079,Turin,Trattoria,Italia
13080,Bologna,Ristorante,Italia
13081,Milan,Panetteria,Italia
13082,Naples,Salumeria,Italia
13083,Palermo,Panetteria,Italia
13084,Rome,Panetteria,Italia
13085,Milan,Ristorante,Italia
13086,Venezia,Pizzeria,Italia
13087,Naples,Pizzeria,Italia
13088,Venice,Pizzeria,Italia
13089,Turin,Trattoria,Italia
13090,Turin,Trattoria,Italia
13091,Palermo,Trattoria,Italia
13092,Naples,Panetteria,Italia
13093,Genoa,Salumeria,Italia
13094,Turin,Trattoria,Italia
13095,Bologna,Enoteca,Italia
13096,Turin,Trattoria,Italia
13097,Venice,Banca,Italia
13098,Rome,Panetteria,Italia
13099,Palermo,Trattoria,Italia
13100,Florence,Trattoria,Italia
13101,Milan,Pizzeria,Italia
13102,Verona,Salumeria,Italia
13103,Naples,Panetteria,Italia
13104,Milan,Banca,Italia
13105,Palermo,Enoteca,Italia
13106,Turin,Salumeria,Italia
13107,Turin,Pizzeria,Italia
13108,Verona,Enoteca,Italia
13109,Messina,Salumeria,Italia
13110,Milan,Ristorante,Italia
13111,Rome,Pizzeria,Italia
13112,Messina,Banca,Italia
13113,Bologna,Panetteria,Italia
13114,Bologna,Pizzeria,Italia
13115,Venezia,Ristorante,Italia
13116,Florence,Salumeria,Italia
13117,Verona,Panetteria,Italia
13118,Rome,Pizzeria,Italia
13119,Florence,Ristorante,Italia
13120,Venice,Pizzeria,Italia
13121,Verona,Trattoria,Italia
13122,Florence,Salumeria,Italia
13123,Florence,Panetteria,Italia
13124,Verona,Enoteca,Italia
13125,Turin,Salumeria,Italia
13126,Genoa,Ristorante,Italia
13127,Milan,Panetteria,Italia
13128,Naples,Trattoria,Italia
13129,Turin,Trattoria,Italia
13130,Milan,Salumeria,Italia
13131,Naples,Enoteca,Italia
13132,Turin,Pizzeria,Italia
13133,Palermo,Panetteria,Italia
13134,Palermo,Panetteria,Italia
13135,Venice,Pizzeria,Italia
13136,Venezia,Pizzeria,Italia
13137,Florence,Enoteca,Italia
13138,Rome,Pizzeria,Italia
13139,Bologna,Pizzeria,Italia
13140,Verona,Pizzeria,Italia
13141,Verona,Trattoria,Italia
13142,Palermo,Enoteca,Italia
13143,Messina,Enoteca,Italia
13144,Venezia,Banca,Italia
13145,Messina,Pizzeria,Italia
13146,Turin,Ristorante,Italia
13147,Palermo,Panetteria,Italia
13148,Venezia,Ristorante,Italia
13149,Bologna,Salumeria,Italia
13150,Florence,Enoteca,Italia
13151,Turin,Trattoria,Italia
13152,Venezia,Salumeria,Italia
13153,Florence,Pizzeria,Italia
13154,Turin,Pizzeria,Italia
13155,Genoa,Panetteria,Italia
13156,Bologna,Ristorante,Italia
13157,Rome,Pizzeria,Italia
13158,Palermo,Panetteria,Italia
13159,Palermo,Trattoria,Italia
13160,Verona,Enoteca,Italia
13161,Rome,Banca,Italia
13162,Palermo,Ristorante,Italia
13163,Messina,Banca,Italia
13164,Naples,Pizzeria,Italia
13165,Verona,Panetteria,Italia
13166,Venice,Trattoria,Italia
13167,Florence,Salumeria,Italia
13168,Genoa,Trattoria,Italia
13169,Florence,Banca,Italia
13170,Venice,Trattoria,Italia
13171,Milan,Banca,Italia
13172,Genoa,Pizzeria,Italia
13173,Venice,Salumeria,Italia
13174,Venezia,Banca,Italia
13175,Naples,Ristorante,Italia
13176,Naples,Trattoria,Italia
13177,Naples,Panetteria,Italia
13178,Naples,Banca,Italia
13179,Bologna,Salumeria,Italia
13180,Bologna,Enoteca,Italia
13181,Palermo,Salumeria,Italia
13182,Verona,Salumeria,Italia
13183,Milan,Panetteria,Italia
13184,Turin,Panetteria,Italia
13185,Verona,Panetteria,Italia
13186,Turin,Salumeria,Italia
13187,Messina,Panetteria,Italia
13188,Bologna,Enoteca,Italia
13189,Naples,Salumeria,Italia
13190,Genoa,Banca,Italia
13191,Verona,Ristorante,Italia
13192,Milan,Ristorante,Italia
13193,Venice,Banca,Italia
13194,Venezia,Ristorante,Italia
13195,Bologna,Trattoria,Italia
