nome,numeroSerie
flashlight,19000
flashlight,19001
rope,19002
hammer,19003
rope,19004
rope,19005
crowbar,19006
hammer,19007
crowbar,19008
crowbar,19009
crowbar,19010
hammer,19011
crowbar,19012
crowbar,19013
knife,19014
gun,19015
crowbar,19016
gun,19017
crowbar,19018
gun,19019
screwdriver,19020
knife,19021
crowbar,19022
knife,19023
knife,19024
hammer,19025
screwdriver,19026
screwdriver,19027
hammer,19028
phone,19029
screwdriver,19030
gun,19031
mask,19032
mask,19033
mask,19034
flashlight,19035
phone,19036
crowbar,19037
rope,19038
screwdriver,19039
phone,19040
rope,19041
flashlight,19042
knife,19043
knife,19044
mask,19045
screwdriver,19046
screwdriver,19047
mask,19048
knife,19049
knife,19050
flashlight,19051
phone,19052
hammer,19053
rope,19054
rope,19055
flashlight,19056
crowbar,19057
screwdriver,19058
knife,19059
rope,19060
flashlight,19061
gun,19062
flashlight,19063
rope,19064
gun,19065
phone,19066
phone,19067
phone,19068
rope,19069
crowbar,19070
mask,19071
crowbar,19072
phone,19073
gun,19074
flashlight,19075
crowbar,19076
rope,19077
knife,19078
crowbar,19079
rope,19080
flashlight,19081
knife,19082
rope,19083
flashlight,19084
rope,19085
crowbar,19086
knife,19087
screwdriver,19088
flashlight,19089
screwdriver,19090
phone,19091
gun,19092
phone,19093
crowbar,19094
mask,19095
knife,19096
phone,19097
crowbar,19098
flashlight,19099
phone,19100
crowbar,19101
phone,19102
phone,19103
screwdriver,19104
flashlight,19105
rope,19106
gun,19107
crowbar,19108
screwdriver,19109
mask,19110
knife,19111
hammer,19112
screwdriver,19113
gun,19114
knife,19115
hammer,19116
knife,19117
hammer,19118
knife,19119
knife,19120
crowbar,19121
gun,19122
rope,19123
crowbar,19124
hammer,19125
knife,19126
hammer,19127
knife,19128
knife,19129
hammer,19130
mask,19131
hammer,19132
screwdriver,19133
screwdriver,19134
knife,19135
crowbar,19136
screwdriver,19137
phone,19138
knife,19139
gun,19140
knife,19141
mask,19142
gun,19143
knife,19144
screwdriver,19145
gun,19146
rope,19147
knife,19148
rope,19149
screwdriver,19150
phone,19151
knife,19152
rope,19153
hammer,19154
hammer,19155
gun,19156
gun,19157
phone,19158
rope,19159
crowbar,19160
crowbar,19161
gun,19162
screwdriver,19163
mask,19164
knife,19165
gun,19166
gun,19167
knife,19168
phone,19169
mask,19170
knife,19171
rope,19172
phone,19173
crowbar,19174
hammer,19175
flashlight,19176
rope,19177
crowbar,19178
phone,19179
phone,19180
hammer,19181
rope,19182
gun,19183
phone,19184
rope,19185
screwdriver,19186
screwdriver,19187
rope,19188
screwdriver,19189
rope,19190
knife,19191
phone,19192
flashlight,19193
flashlight,19194
knife,19195
phone,19196
flashlight,19197
rope,19198
knife,19199
flashlight,19200
gun,19201
phone,19202
phone,19203
rope,19204
knife,19205
hammer,19206
