nome,numeroSerie
phone,22000
crowbar,22001
crowbar,22002
knife,22003
hammer,22004
phone,22005
knife,22006
rope,22007
hammer,22008
hammer,22009
mask,22010
flashlight,22011
hammer,22012
hammer,22013
knife,22014
phone,22015
crowbar,22016
crowbar,22017
rope,22018
knife,22019
rope,22020
rope,22021
gun,22022
hammer,22023
flashlight,22024
mask,22025
screwdriver,22026
mask,22027
screwdriver,22028
hammer,22029
mask,22030
screwdriver,22031
gun,22032
knife,22033
gun,22034
crowbar,22035
screwdriver,22036
phone,22037
rope,22038
mask,22039
hammer,22040
knife,22041
knife,22042
screwdriver,22043
rope,22044
knife,22045
flashlight,22046
crowbar,22047
hammer,22048
knife,22049
mask,22050
flashlight,22051
mask,22052
screwdriver,22053
mask,22054
screwdriver,22055
rope,22056
phone,22057
knife,22058
mask,22059
knife,22060
knife,22061
crowbar,22062
rope,22063
phone,22064
screwdriver,22065
rope,22066
hammer,22067
gun,22068
rope,22069
knife,22070
gun,22071
mask,22072
knife,22073
gun,22074
rope,22075
phone,22076
screwdriver,22077
rope,22078
knife,22079
knife,22080
gun,22081
knife,22082
gun,22083
hammer,22084
knife,22085
screwdriver,22086
gun,22087
knife,22088
mask,22089
phone,22090
phone,22091
knife,22092
mask,22093
knife,22094
rope,22095
flashlight,22096
screwdriver,22097
knife,22098
screwdriver,22099
knife,22100
knife,22101
gun,22102
hammer,22103
crowbar,22104
phone,22105
gun,22106
phone,22107
hammer,22108
knife,22109
hammer,22110
phone,22111
gun,22112
crowbar,22113
hammer,22114
mask,22115
flashlight,22116
screwdriver,22117
hammer,22118
knife,22119
knife,22120
hammer,22121
knife,22122
hammer,22123
knife,22124
mask,22125
crowbar,22126
phone,22127
flashlight,22128
phone,22129
flashlight,22130
crowbar,22131
phone,22132
screwdriver,22133
mask,22134
knife,22135
knife,22136
rope,22137
knife,22138
mask,22139
flashlight,22140
hammer,22141
knife,22142
gun,22143
rope,22144
screwdriver,22145
mask,22146
screwdriver,22147
crowbar,22148
knife,22149
screwdriver,22150
crowbar,22151
flashlight,22152
