nome,numeroSerie
gun,17000
rope,17001
mask,17002
phone,17003
knife,17004
knife,17005
crowbar,17006
flashlight,17007
flashlight,17008
screwdriver,17009
crowbar,17010
rope,17011
crowbar,17012
mask,17013
knife,17014
rope,17015
knife,17016
knife,17017
flashlight,17018
rope,17019
knife,17020
crowbar,17021
hammer,17022
hammer,17023
knife,17024
flashlight,17025
mask,17026
rope,17027
knife,17028
hammer,17029
gun,17030
crowbar,17031
crowbar,17032
gun,17033
knife,17034
knife,17035
hammer,17036
gun,17037
mask,17038
gun,17039
knife,17040
rope,17041
gun,17042
crowbar,17043
screwdriver,17044
knife,17045
screwdriver,17046
flashlight,17047
crowbar,17048
screwdriver,17049
knife,17050
mask,17051
crowbar,17052
mask,17053
phone,17054
screwdriver,17055
flashlight,17056
screwdriver,17057
phone,17058
screwdriver,17059
screwdriver,17060
flashlight,17061
flashlight,17062
crowbar,17063
screwdriver,17064
mask,17065
knife,17066
hammer,17067
flashlight,17068
hammer,17069
hammer,17070
screwdriver,17071
hammer,17072
rope,17073
phone,17074
knife,17075
flashlight,17076
mask,17077
gun,17078
knife,17079
gun,17080
phone,17081
knife,17082
phone,17083
mask,17084
rope,17085
rope,17086
flashlight,17087
knife,17088
screwdriver,17089
mask,17090
hammer,17091
gun,17092
knife,17093
crowbar,17094
mask,17095
knife,17096
hammer,17097
mask,17098
knife,17099
crowbar,17100
knife,17101
phone,17102
gun,17103
rope,17104
rope,17105
mask,17106
screwdriver,17107
crowbar,17108
mask,17109
flashlight,17110
screwdriver,17111
phone,17112
flashlight,17113
gun,17114
screwdriver,17115
phone,17116
flashlight,17117
hammer,17118
rope,17119
crowbar,17120
knife,17121
rope,17122
gun,17123
knife,17124
screwdriver,17125
screwdriver,17126
flashlight,17127
knife,17128
gun,17129
hammer,17130
knife,17131
knife,17132
screwdriver,17133
screwdriver,17134
screwdriver,17135
rope,17136
rope,17137
flashlight,17138
hammer,17139
crowbar,17140
gun,17141
crowbar,17142
crowbar,17143
rope,17144
knife,17145
rope,17146
screwdriver,17147
mask,17148
knife,17149
mask,17150
rope,17151
crowbar,17152
flashlight,17153
hammer,17154
flashlight,17155
rope,17156
knife,17157
rope,17158
crowbar,17159
phone,17160
rope,17161
knife,17162
knife,17163
phone,17164
hammer,17165
flashlight,17166
knife,17167
rope,17168
phone,17169
hammer,17170
screwdriver,17171
crowbar,17172
flashlight,17173
crowbar,17174
gun,17175
rope,17176
gun,17177
flashlight,17178
mask,17179
gun,17180
rope,17181
rope,17182
hammer,17183
gun,17184
rope,17185
phone,17186
gun,17187
knife,17188
knife,17189
crowbar,17190
gun,17191
rope,17192
hammer,17193
screwdriver,17194
mask,17195
crowbar,17196
mask,17197
mask,17198
hammer,17199
mask,17200
hammer,17201
rope,17202
gun,17203
screwdriver,17204
screwdriver,17205
hammer,17206
screwdriver,17207
rope,17208
crowbar,17209
flashlight,17210
crowbar,17211
screwdriver,17212
phone,17213
knife,17214
rope,17215
rope,17216
screwdriver,17217
hammer,17218
rope,17219
