id,data,nome
23001,2025-01-19,carjacking
23002,2025-07-17,burglary
23003,2025-01-07,domestic violence
23004,2025-02-25,money laundering
23005,2025-10-07,domestic violence
23006,2025-12-20,fraud
23007,2025-08-18,robbery
23008,2025-02-04,carjacking
23009,2025-01-27,drug possession
23010,2025-03-06,robbery
23011,2025-09-02,human trafficking
23012,2025-11-01,trespassing
23013,2025-07-13,fraud
23014,2025-03-25,cybercrime
23015,2025-08-22,trespassing
23016,2025-10-15,burglary
23017,2025-01-17,robbery
23018,2025-02-25,trespassing
23019,2025-08-18,arson
23020,2025-08-12,fraud
23021,2025-01-19,cybercrime
23022,2025-10-01,stalking
23023,2025-04-09,drug possession
23024,2025-08-02,terrorism
23025,2025-02-26,arson
23026,2025-04-06,homicide
23027,2025-01-06,homicide
23028,2025-07-22,burglary
23029,2025-12-13,trespassing
23030,2025-09-03,domestic violence
23031,2025-12-30,robbery
23032,2025-10-22,fraud
23033,2025-05-06,carjacking
23034,2025-10-21,embezzlement
23035,2025-02-04,stalking
23036,2025-04-08,fraud
23037,2025-04-21,robbery
23038,2025-03-29,money laundering
23039,2025-09-27,domestic violence
23040,2025-07-26,burglary
23041,2025-03-03,embezzlement
23042,2025-05-30,fraud
23043,2025-03-23,fraud
23044,2025-07-02,drug possession
23045,2025-05-24,trespassing
23046,2025-06-30,embezzlement
23047,2025-08-20,terrorism
23048,2025-11-10,cybercrime
23049,2025-03-21,trespassing
23050,2025-08-25,robbery
23051,2025-10-14,robbery
23052,2025-05-04,embezzlement
23053,2025-05-07,drug possession
23054,2025-02-01,money laundering
23055,2025-10-28,trespassing
23056,2025-10-06,arson
23057,2025-09-24,terrorism
23058,2025-04-12,burglary
23059,2025-05-11,stalking
23060,2025-11-08,drug possession
23061,2025-11-13,terrorism
23062,2025-04-13,robbery
23063,2025-03-06,burglary
23064,2025-12-20,embezzlement
23065,2025-12-05,human trafficking
23066,2025-12-18,kidnapping
23067,2025-03-06,robbery
23068,2025-12-16,embezzlement
23069,2025-06-08,drug possession
23070,2025-05-29,arson
23071,2025-10-15,assault
23072,2025-12-16,embezzlement
23073,2025-12-13,arson
23074,2025-02-27,homicide
23075,2025-04-27,carjacking
23076,2025-01-03,carjacking
23077,2025-04-04,kidnapping
23078,2025-06-30,terrorism
23079,2025-05-31,terrorism
23080,2025-09-14,trespassing
23081,2025-07-02,arson
23082,2025-02-20,terrorism
23083,2025-02-13,burglary
23084,2025-07-24,terrorism
23085,2025-07-20,stalking
23086,2025-12-22,assault
23087,2025-09-04,cybercrime
23088,2025-06-10,terrorism
23089,2025-06-29,trespassing
23090,2025-12-22,drug possession
23091,2025-04-30,cybercrime
23092,2025-01-13,arson
23093,2025-02-10,kidnapping
23094,2025-05-22,robbery
23095,2025-12-03,kidnapping
23096,2025-04-10,robbery
23097,2025-01-27,homicide
23098,2025-10-18,arson
23099,2025-05-07,fraud
23100,2025-07-22,terrorism
23101,2025-02-22,terrorism
23102,2025-09-11,homicide
23103,2025-08-01,embezzlement
23104,2025-08-28,embezzlement
23105,2025-11-07,robbery
23106,2025-08-30,burglary
23107,2025-09-23,terrorism
23108,2025-05-26,burglary
23109,2025-11-16,carjacking
23110,2025-04-07,domestic violence
23111,2025-05-12,trespassing
23112,2025-05-07,terrorism
23113,2025-09-06,kidnapping
23114,2025-01-06,kidnapping
23115,2025-08-29,stalking
23116,2025-01-26,homicide
23117,2025-07-05,domestic violence
23118,2025-07-10,money laundering
23119,2025-02-22,kidnapping
23120,2025-10-11,drug possession
23121,2025-05-29,cybercrime
23122,2025-04-27,robbery
23123,2025-08-05,human trafficking
23124,2025-09-08,stalking
23125,2025-11-05,assault
23126,2025-04-30,stalking
23127,2025-04-04,embezzlement
23128,2025-12-09,human trafficking
23129,2025-02-13,cybercrime
23130,2025-04-15,money laundering
23131,2025-07-04,terrorism
23132,2025-12-25,arson
23133,2025-06-25,arson
23134,2025-06-12,assault
23135,2025-02-20,stalking
23136,2025-10-22,cybercrime
23137,2025-09-08,drug possession
23138,2025-10-14,burglary
23139,2025-01-11,homicide
23140,2025-10-31,homicide
23141,2025-04-14,cybercrime
23142,2025-03-07,robbery
23143,2025-05-12,domestic violence
23144,2025-11-10,arson
23145,2025-08-07,robbery
23146,2025-07-15,carjacking
23147,2025-02-23,homicide
23148,2025-07-02,fraud
23149,2025-07-04,terrorism
23150,2025-01-24,human trafficking
23151,2025-08-17,kidnapping
23152,2025-12-16,money laundering
23153,2025-02-12,arson
23154,2025-05-01,fraud
23155,2025-02-14,money laundering
23156,2025-07-15,arson
23157,2025-12-03,assault
23158,2025-10-30,domestic violence
23159,2025-07-15,human trafficking
23160,2025-12-05,drug possession
23161,2025-04-28,assault
23162,2025-07-24,arson
23163,2025-05-17,homicide
23164,2025-07-26,kidnapping
23165,2025-01-31,cybercrime
23166,2025-12-29,domestic violence
23167,2025-06-11,embezzlement
23168,2025-11-19,human trafficking
23169,2025-07-07,embezzlement
23170,2025-04-02,burglary
23171,2025-11-10,trespassing
23172,2025-11-14,embezzlement
23173,2025-06-23,drug possession
23174,2025-04-13,kidnapping
23175,2025-08-28,drug possession
23176,2025-06-08,terrorism
23177,2025-05-12,domestic violence
23178,2025-03-31,stalking
23179,2025-08-20,domestic violence
23180,2025-09-05,embezzlement
23181,2025-01-26,terrorism
23182,2025-06-08,fraud
23183,2025-12-30,embezzlement
23184,2025-06-29,assault
23185,2025-08-27,stalking
23186,2025-11-20,kidnapping
23187,2025-10-27,cybercrime
23188,2025-03-09,stalking
23189,2025-04-18,cybercrime
23190,2025-08-24,burglary
23191,2025-04-21,robbery
23192,2025-03-29,assault
