cap,citta,nome,paese
16000,Verona,Salumeria,Italia
16001,Venice,Panetteria,Italia
16002,Venice,Ristorante,Italia
16003,Messina,Banca,Italia
16004,Verona,Pizzeria,Italia
16005,Turin,Ristorante,Italia
16006,Milan,Ristorante,Italia
16007,Messina,Salumeria,Italia
16008,Verona,Panetteria,Italia
16009,Bologna,Ristorante,Italia
16010,Turin,Panetteria,Italia
16011,Verona,Trattoria,Italia
16012,Naples,Salumeria,Italia
16013,Florence,Salumeria,Italia
16014,Turin,Salumeria,Italia
16015,Palermo,Panetteria,Italia
16016,Venice,Panetteria,Italia
16017,Milan,Salumeria,Italia
16018,Messina,Banca,Italia
16019,Naples,Panetteria,Italia
16020,Milan,Trattoria,Italia
16021,Naples,Ristorante,Italia
16022,Florence,Panetteria,Italia
16023,Bologna,Enoteca,Italia
16024,Naples,Ristorante,Italia
16025,Verona,Ristorante,Italia
16026,Palermo,Panetteria,Italia
16027,Naples,Ristorante,Italia
16028,Rome,Trattoria,Italia
16029,Messina,Panetteria,Italia
16030,Milan,Enoteca,Italia
16031,Genoa,Pizzeria,Italia
16032,Milan,Trattoria,Italia
16033,Rome,Panetteria,Italia
16034,Genoa,Enoteca,Italia
16035,Naples,Salumeria,Italia
16036,Verona,Ristorante,Italia
16037,Venezia,Banca,Italia
16038,Verona,Banca,Italia
16039,Messina,Enoteca,Italia
16040,Florence,Salumeria,Italia
16041,Turin,Banca,Italia
16042,Turin,Panetteria,Italia
16043,Messina,Pizzeria,Italia
16044,Messina,Enoteca,Italia
16045,Venezia,Banca,Italia
16046,Rome,Enoteca,Italia
16047,Naples,Salumeria,Italia
16048,Venice,Pizzeria,Italia
16049,Palermo,Enoteca,Italia
16050,Venezia,Trattoria,Italia
16051,Venice,Trattoria,Italia
16052,Naples,Salumeria,Italia
16053,Naples,Trattoria,Italia
16054,Bologna,Trattoria,Italia
16055,Rome,Panetteria,Italia
16056,Verona,Trattoria,Italia
16057,Messina,Salumeria,Italia
16058,Genoa,Banca,Italia
16059,Verona,Panetteria,Italia
16060,Naples,Enoteca,Italia
16061,Milan,Pizzeria,Italia
16062,Genoa,Pizzeria,Italia
16063,Rome,Pizzeria,Italia
16064,Bologna,Enoteca,Italia
16065,Venezia,Banca,Italia
16066,Florence,Ristorante,Italia
16067,Venezia,Pizzeria,Italia
16068,Verona,Trattoria,Italia
16069,Milan,Pizzeria,Italia
16070,Rome,Ristorante,Italia
16071,Venezia,Salumeria,Italia
16072,Turin,Enoteca,Italia
16073,Venice,Ristorante,Italia
16074,Verona,Enoteca,Italia
16075,Venezia,Pizzeria,Italia
16076,Turin,Salumeria,Italia
16077,Genoa,Pizzeria,Italia
16078,Venice,Banca,Italia
16079,Naples,Panetteria,Italia
16080,Turin,Salumeria,Italia
16081,Naples,Panetteria,Italia
16082,Milan,Panetteria,Italia
16083,Naples,Panetteria,Italia
16084,Venice,Trattoria,Italia
16085,Genoa,Enoteca,Italia
16086,Naples,Banca,Italia
16087,Turin,Enoteca,Italia
16088,Palermo,Panetteria,Italia
16089,Bologna,Pizzeria,Italia
16090,Verona,Trattoria,Italia
16091,Florence,Enoteca,Italia
16092,Genoa,Enoteca,Italia
16093,Genoa,Ristorante,Italia
16094,Verona,Salumeria,Italia
16095,Rome,Trattoria,Italia
16096,Verona,Pizzeria,Italia
16097,Milan,Salumeria,Italia
16098,Bologna,Banca,Italia
16099,Florence,Panetteria,Italia
16100,Bologna,Enoteca,Italia
16101,Naples,Enoteca,Italia
16102,Milan,Pizzeria,Italia
16103,Venice,Ristorante,Italia
16104,Rome,Panetteria,Italia
16105,Florence,Trattoria,Italia
16106,Milan,Salumeria,Italia
16107,Venezia,Banca,Italia
16108,Palermo,Trattoria,Italia
16109,Genoa,Enoteca,Italia
16110,Venezia,Ristorante,Italia
16111,Palermo,Enoteca,Italia
16112,Messina,Banca,Italia
16113,Venice,Panetteria,Italia
16114,Palermo,Panetteria,Italia
16115,Florence,Pizzeria,Italia
16116,Venezia,Panetteria,Italia
16117,Milan,Banca,Italia
16118,Genoa,Pizzeria,Italia
16119,Messina,Enoteca,Italia
16120,Milan,Trattoria,Italia
16121,Messina,Salumeria,Italia
16122,Naples,Banca,Italia
16123,Bologna,Trattoria,Italia
16124,Florence,Banca,Italia
16125,Rome,Panetteria,Italia
16126,Palermo,Banca,Italia
16127,Genoa,Banca,Italia
16128,Messina,Trattoria,Italia
16129,Milan,Panetteria,Italia
16130,Turin,Enoteca,Italia
16131,Naples,Trattoria,Italia
16132,Milan,Enoteca,Italia
16133,Rome,Panetteria,Italia
16134,Venice,Ristorante,Italia
16135,Rome,Banca,Italia
16136,Venice,Banca,Italia
16137,Messina,Enoteca,Italia
16138,Venice,Salumeria,Italia
16139,Bologna,Trattoria,Italia
16140,Florence,Panetteria,Italia
16141,Milan,Banca,Italia
16142,Venezia,Salumeria,Italia
16143,Turin,Enoteca,Italia
16144,Genoa,Panetteria,Italia
16145,Verona,Panetteria,Italia
16146,Bologna,Trattoria,Italia
16147,Bologna,Enoteca,Italia
16148,Naples,Enoteca,Italia
16149,Rome,Enoteca,Italia
16150,Bologna,Salumeria,Italia
16151,Genoa,Ristorante,Italia
16152,Genoa,Trattoria,Italia
16153,Florence,Trattoria,Italia
16154,Venice,Panetteria,Italia
16155,Naples,Trattoria,Italia
16156,Milan,Trattoria,Italia
16157,Venice,Pizzeria,Italia
16158,Milan,Ristorante,Italia
16159,Genoa,Pizzeria,Italia
16160,Venezia,Banca,Italia
16161,Messina,Panetteria,Italia
16162,Florence,Panetteria,Italia
16163,Venezia,Banca,Italia
16164,Venice,Enoteca,Italia
16165,Verona,Enoteca,Italia
16166,Verona,Ristorante,Italia
16167,Milan,Salumeria,Italia
16168,Milan,Enoteca,Italia
16169,Genoa,Trattoria,Italia
16170,Milan,Ristorante,Italia
16171,Verona,Salumeria,Italia
16172,Messina,Trattoria,Italia
16173,Genoa,Banca,Italia
16174,Verona,Banca,Italia
16175,Palermo,Ristorante,Italia
16176,Turin,Pizzeria,Italia
16177,Venezia,Ristorante,Italia
16178,Messina,Banca,Italia
16179,Florence,Banca,Italia
16180,Venezia,Pizzeria,Italia
16181,Venice,Trattoria,Italia
16182,Venezia,Ristorante,Italia
16183,Messina,Salumeria,Italia
16184,Turin,Salumeria,Italia
16185,Bologna,Ristorante,Italia
16186,Bologna,Panetteria,Italia
16187,Genoa,Enoteca,Italia
16188,Venezia,Salumeria,Italia
16189,Milan,Salumeria,Italia
16190,Turin,Banca,Italia
16191,Turin,Trattoria,Italia
16192,Verona,Enoteca,Italia
16193,Messina,Ristorante,Italia
16194,Rome,Panetteria,Italia
16195,Genoa,Panetteria,Italia
16196,Milan,Enoteca,Italia
16197,Genoa,Panetteria,Italia
16198,Milan,Panetteria,Italia
16199,Florence,Banca,Italia
16200,Rome,Salumeria,Italia
16201,Verona,Trattoria,Italia
16202,Genoa,Panetteria,Italia
16203,Palermo,Banca,Italia
16204,Venezia,Salumeria,Italia
16205,Florence,Pizzeria,Italia
16206,Palermo,Trattoria,Italia
16207,Bologna,Pizzeria,Italia
16208,Venice,Ristorante,Italia
16209,Bologna,Panetteria,Italia
16210,Venice,Enoteca,Italia
16211,Milan,Panetteria,Italia
16212,Florence,Trattoria,Italia
16213,Verona,Enoteca,Italia
16214,Milan,Enoteca,Italia
16215,Bologna,Ristorante,Italia
16216,Venezia,Pizzeria,Italia
16217,Verona,Banca,Italia
16218,Genoa,Ristorante,Italia
16219,Genoa,Salumeria,Italia
16220,Messina,Enoteca,Italia
16221,Venezia,Enoteca,Italia
16222,Messina,Salumeria,Italia
16223,Milan,Pizzeria,Italia
16224,Bologna,Trattoria,Italia
16225,Palermo,Trattoria,Italia
16226,Messina,Enoteca,Italia
16227,Venice,Pizzeria,Italia
16228,Turin,Enoteca,Italia
16229,Naples,Salumeria,Italia
16230,Naples,Panetteria,Italia
16231,Bologna,Salumeria,Italia
16232,Genoa,Salumeria,Italia
16233,Venice,Salumeria,Italia
16234,Venice,Banca,Italia
16235,Venice,Enoteca,Italia
16236,Milan,Panetteria,Italia
16237,Florence,Pizzeria,Italia
16238,Genoa,Panetteria,Italia
16239,Palermo,Enoteca,Italia
16240,Palermo,Salumeria,Italia
16241,Genoa,Trattoria,Italia
16242,Rome,Enoteca,Italia
16243,Turin,Trattoria,Italia
16244,Genoa,Enoteca,Italia
16245,Naples,Salumeria,Italia
16246,Messina,Ristorante,Italia
16247,Venice,Pizzeria,Italia
16248,Venezia,Salumeria,Italia
16249,Verona,Enoteca,Italia
16250,Bologna,Trattoria,Italia
16251,Turin,Trattoria,Italia
16252,Messina,Salumeria,Italia
16253,Genoa,Pizzeria,Italia
16254,Rome,Trattoria,Italia
16255,Rome,Ristorante,Italia
16256,Rome,Panetteria,Italia
16257,Bologna,Banca,Italia
16258,Genoa,Pizzeria,Italia
16259,Naples,Trattoria,Italia
16260,Messina,Salumeria,Italia
16261,Turin,Ristorante,Italia
16262,Palermo,Salumeria,Italia
16263,Florence,Trattoria,Italia
16264,Genoa,Panetteria,Italia
16265,Milan,Pizzeria,Italia
16266,Naples,Banca,Italia
16267,Naples,Banca,Italia
16268,Florence,Enoteca,Italia
16269,Verona,Trattoria,Italia
16270,Turin,Enoteca,Italia
16271,Naples,Ristorante,Italia
16272,Palermo,Salumeria,Italia
16273,Verona,Salumeria,Italia
16274,Milan,Trattoria,Italia
16275,Genoa,Ristorante,Italia
16276,Bologna,Pizzeria,Italia
16277,Naples,Banca,Italia
16278,Venice,Ristorante,Italia
16279,Rome,Banca,Italia
16280,Genoa,Trattoria,Italia
16281,Verona,Panetteria,Italia
16282,Genoa,Enoteca,Italia
16283,Turin,Trattoria,Italia
16284,Venice,Pizzeria,Italia
16285,Messina,Salumeria,Italia
16286,Messina,Panetteria,Italia
16287,Naples,Panetteria,Italia
16288,Genoa,Panetteria,Italia
16289,Turin,Ristorante,Italia
