id,data,nome
13001,2025-09-14,cybercrime
13002,2025-07-27,carjacking
13003,2025-02-03,money laundering
13004,2025-05-24,domestic violence
13005,2025-03-04,trespassing
13006,2025-04-24,fraud
13007,2025-11-13,drug possession
13008,2025-10-08,robbery
13009,2025-10-23,fraud
13010,2025-11-03,domestic violence
13011,2025-05-19,burglary
13012,2025-01-07,robbery
13013,2025-06-12,trespassing
13014,2025-07-27,kidnapping
13015,2025-06-12,human trafficking
13016,2025-06-24,embezzlement
13017,2025-12-23,carjacking
13018,2025-07-21,burglary
13019,2025-08-13,fraud
13020,2025-02-16,cybercrime
13021,2025-02-02,arson
13022,2025-03-31,money laundering
13023,2025-03-31,fraud
13024,2025-02-12,robbery
13025,2025-01-31,fraud
13026,2025-08-22,terrorism
13027,2025-04-02,trespassing
13028,2025-04-08,money laundering
13029,2025-09-07,kidnapping
13030,2025-06-24,burglary
13031,2025-01-18,drug possession
13032,2025-04-09,homicide
13033,2025-12-21,terrorism
13034,2025-11-30,terrorism
13035,2025-08-12,kidnapping
13036,2025-05-06,terrorism
13037,2025-08-05,assault
13038,2025-07-13,carjacking
13039,2025-11-05,domestic violence
13040,2025-08-01,homicide
13041,2025-04-26,burglary
13042,2025-01-12,trespassing
13043,2025-06-30,embezzlement
13044,2025-06-19,terrorism
13045,2025-08-07,drug possession
13046,2025-06-19,cybercrime
13047,2025-05-21,fraud
13048,2025-11-24,stalking
13049,2025-01-11,terrorism
13050,2025-05-26,fraud
13051,2025-04-02,stalking
13052,2025-12-30,embezzlement
13053,2025-05-29,arson
13054,2025-06-19,terrorism
13055,2025-10-24,money laundering
13056,2025-04-07,arson
13057,2025-09-18,stalking
13058,2025-11-26,domestic violence
13059,2025-04-14,drug possession
13060,2025-05-11,homicide
13061,2025-12-30,carjacking
13062,2025-06-09,homicide
13063,2025-09-25,robbery
13064,2025-10-09,money laundering
13065,2025-06-03,terrorism
13066,2025-11-30,human trafficking
13067,2025-12-14,embezzlement
13068,2025-12-09,kidnapping
13069,2025-04-17,stalking
13070,2025-03-26,trespassing
13071,2025-09-12,terrorism
13072,2025-01-02,drug possession
13073,2025-02-16,drug possession
13074,2025-04-04,kidnapping
13075,2025-09-24,cybercrime
13076,2025-12-17,stalking
13077,2025-08-31,kidnapping
13078,2025-02-04,assault
13079,2025-02-16,terrorism
13080,2025-01-07,homicide
13081,2025-01-09,kidnapping
13082,2025-11-25,human trafficking
13083,2025-08-30,assault
13084,2025-07-01,stalking
13085,2025-11-12,stalking
13086,2025-05-15,robbery
13087,2025-06-11,arson
13088,2025-05-15,burglary
13089,2025-06-13,money laundering
13090,2025-12-02,domestic violence
13091,2025-08-15,assault
13092,2025-09-27,stalking
13093,2025-11-02,domestic violence
13094,2025-11-26,carjacking
13095,2025-06-28,robbery
13096,2025-12-09,trespassing
13097,2025-12-17,human trafficking
13098,2025-07-21,embezzlement
13099,2025-04-03,trespassing
13100,2025-06-12,robbery
13101,2025-02-19,trespassing
13102,2025-10-11,human trafficking
13103,2025-08-28,human trafficking
13104,2025-05-16,terrorism
13105,2025-05-08,stalking
13106,2025-06-22,fraud
13107,2025-01-30,domestic violence
13108,2025-01-22,arson
13109,2025-05-15,human trafficking
13110,2025-02-04,embezzlement
13111,2025-12-06,trespassing
13112,2025-11-02,carjacking
13113,2025-10-07,assault
13114,2025-07-08,robbery
13115,2025-05-12,human trafficking
13116,2025-03-03,domestic violence
13117,2025-03-15,stalking
13118,2025-10-02,fraud
13119,2025-09-05,burglary
13120,2025-04-13,trespassing
13121,2025-12-10,drug possession
13122,2025-12-24,burglary
13123,2025-05-11,assault
13124,2025-11-04,human trafficking
13125,2025-01-17,embezzlement
13126,2025-03-21,arson
13127,2025-03-05,money laundering
13128,2025-10-20,embezzlement
13129,2025-10-06,embezzlement
13130,2025-03-17,terrorism
13131,2025-11-08,arson
13132,2025-08-07,homicide
13133,2025-05-11,embezzlement
13134,2025-03-25,homicide
13135,2025-10-07,human trafficking
13136,2025-12-11,fraud
13137,2025-06-07,carjacking
13138,2025-10-12,fraud
13139,2025-01-31,fraud
13140,2025-09-16,terrorism
13141,2025-04-13,stalking
13142,2025-12-19,drug possession
13143,2025-06-13,trespassing
13144,2025-11-30,fraud
13145,2025-05-22,money laundering
13146,2025-12-20,kidnapping
13147,2025-10-05,drug possession
13148,2025-05-19,human trafficking
13149,2025-03-13,money laundering
13150,2025-01-11,trespassing
13151,2025-08-26,cybercrime
13152,2025-12-01,human trafficking
13153,2025-04-14,assault
13154,2025-08-01,drug possession
13155,2025-03-30,fraud
