nome,numeroSerie
phone,15000
mask,15001
hammer,15002
flashlight,15003
screwdriver,15004
screwdriver,15005
knife,15006
mask,15007
crowbar,15008
knife,15009
crowbar,15010
phone,15011
rope,15012
phone,15013
flashlight,15014
knife,15015
gun,15016
screwdriver,15017
knife,15018
mask,15019
phone,15020
knife,15021
knife,15022
rope,15023
mask,15024
screwdriver,15025
gun,15026
mask,15027
hammer,15028
mask,15029
crowbar,15030
screwdriver,15031
hammer,15032
mask,15033
hammer,15034
crowbar,15035
knife,15036
flashlight,15037
flashlight,15038
flashlight,15039
flashlight,15040
phone,15041
phone,15042
crowbar,15043
knife,15044
knife,15045
screwdriver,15046
knife,15047
flashlight,15048
mask,15049
knife,15050
flashlight,15051
knife,15052
screwdriver,15053
flashlight,15054
hammer,15055
crowbar,15056
crowbar,15057
knife,15058
screwdriver,15059
hammer,15060
gun,15061
knife,15062
phone,15063
crowbar,15064
knife,15065
rope,15066
knife,15067
phone,15068
knife,15069
knife,15070
gun,15071
hammer,15072
rope,15073
knife,15074
crowbar,15075
hammer,15076
hammer,15077
knife,15078
rope,15079
screwdriver,15080
mask,15081
rope,15082
knife,15083
mask,15084
knife,15085
flashlight,15086
gun,15087
flashlight,15088
phone,15089
crowbar,15090
gun,15091
screwdriver,15092
knife,15093
rope,15094
phone,15095
knife,15096
flashlight,15097
rope,15098
flashlight,15099
crowbar,15100
knife,15101
rope,15102
flashlight,15103
rope,15104
flashlight,15105
flashlight,15106
screwdriver,15107
knife,15108
hammer,15109
screwdriver,15110
mask,15111
gun,15112
gun,15113
gun,15114
rope,15115
knife,15116
screwdriver,15117
knife,15118
flashlight,15119
phone,15120
knife,15121
flashlight,15122
knife,15123
knife,15124
screwdriver,15125
rope,15126
phone,15127
mask,15128
knife,15129
flashlight,15130
mask,15131
hammer,15132
knife,15133
rope,15134
mask,15135
mask,15136
gun,15137
knife,15138
crowbar,15139
knife,15140
gun,15141
knife,15142
crowbar,15143
flashlight,15144
screwdriver,15145
mask,15146
knife,15147
gun,15148
hammer,15149
phone,15150
mask,15151
knife,15152
screwdriver,15153
phone,15154
gun,15155
rope,15156
rope,15157
knife,15158
hammer,15159
hammer,15160
phone,15161
screwdriver,15162
phone,15163
rope,15164
crowbar,15165
phone,15166
mask,15167
gun,15168
crowbar,15169
mask,15170
knife,15171
flashlight,15172
gun,15173
knife,15174
phone,15175
gun,15176
phone,15177
