nome,numeroSerie
crowbar,16000
gun,16001
mask,16002
phone,16003
rope,16004
gun,16005
mask,16006
crowbar,16007
hammer,16008
mask,16009
hammer,16010
phone,16011
mask,16012
rope,16013
flashlight,16014
screwdriver,16015
mask,16016
screwdriver,16017
knife,16018
gun,16019
mask,16020
screwdriver,16021
knife,16022
knife,16023
flashlight,16024
hammer,16025
hammer,16026
screwdriver,16027
gun,16028
phone,16029
mask,16030
knife,16031
rope,16032
hammer,16033
knife,16034
phone,16035
rope,16036
gun,16037
phone,16038
hammer,16039
flashlight,16040
knife,16041
gun,16042
hammer,16043
hammer,16044
crowbar,16045
knife,16046
gun,16047
rope,16048
gun,16049
gun,16050
crowbar,16051
hammer,16052
mask,16053
crowbar,16054
rope,16055
hammer,16056
hammer,16057
knife,16058
knife,16059
knife,16060
mask,16061
knife,16062
rope,16063
phone,16064
rope,16065
knife,16066
mask,16067
crowbar,16068
rope,16069
gun,16070
hammer,16071
knife,16072
flashlight,16073
crowbar,16074
knife,16075
mask,16076
phone,16077
screwdriver,16078
flashlight,16079
hammer,16080
phone,16081
screwdriver,16082
gun,16083
knife,16084
knife,16085
knife,16086
hammer,16087
knife,16088
knife,16089
mask,16090
hammer,16091
screwdriver,16092
rope,16093
phone,16094
gun,16095
crowbar,16096
knife,16097
rope,16098
screwdriver,16099
phone,16100
phone,16101
flashlight,16102
gun,16103
knife,16104
rope,16105
knife,16106
screwdriver,16107
flashlight,16108
rope,16109
rope,16110
phone,16111
phone,16112
screwdriver,16113
screwdriver,16114
mask,16115
gun,16116
hammer,16117
mask,16118
flashlight,16119
knife,16120
knife,16121
flashlight,16122
crowbar,16123
crowbar,16124
gun,16125
crowbar,16126
rope,16127
rope,16128
crowbar,16129
mask,16130
rope,16131
knife,16132
rope,16133
mask,16134
flashlight,16135
flashlight,16136
phone,16137
crowbar,16138
flashlight,16139
mask,16140
screwdriver,16141
knife,16142
crowbar,16143
flashlight,16144
knife,16145
gun,16146
rope,16147
gun,16148
knife,16149
flashlight,16150
hammer,16151
rope,16152
gun,16153
mask,16154
phone,16155
flashlight,16156
hammer,16157
crowbar,16158
gun,16159
hammer,16160
hammer,16161
crowbar,16162
hammer,16163
knife,16164
phone,16165
knife,16166
phone,16167
hammer,16168
screwdriver,16169
phone,16170
mask,16171
gun,16172
knife,16173
knife,16174
mask,16175
knife,16176
crowbar,16177
hammer,16178
knife,16179
knife,16180
gun,16181
mask,16182
crowbar,16183
knife,16184
rope,16185
flashlight,16186
gun,16187
rope,16188
crowbar,16189
rope,16190
phone,16191
gun,16192
screwdriver,16193
screwdriver,16194
knife,16195
screwdriver,16196
hammer,16197
mask,16198
screwdriver,16199
crowbar,16200
phone,16201
screwdriver,16202
phone,16203
screwdriver,16204
knife,16205
mask,16206
rope,16207
rope,16208
hammer,16209
mask,16210
rope,16211
rope,16212
flashlight,16213
gun,16214
rope,16215
knife,16216
mask,16217
crowbar,16218
mask,16219
knife,16220
crowbar,16221
knife,16222
mask,16223
mask,16224
rope,16225
knife,16226
flashlight,16227
knife,16228
flashlight,16229
gun,16230
gun,16231
screwdriver,16232
hammer,16233
crowbar,16234
knife,16235
screwdriver,16236
rope,16237
gun,16238
crowbar,16239
knife,16240
flashlight,16241
hammer,16242
knife,16243
knife,16244
rope,16245
knife,16246
mask,16247
crowbar,16248
knife,16249
screwdriver,16250
rope,16251
knife,16252
screwdriver,16253
phone,16254
gun,16255
hammer,16256
hammer,16257
rope,16258
phone,16259
rope,16260
phone,16261
knife,16262
phone,16263
rope,16264
flashlight,16265
rope,16266
mask,16267
hammer,16268
rope,16269
knife,16270
crowbar,16271
mask,16272
phone,16273
