cap,citta,nome,paese
21000,Bologna,Panetteria,Italia
21001,Rome,Panetteria,Italia
21002,Turin,Trattoria,Italia
21003,Rome,Salumeria,Italia
21004,Messina,Panetteria,Italia
21005,Milan,Salumeria,Italia
21006,Palermo,Banca,Italia
21007,Florence,Salumeria,Italia
21008,Rome,Trattoria,Italia
21009,Messina,Trattoria,Italia
21010,Naples,Trattoria,Italia
21011,Rome,Enoteca,Italia
21012,Palermo,Pizzeria,Italia
21013,Venice,Ristorante,Italia
21014,Palermo,Trattoria,Italia
21015,Florence,Enoteca,Italia
21016,Bologna,Trattoria,Italia
21017,Venezia,Salumeria,Italia
21018,Verona,Pizzeria,Italia
21019,Florence,Trattoria,Italia
21020,Venice,Pizzeria,Italia
21021,Venezia,Trattoria,Italia
21022,Naples,Salumeria,Italia
21023,Rome,Pizzeria,Italia
21024,Verona,Pizzeria,Italia
21025,Venice,Ristorante,Italia
21026,Milan,Pizzeria,Italia
21027,Verona,Enoteca,Italia
21028,Naples,Panetteria,Italia
21029,Rome,Enoteca,Italia
21030,Palermo,Panetteria,Italia
21031,Bologna,Ristorante,Italia
21032,Genoa,Panetteria,Italia
21033,Verona,Panetteria,Italia
21034,Florence,Panetteria,Italia
21035,Messina,Trattoria,Italia
21036,Genoa,Enoteca,Italia
21037,Palermo,Ristorante,Italia
21038,Naples,Salumeria,Italia
21039,Naples,Trattoria,Italia
21040,Florence,Ristorante,Italia
21041,Verona,Banca,Italia
21042,Bologna,Enoteca,Italia
21043,Florence,Salumeria,Italia
21044,Messina,Panetteria,Italia
21045,Messina,Enoteca,Italia
21046,Verona,Panetteria,Italia
21047,Venice,Pizzeria,Italia
21048,Bologna,Ristorante,Italia
21049,Genoa,Pizzeria,Italia
21050,Turin,Panetteria,Italia
21051,Verona,Pizzeria,Italia
21052,Verona,Enoteca,Italia
21053,Venice,Banca,Italia
21054,Palermo,Salumeria,Italia
21055,Turin,Ristorante,Italia
21056,Naples,Salumeria,Italia
21057,Messina,Ristorante,Italia
21058,Genoa,Banca,Italia
21059,Turin,Pizzeria,Italia
21060,Genoa,Ristorante,Italia
21061,Turin,Banca,Italia
21062,Milan,Salumeria,Italia
21063,Rome,Ristorante,Italia
21064,Bologna,Ristorante,Italia
21065,Messina,Pizzeria,Italia
21066,Florence,Pizzeria,Italia
21067,Genoa,Salumeria,Italia
21068,Turin,Trattoria,Italia
21069,Milan,Ristorante,Italia
21070,Venice,Trattoria,Italia
21071,Naples,Panetteria,Italia
21072,Rome,Pizzeria,Italia
21073,Naples,Ristorante,Italia
21074,Venice,Banca,Italia
21075,Rome,Banca,Italia
21076,Turin,Banca,Italia
21077,Messina,Salumeria,Italia
21078,Venezia,Banca,Italia
21079,Rome,Ristorante,Italia
21080,Palermo,Ristorante,Italia
21081,Milan,Trattoria,Italia
21082,Genoa,Trattoria,Italia
21083,Venice,Banca,Italia
21084,Verona,Enoteca,Italia
21085,Palermo,Panetteria,Italia
21086,Bologna,Ristorante,Italia
21087,Milan,Ristorante,Italia
21088,Verona,Pizzeria,Italia
21089,Naples,Salumeria,Italia
21090,Verona,Panetteria,Italia
21091,Genoa,Banca,Italia
21092,Palermo,Ristorante,Italia
21093,Genoa,Banca,Italia
21094,Venezia,Salumeria,Italia
21095,Turin,Trattoria,Italia
21096,Rome,Pizzeria,Italia
21097,Turin,Trattoria,Italia
21098,Rome,Trattoria,Italia
21099,Palermo,Enoteca,Italia
21100,Venice,Salumeria,Italia
21101,Turin,Trattoria,Italia
21102,Venice,Pizzeria,Italia
21103,Messina,Ristorante,Italia
21104,Venice,Enoteca,Italia
21105,Turin,Panetteria,Italia
21106,Naples,Pizzeria,Italia
21107,Bologna,Panetteria,Italia
21108,Florence,Panetteria,Italia
21109,Verona,Pizzeria,Italia
21110,Messina,Ristorante,Italia
21111,Bologna,Salumeria,Italia
21112,Florence,Trattoria,Italia
21113,Bologna,Salumeria,Italia
21114,Bologna,Salumeria,Italia
21115,Turin,Trattoria,Italia
21116,Venezia,Banca,Italia
21117,Genoa,Banca,Italia
21118,Turin,Pizzeria,Italia
21119,Naples,Banca,Italia
21120,Milan,Pizzeria,Italia
21121,Messina,Trattoria,Italia
21122,Milan,Ristorante,Italia
21123,Messina,Trattoria,Italia
21124,Palermo,Salumeria,Italia
21125,Palermo,Salumeria,Italia
21126,Naples,Panetteria,Italia
21127,Messina,Panetteria,Italia
21128,Turin,Enoteca,Italia
21129,Florence,Banca,Italia
21130,Genoa,Ristorante,Italia
21131,Naples,Panetteria,Italia
21132,Venice,Pizzeria,Italia
21133,Genoa,Panetteria,Italia
21134,Turin,Trattoria,Italia
21135,Rome,Banca,Italia
21136,Messina,Pizzeria,Italia
21137,Rome,Enoteca,Italia
21138,Verona,Ristorante,Italia
21139,Milan,Panetteria,Italia
21140,Verona,Pizzeria,Italia
21141,Bologna,Panetteria,Italia
21142,Genoa,Ristorante,Italia
21143,Venice,Trattoria,Italia
21144,Rome,Enoteca,Italia
21145,Messina,Trattoria,Italia
21146,Venezia,Ristorante,Italia
21147,Rome,Pizzeria,Italia
21148,Genoa,Ristorante,Italia
21149,Turin,Banca,Italia
21150,Palermo,Trattoria,Italia
21151,Naples,Panetteria,Italia
21152,Verona,Enoteca,Italia
21153,Messina,Salumeria,Italia
21154,Rome,Salumeria,Italia
21155,Palermo,Banca,Italia
21156,Bologna,Pizzeria,Italia
21157,Venezia,Trattoria,Italia
21158,Palermo,Enoteca,Italia
21159,Venezia,Ristorante,Italia
21160,Naples,Trattoria,Italia
21161,Rome,Trattoria,Italia
21162,Florence,Enoteca,Italia
21163,Messina,Pizzeria,Italia
21164,Milan,Trattoria,Italia
21165,Florence,Panetteria,Italia
21166,Venice,Pizzeria,Italia
21167,Venice,Ristorante,Italia
21168,Palermo,Banca,Italia
21169,Florence,Trattoria,Italia
21170,Bologna,Salumeria,Italia
21171,Venezia,Salumeria,Italia
21172,Palermo,Enoteca,Italia
21173,Bologna,Ristorante,Italia
21174,Genoa,Panetteria,Italia
21175,Verona,Trattoria,Italia
21176,Messina,Panetteria,Italia
21177,Verona,Trattoria,Italia
21178,Milan,Pizzeria,Italia
21179,Rome,Enoteca,Italia
21180,Verona,Ristorante,Italia
21181,Venezia,Pizzeria,Italia
21182,Turin,Banca,Italia
21183,Venezia,Pizzeria,Italia
21184,Milan,Trattoria,Italia
21185,Milan,Banca,Italia
21186,Milan,Trattoria,Italia
21187,Bologna,Trattoria,Italia
21188,Venezia,Ristorante,Italia
21189,Palermo,Pizzeria,Italia
21190,Venice,Pizzeria,Italia
21191,Turin,Enoteca,Italia
21192,Bologna,Ristorante,Italia
21193,Florence,Pizzeria,Italia
21194,Messina,Ristorante,Italia
21195,Naples,Panetteria,Italia
21196,Naples,Pizzeria,Italia
21197,Bologna,Ristorante,Italia
21198,Palermo,Ristorante,Italia
21199,Milan,Banca,Italia
21200,Bologna,Salumeria,Italia
21201,Genoa,Pizzeria,Italia
21202,Turin,Enoteca,Italia
21203,Naples,Enoteca,Italia
21204,Rome,Trattoria,Italia
21205,Messina,Ristorante,Italia
21206,Bologna,Enoteca,Italia
21207,Florence,Banca,Italia
21208,Turin,Salumeria,Italia
21209,Florence,Enoteca,Italia
21210,Turin,Panetteria,Italia
21211,Milan,Panetteria,Italia
21212,Florence,Trattoria,Italia
21213,Turin,Enoteca,Italia
21214,Genoa,Banca,Italia
21215,Genoa,Panetteria,Italia
21216,Verona,Ristorante,Italia
21217,Florence,Panetteria,Italia
21218,Palermo,Ristorante,Italia
21219,Milan,Salumeria,Italia
21220,Palermo,Ristorante,Italia
21221,Palermo,Trattoria,Italia
21222,Verona,Trattoria,Italia
21223,Naples,Salumeria,Italia
21224,Messina,Panetteria,Italia
21225,Verona,Ristorante,Italia
21226,Palermo,Enoteca,Italia
21227,Naples,Enoteca,Italia
21228,Verona,Trattoria,Italia
21229,Rome,Enoteca,Italia
21230,Naples,Trattoria,Italia
21231,Palermo,Banca,Italia
21232,Bologna,Enoteca,Italia
21233,Genoa,Panetteria,Italia
21234,Venice,Panetteria,Italia
21235,Venezia,Trattoria,Italia
21236,Genoa,Panetteria,Italia
21237,Genoa,Ristorante,Italia
21238,Genoa,Banca,Italia
21239,Milan,Banca,Italia
21240,Milan,Trattoria,Italia
21241,Turin,Pizzeria,Italia
21242,Verona,Banca,Italia
21243,Messina,Salumeria,Italia
21244,Venice,Ristorante,Italia
21245,Milan,Ristorante,Italia
21246,Messina,Ristorante,Italia
21247,Milan,Enoteca,Italia
21248,Bologna,Panetteria,Italia
21249,Rome,Trattoria,Italia
21250,Bologna,Enoteca,Italia
21251,Florence,Banca,Italia
21252,Genoa,Trattoria,Italia
21253,Verona,Banca,Italia
21254,Genoa,Panetteria,Italia
21255,Venezia,Panetteria,Italia
