id,data,nome
14001,2025-03-14,robbery
14002,2025-05-22,assault
14003,2025-10-24,arson
14004,2025-05-06,burglary
14005,2025-12-27,fraud
14006,2025-09-02,assault
14007,2025-10-05,terrorism
14008,2025-03-26,burglary
14009,2025-04-01,robbery
14010,2025-07-01,human trafficking
14011,2025-08-12,arson
14012,2025-06-04,embezzlement
14013,2025-08-05,domestic violence
14014,2025-12-24,fraud
14015,2025-01-03,human trafficking
14016,2025-09-15,assault
14017,2025-12-18,human trafficking
14018,2025-07-13,homicide
14019,2025-06-12,drug possession
14020,2025-04-12,terrorism
14021,2025-02-12,drug possession
14022,2025-05-08,homicide
14023,2025-02-21,assault
14024,2025-12-17,homicide
14025,2025-05-25,money laundering
14026,2025-08-26,fraud
14027,2025-03-14,terrorism
14028,2025-12-08,stalking
14029,2025-01-31,arson
14030,2025-03-23,stalking
14031,2025-10-24,domestic violence
14032,2025-11-20,money laundering
14033,2025-08-25,terrorism
14034,2025-10-19,assault
14035,2025-10-31,drug possession
14036,2025-06-29,assault
14037,2025-04-13,terrorism
14038,2025-10-21,trespassing
14039,2025-10-05,assault
14040,2025-12-19,assault
14041,2025-11-11,robbery
14042,2025-05-25,trespassing
14043,2025-06-09,arson
14044,2025-12-08,trespassing
14045,2025-09-19,terrorism
14046,2025-02-15,fraud
14047,2025-04-22,carjacking
14048,2025-01-29,stalking
14049,2025-02-15,kidnapping
14050,2025-03-31,homicide
14051,2025-11-04,kidnapping
14052,2025-12-30,trespassing
14053,2025-05-13,assault
14054,2025-03-12,human trafficking
14055,2025-05-05,arson
14056,2025-08-13,domestic violence
14057,2025-05-27,embezzlement
14058,2025-06-06,drug possession
14059,2025-08-16,kidnapping
14060,2025-01-17,human trafficking
14061,2025-12-09,trespassing
14062,2025-03-25,homicide
14063,2025-09-22,fraud
14064,2025-10-07,robbery
14065,2025-07-31,domestic violence
14066,2025-03-21,homicide
14067,2025-09-30,arson
14068,2025-07-15,drug possession
14069,2025-06-28,burglary
14070,2025-10-16,fraud
14071,2025-02-09,domestic violence
14072,2025-06-29,terrorism
14073,2025-11-25,arson
14074,2025-05-27,homicide
14075,2025-04-22,kidnapping
14076,2025-12-15,embezzlement
14077,2025-04-11,stalking
14078,2025-10-22,kidnapping
14079,2025-04-12,cybercrime
14080,2025-12-11,carjacking
14081,2025-01-19,burglary
14082,2025-01-01,arson
14083,2025-09-08,money laundering
14084,2025-07-04,drug possession
