id,data,nome
16001,2025-03-29,money laundering
16002,2025-04-09,cybercrime
16003,2025-04-30,stalking
16004,2025-07-13,kidnapping
16005,2025-10-26,embezzlement
16006,2025-11-24,stalking
16007,2025-04-24,drug possession
16008,2025-04-06,fraud
16009,2025-08-30,money laundering
16010,2025-09-25,assault
16011,2025-09-06,money laundering
16012,2025-01-30,terrorism
16013,2025-10-17,stalking
16014,2025-03-05,assault
16015,2025-07-15,arson
16016,2025-01-09,embezzlement
16017,2025-10-16,cybercrime
16018,2025-12-23,stalking
16019,2025-09-05,arson
16020,2025-02-15,fraud
16021,2025-01-31,embezzlement
16022,2025-06-02,fraud
16023,2025-03-23,stalking
16024,2025-05-01,fraud
16025,2025-01-28,robbery
16026,2025-11-09,arson
16027,2025-05-03,stalking
16028,2025-10-23,embezzlement
16029,2025-01-21,carjacking
16030,2025-01-07,domestic violence
16031,2025-10-17,burglary
16032,2025-04-02,domestic violence
16033,2025-07-21,burglary
16034,2025-01-01,fraud
16035,2025-05-18,stalking
16036,2025-11-02,trespassing
16037,2025-07-04,stalking
16038,2025-07-03,assault
16039,2025-10-26,embezzlement
16040,2025-06-24,arson
16041,2025-07-13,homicide
16042,2025-08-17,burglary
16043,2025-12-17,embezzlement
16044,2025-06-30,trespassing
16045,2025-03-28,stalking
16046,2025-12-13,domestic violence
16047,2025-03-05,arson
16048,2025-06-30,homicide
16049,2025-04-03,embezzlement
16050,2025-02-15,terrorism
16051,2025-04-25,robbery
16052,2025-09-07,money laundering
16053,2025-02-13,homicide
16054,2025-01-09,stalking
16055,2025-03-24,robbery
16056,2025-11-06,arson
16057,2025-02-28,money laundering
16058,2025-04-08,homicide
16059,2025-02-18,money laundering
16060,2025-07-23,money laundering
16061,2025-10-14,terrorism
16062,2025-04-14,domestic violence
16063,2025-02-03,fraud
16064,2025-05-31,stalking
16065,2025-06-24,fraud
16066,2025-05-04,domestic violence
16067,2025-07-22,kidnapping
16068,2025-06-10,human trafficking
16069,2025-08-06,cybercrime
16070,2025-12-03,fraud
16071,2025-04-10,fraud
16072,2025-03-12,assault
16073,2025-09-22,drug possession
16074,2025-05-04,homicide
16075,2025-09-24,trespassing
16076,2025-11-03,assault
16077,2025-09-27,trespassing
16078,2025-08-23,robbery
16079,2025-08-19,drug possession
16080,2025-09-24,trespassing
16081,2025-03-20,robbery
16082,2025-11-26,kidnapping
16083,2025-02-06,burglary
16084,2025-04-25,assault
16085,2025-11-14,embezzlement
16086,2025-11-26,burglary
16087,2025-09-04,stalking
16088,2025-09-16,homicide
16089,2025-01-05,arson
16090,2025-01-27,cybercrime
16091,2025-03-19,terrorism
16092,2025-06-09,cybercrime
16093,2025-11-27,embezzlement
16094,2025-11-03,assault
