id,data,nome
20001,2025-05-24,carjacking
20002,2025-02-27,human trafficking
20003,2025-06-23,terrorism
20004,2025-03-30,embezzlement
20005,2025-10-13,terrorism
20006,2025-06-01,money laundering
20007,2025-05-21,terrorism
20008,2025-09-01,carjacking
20009,2025-03-02,embezzlement
20010,2025-04-28,money laundering
20011,2025-06-07,human trafficking
20012,2025-07-27,embezzlement
20013,2025-03-03,burglary
20014,2025-03-04,drug possession
20015,2025-07-28,carjacking
20016,2025-01-07,domestic violence
20017,2025-08-29,domestic violence
20018,2025-11-07,robbery
20019,2025-06-18,drug possession
20020,2025-05-06,trespassing
20021,2025-04-03,drug possession
20022,2025-09-24,assault
20023,2025-07-08,stalking
20024,2025-01-27,human trafficking
20025,2025-10-01,human trafficking
20026,2025-06-16,terrorism
20027,2025-10-16,human trafficking
20028,2025-05-29,trespassing
20029,2025-03-21,robbery
20030,2025-11-20,robbery
20031,2025-04-15,money laundering
20032,2025-05-05,money laundering
20033,2025-11-02,cybercrime
20034,2025-02-24,drug possession
20035,2025-03-24,robbery
20036,2025-04-08,domestic violence
20037,2025-03-14,embezzlement
20038,2025-06-21,drug possession
20039,2025-06-13,embezzlement
20040,2025-12-01,fraud
20041,2025-10-20,homicide
20042,2025-04-30,embezzlement
20043,2025-09-11,stalking
20044,2025-02-03,carjacking
20045,2025-10-04,stalking
20046,2025-11-23,stalking
20047,2025-07-19,domestic violence
20048,2025-07-17,kidnapping
20049,2025-01-26,carjacking
20050,2025-03-31,trespassing
20051,2025-07-11,embezzlement
20052,2025-04-15,stalking
20053,2025-05-13,terrorism
20054,2025-03-25,robbery
20055,2025-11-09,homicide
20056,2025-10-13,stalking
20057,2025-02-07,arson
20058,2025-12-02,burglary
20059,2025-07-19,money laundering
20060,2025-12-26,carjacking
20061,2025-03-27,homicide
20062,2025-06-12,domestic violence
20063,2025-08-28,robbery
20064,2025-06-16,embezzlement
20065,2025-05-11,homicide
20066,2025-02-27,cybercrime
20067,2025-03-22,carjacking
20068,2025-11-13,carjacking
20069,2025-02-23,fraud
20070,2025-05-11,stalking
20071,2025-05-26,assault
20072,2025-06-10,trespassing
20073,2025-07-24,human trafficking
20074,2025-04-07,assault
20075,2025-12-25,human trafficking
20076,2025-11-23,homicide
20077,2025-04-27,homicide
20078,2025-09-22,assault
20079,2025-06-13,carjacking
20080,2025-12-25,robbery
20081,2025-05-23,domestic violence
20082,2025-02-01,fraud
20083,2025-01-16,kidnapping
20084,2025-08-01,robbery
20085,2025-11-26,drug possession
20086,2025-05-04,fraud
20087,2025-01-02,cybercrime
20088,2025-03-15,embezzlement
20089,2025-09-10,domestic violence
20090,2025-04-17,fraud
20091,2025-05-20,stalking
20092,2025-11-03,human trafficking
20093,2025-03-17,homicide
20094,2025-06-09,burglary
20095,2025-03-14,robbery
20096,2025-02-18,terrorism
20097,2025-02-02,money laundering
20098,2025-09-06,terrorism
20099,2025-07-26,robbery
20100,2025-01-06,arson
20101,2025-02-07,fraud
20102,2025-12-26,burglary
20103,2025-09-10,kidnapping
20104,2025-07-10,burglary
20105,2025-04-07,kidnapping
20106,2025-11-12,trespassing
20107,2025-03-01,carjacking
20108,2025-04-04,stalking
20109,2025-02-24,money laundering
20110,2025-07-31,homicide
20111,2025-12-10,stalking
20112,2025-10-13,robbery
20113,2025-02-28,kidnapping
20114,2025-06-06,terrorism
20115,2025-05-01,kidnapping
20116,2025-07-22,carjacking
20117,2025-03-28,trespassing
20118,2025-03-26,kidnapping
20119,2025-12-16,homicide
20120,2025-03-22,trespassing
20121,2025-09-11,robbery
20122,2025-08-19,assault
20123,2025-03-16,arson
20124,2025-12-06,kidnapping
20125,2025-11-25,embezzlement
20126,2025-05-15,arson
20127,2025-09-07,human trafficking
20128,2025-02-09,cybercrime
20129,2025-04-01,embezzlement
20130,2025-01-24,money laundering
20131,2025-06-20,kidnapping
20132,2025-11-22,stalking
20133,2025-03-24,assault
20134,2025-04-09,drug possession
20135,2025-09-14,human trafficking
20136,2025-07-02,robbery
20137,2025-02-28,cybercrime
20138,2025-09-19,kidnapping
20139,2025-08-05,trespassing
20140,2025-01-04,cybercrime
20141,2025-02-10,carjacking
20142,2025-11-25,domestic violence
20143,2025-06-03,assault
20144,2025-07-09,cybercrime
20145,2025-04-24,terrorism
20146,2025-10-07,cybercrime
20147,2025-01-09,kidnapping
20148,2025-11-13,drug possession
20149,2025-12-24,domestic violence
20150,2025-02-26,fraud
20151,2025-02-15,cybercrime
20152,2025-05-04,carjacking
20153,2025-03-21,burglary
20154,2025-10-21,terrorism
20155,2025-08-28,trespassing
20156,2025-07-25,domestic violence
20157,2025-12-30,fraud
20158,2025-05-06,terrorism
20159,2025-01-07,drug possession
20160,2025-07-09,fraud
20161,2025-01-10,stalking
20162,2025-09-06,drug possession
20163,2025-03-04,kidnapping
20164,2025-10-13,drug possession
20165,2025-05-13,domestic violence
20166,2025-04-05,cybercrime
20167,2025-09-03,drug possession
20168,2025-05-05,kidnapping
20169,2025-07-08,fraud
20170,2025-05-04,cybercrime
20171,2025-05-03,human trafficking
20172,2025-06-19,robbery
20173,2025-05-15,burglary
20174,2025-10-01,domestic violence
20175,2025-03-25,drug possession
20176,2025-06-25,terrorism
20177,2025-08-11,robbery
20178,2025-05-24,human trafficking
20179,2025-02-11,cybercrime
20180,2025-07-03,stalking
20181,2025-01-25,burglary
20182,2025-01-21,trespassing
20183,2025-12-14,human trafficking
20184,2025-07-27,arson
20185,2025-05-17,domestic violence
20186,2025-06-03,assault
20187,2025-07-13,arson
20188,2025-08-30,burglary
20189,2025-05-03,assault
20190,2025-03-09,homicide
20191,2025-07-18,terrorism
20192,2025-09-24,money laundering
20193,2025-05-01,kidnapping
20194,2025-12-02,embezzlement
20195,2025-08-17,stalking
20196,2025-09-22,robbery
20197,2025-11-12,human trafficking
20198,2025-02-08,human trafficking
20199,2025-02-22,arson
20200,2025-03-30,drug possession
20201,2025-05-23,stalking
20202,2025-07-26,drug possession
20203,2025-10-07,domestic violence
20204,2025-01-13,money laundering
20205,2025-09-16,fraud
