cap,citta,nome,paese
28000,Naples,Banca,Italia
28001,Milan,Salumeria,Italia
28002,Florence,Banca,Italia
28003,Bologna,Salumeria,Italia
28004,Genoa,Pizzeria,Italia
28005,Bologna,Ristorante,Italia
28006,Turin,Salumeria,Italia
28007,Turin,Trattoria,Italia
28008,Florence,Enoteca,Italia
28009,Genoa,Pizzeria,Italia
28010,Milan,Panetteria,Italia
28011,Venice,Salumeria,Italia
28012,Turin,Salumeria,Italia
28013,Venice,Salumeria,Italia
28014,Bologna,Trattoria,Italia
28015,Bologna,Ristorante,Italia
28016,Venice,Trattoria,Italia
28017,Rome,Salumeria,Italia
28018,Florence,Pizzeria,Italia
28019,Palermo,Salumeria,Italia
28020,Naples,Ristorante,Italia
28021,Turin,Panetteria,Italia
28022,Venice,Salumeria,Italia
28023,Messina,Panetteria,Italia
28024,Venezia,Banca,Italia
28025,Naples,Banca,Italia
28026,Rome,Enoteca,Italia
28027,Verona,Pizzeria,Italia
28028,Venice,Ristorante,Italia
28029,Venice,Pizzeria,Italia
28030,Venezia,Ristorante,Italia
28031,Bologna,Banca,Italia
28032,Milan,Ristorante,Italia
28033,Naples,Pizzeria,Italia
28034,Milan,Salumeria,Italia
28035,Messina,Salumeria,Italia
28036,Bologna,Pizzeria,Italia
28037,Palermo,Salumeria,Italia
28038,Palermo,Panetteria,Italia
28039,Venice,Panetteria,Italia
28040,Rome,Salumeria,Italia
28041,Florence,Ristorante,Italia
28042,Palermo,Ristorante,Italia
28043,Naples,Pizzeria,Italia
28044,Venice,Pizzeria,Italia
28045,Milan,Panetteria,Italia
28046,Bologna,Panetteria,Italia
28047,Genoa,Ristorante,Italia
28048,Rome,Enoteca,Italia
28049,Verona,Enoteca,Italia
28050,Milan,Banca,Italia
28051,Messina,Trattoria,Italia
28052,Venice,Trattoria,Italia
28053,Verona,Salumeria,Italia
28054,Messina,Salumeria,Italia
28055,Rome,Panetteria,Italia
28056,Messina,Ristorante,Italia
28057,Rome,Ristorante,Italia
28058,Messina,Trattoria,Italia
28059,Milan,Enoteca,Italia
28060,Bologna,Banca,Italia
28061,Naples,Trattoria,Italia
28062,Florence,Salumeria,Italia
28063,Naples,Enoteca,Italia
28064,Venice,Banca,Italia
28065,Messina,Ristorante,Italia
28066,Bologna,Salumeria,Italia
28067,Milan,Salumeria,Italia
28068,Messina,Salumeria,Italia
28069,Messina,Banca,Italia
28070,Genoa,Ristorante,Italia
28071,Naples,Panetteria,Italia
28072,Venezia,Ristorante,Italia
