nome,numeroSerie
rope,13000
hammer,13001
knife,13002
rope,13003
crowbar,13004
phone,13005
mask,13006
mask,13007
screwdriver,13008
phone,13009
flashlight,13010
knife,13011
rope,13012
hammer,13013
phone,13014
gun,13015
phone,13016
phone,13017
rope,13018
knife,13019
screwdriver,13020
rope,13021
phone,13022
gun,13023
flashlight,13024
knife,13025
mask,13026
screwdriver,13027
screwdriver,13028
screwdriver,13029
phone,13030
crowbar,13031
hammer,13032
flashlight,13033
hammer,13034
flashlight,13035
rope,13036
knife,13037
knife,13038
phone,13039
screwdriver,13040
rope,13041
phone,13042
knife,13043
hammer,13044
rope,13045
rope,13046
rope,13047
gun,13048
screwdriver,13049
phone,13050
gun,13051
screwdriver,13052
screwdriver,13053
knife,13054
mask,13055
crowbar,13056
flashlight,13057
screwdriver,13058
mask,13059
gun,13060
gun,13061
knife,13062
screwdriver,13063
phone,13064
phone,13065
gun,13066
gun,13067
mask,13068
mask,13069
flashlight,13070
hammer,13071
rope,13072
rope,13073
knife,13074
knife,13075
rope,13076
gun,13077
hammer,13078
hammer,13079
hammer,13080
gun,13081
flashlight,13082
rope,13083
screwdriver,13084
phone,13085
hammer,13086
mask,13087
knife,13088
screwdriver,13089
flashlight,13090
hammer,13091
gun,13092
gun,13093
rope,13094
flashlight,13095
mask,13096
mask,13097
gun,13098
hammer,13099
screwdriver,13100
hammer,13101
phone,13102
phone,13103
gun,13104
knife,13105
rope,13106
knife,13107
phone,13108
crowbar,13109
screwdriver,13110
flashlight,13111
mask,13112
flashlight,13113
rope,13114
gun,13115
hammer,13116
knife,13117
flashlight,13118
flashlight,13119
mask,13120
crowbar,13121
knife,13122
gun,13123
screwdriver,13124
knife,13125
gun,13126
crowbar,13127
mask,13128
knife,13129
crowbar,13130
knife,13131
crowbar,13132
flashlight,13133
flashlight,13134
rope,13135
flashlight,13136
screwdriver,13137
rope,13138
screwdriver,13139
phone,13140
crowbar,13141
flashlight,13142
mask,13143
mask,13144
mask,13145
knife,13146
mask,13147
flashlight,13148
knife,13149
mask,13150
knife,13151
phone,13152
phone,13153
hammer,13154
phone,13155
knife,13156
hammer,13157
flashlight,13158
hammer,13159
phone,13160
knife,13161
crowbar,13162
crowbar,13163
knife,13164
gun,13165
knife,13166
gun,13167
hammer,13168
gun,13169
rope,13170
crowbar,13171
rope,13172
knife,13173
knife,13174
mask,13175
rope,13176
hammer,13177
flashlight,13178
gun,13179
rope,13180
knife,13181
mask,13182
crowbar,13183
phone,13184
flashlight,13185
screwdriver,13186
screwdriver,13187
phone,13188
flashlight,13189
flashlight,13190
flashlight,13191
crowbar,13192
knife,13193
gun,13194
knife,13195
rope,13196
mask,13197
knife,13198
knife,13199
hammer,13200
knife,13201
crowbar,13202
knife,13203
flashlight,13204
phone,13205
flashlight,13206
flashlight,13207
mask,13208
screwdriver,13209
knife,13210
knife,13211
phone,13212
phone,13213
flashlight,13214
crowbar,13215
knife,13216
crowbar,13217
rope,13218
rope,13219
gun,13220
screwdriver,13221
knife,13222
rope,13223
mask,13224
knife,13225
gun,13226
screwdriver,13227
mask,13228
gun,13229
crowbar,13230
hammer,13231
flashlight,13232
mask,13233
knife,13234
rope,13235
knife,13236
mask,13237
phone,13238
hammer,13239
rope,13240
knife,13241
flashlight,13242
knife,13243
phone,13244
crowbar,13245
phone,13246
knife,13247
flashlight,13248
crowbar,13249
knife,13250
gun,13251
