nome,numeroSerie
crowbar,24000
hammer,24001
flashlight,24002
gun,24003
rope,24004
hammer,24005
mask,24006
hammer,24007
hammer,24008
phone,24009
mask,24010
screwdriver,24011
screwdriver,24012
knife,24013
knife,24014
knife,24015
knife,24016
crowbar,24017
crowbar,24018
mask,24019
hammer,24020
gun,24021
mask,24022
crowbar,24023
gun,24024
flashlight,24025
screwdriver,24026
mask,24027
rope,24028
gun,24029
flashlight,24030
knife,24031
screwdriver,24032
flashlight,24033
gun,24034
crowbar,24035
crowbar,24036
hammer,24037
rope,24038
knife,24039
hammer,24040
screwdriver,24041
flashlight,24042
knife,24043
mask,24044
screwdriver,24045
rope,24046
mask,24047
flashlight,24048
phone,24049
phone,24050
phone,24051
screwdriver,24052
phone,24053
knife,24054
gun,24055
gun,24056
crowbar,24057
mask,24058
crowbar,24059
phone,24060
crowbar,24061
mask,24062
knife,24063
screwdriver,24064
flashlight,24065
knife,24066
hammer,24067
hammer,24068
knife,24069
phone,24070
knife,24071
flashlight,24072
flashlight,24073
knife,24074
screwdriver,24075
phone,24076
rope,24077
phone,24078
hammer,24079
knife,24080
crowbar,24081
gun,24082
screwdriver,24083
screwdriver,24084
screwdriver,24085
mask,24086
hammer,24087
knife,24088
knife,24089
crowbar,24090
mask,24091
knife,24092
mask,24093
knife,24094
knife,24095
crowbar,24096
mask,24097
flashlight,24098
crowbar,24099
phone,24100
phone,24101
mask,24102
phone,24103
hammer,24104
mask,24105
knife,24106
flashlight,24107
knife,24108
flashlight,24109
screwdriver,24110
crowbar,24111
gun,24112
crowbar,24113
mask,24114
knife,24115
flashlight,24116
crowbar,24117
rope,24118
phone,24119
flashlight,24120
knife,24121
rope,24122
gun,24123
knife,24124
gun,24125
phone,24126
phone,24127
flashlight,24128
crowbar,24129
screwdriver,24130
screwdriver,24131
phone,24132
rope,24133
gun,24134
phone,24135
knife,24136
mask,24137
flashlight,24138
knife,24139
knife,24140
screwdriver,24141
flashlight,24142
knife,24143
hammer,24144
crowbar,24145
knife,24146
hammer,24147
flashlight,24148
crowbar,24149
gun,24150
crowbar,24151
phone,24152
screwdriver,24153
hammer,24154
phone,24155
mask,24156
rope,24157
flashlight,24158
knife,24159
knife,24160
knife,24161
screwdriver,24162
screwdriver,24163
phone,24164
crowbar,24165
hammer,24166
gun,24167
crowbar,24168
knife,24169
mask,24170
crowbar,24171
mask,24172
gun,24173
knife,24174
knife,24175
mask,24176
screwdriver,24177
hammer,24178
crowbar,24179
hammer,24180
gun,24181
crowbar,24182
knife,24183
rope,24184
flashlight,24185
knife,24186
mask,24187
knife,24188
knife,24189
hammer,24190
crowbar,24191
mask,24192
rope,24193
knife,24194
hammer,24195
flashlight,24196
gun,24197
mask,24198
knife,24199
phone,24200
phone,24201
crowbar,24202
phone,24203
hammer,24204
phone,24205
mask,24206
flashlight,24207
flashlight,24208
crowbar,24209
rope,24210
flashlight,24211
gun,24212
screwdriver,24213
mask,24214
crowbar,24215
screwdriver,24216
crowbar,24217
mask,24218
gun,24219
phone,24220
mask,24221
knife,24222
mask,24223
screwdriver,24224
rope,24225
mask,24226
gun,24227
crowbar,24228
knife,24229
hammer,24230
knife,24231
knife,24232
phone,24233
rope,24234
phone,24235
mask,24236
screwdriver,24237
rope,24238
gun,24239
phone,24240
hammer,24241
flashlight,24242
crowbar,24243
rope,24244
rope,24245
gun,24246
mask,24247
rope,24248
flashlight,24249
rope,24250
hammer,24251
hammer,24252
crowbar,24253
mask,24254
knife,24255
screwdriver,24256
flashlight,24257
hammer,24258
phone,24259
flashlight,24260
knife,24261
knife,24262
crowbar,24263
knife,24264
hammer,24265
phone,24266
gun,24267
crowbar,24268
knife,24269
hammer,24270
crowbar,24271
mask,24272
phone,24273
crowbar,24274
mask,24275
rope,24276
knife,24277
hammer,24278
phone,24279
gun,24280
phone,24281
hammer,24282
rope,24283
knife,24284
rope,24285
crowbar,24286
mask,24287
screwdriver,24288
gun,24289
hammer,24290
crowbar,24291
knife,24292
rope,24293
gun,24294
rope,24295
phone,24296
flashlight,24297
knife,24298
flashlight,24299
rope,24300
mask,24301
mask,24302
gun,24303
phone,24304
knife,24305
flashlight,24306
phone,24307
crowbar,24308
flashlight,24309
crowbar,24310
crowbar,24311
rope,24312
knife,24313
rope,24314
phone,24315
hammer,24316
gun,24317
flashlight,24318
crowbar,24319
screwdriver,24320
rope,24321
crowbar,24322
phone,24323
mask,24324
rope,24325
mask,24326
knife,24327
mask,24328
mask,24329
screwdriver,24330
crowbar,24331
phone,24332
gun,24333
gun,24334
hammer,24335
hammer,24336
crowbar,24337
flashlight,24338
gun,24339
knife,24340
hammer,24341
hammer,24342
hammer,24343
mask,24344
phone,24345
knife,24346
mask,24347
screwdriver,24348
gun,24349
knife,24350
knife,24351
phone,24352
rope,24353
hammer,24354
gun,24355
phone,24356
hammer,24357
screwdriver,24358
hammer,24359
rope,24360
phone,24361
rope,24362
mask,24363
screwdriver,24364
knife,24365
gun,24366
knife,24367
knife,24368
screwdriver,24369
knife,24370
knife,24371
crowbar,24372
flashlight,24373
flashlight,24374
phone,24375
phone,24376
mask,24377
gun,24378
screwdriver,24379
mask,24380
phone,24381
flashlight,24382
rope,24383
screwdriver,24384
hammer,24385
hammer,24386
screwdriver,24387
knife,24388
rope,24389
knife,24390
knife,24391
crowbar,24392
rope,24393
knife,24394
knife,24395
knife,24396
phone,24397
screwdriver,24398
hammer,24399
screwdriver,24400
rope,24401
knife,24402
screwdriver,24403
gun,24404
screwdriver,24405
knife,24406
knife,24407
crowbar,24408
rope,24409
gun,24410
mask,24411
rope,24412
knife,24413
hammer,24414
knife,24415
mask,24416
phone,24417
gun,24418
phone,24419
gun,24420
rope,24421
knife,24422
phone,24423
flashlight,24424
flashlight,24425
gun,24426
knife,24427
knife,24428
knife,24429
gun,24430
phone,24431
screwdriver,24432
knife,24433
crowbar,24434
flashlight,24435
crowbar,24436
flashlight,24437
knife,24438
rope,24439
flashlight,24440
knife,24441
mask,24442
gun,24443
knife,24444
crowbar,24445
screwdriver,24446
hammer,24447
rope,24448
rope,24449
crowbar,24450
crowbar,24451
knife,24452
rope,24453
knife,24454
mask,24455
phone,24456
gun,24457
phone,24458
knife,24459
flashlight,24460
gun,24461
knife,24462
rope,24463
screwdriver,24464
phone,24465
knife,24466
screwdriver,24467
knife,24468
gun,24469
gun,24470
gun,24471
hammer,24472
hammer,24473
flashlight,24474
phone,24475
rope,24476
mask,24477
mask,24478
crowbar,24479
rope,24480
gun,24481
flashlight,24482
rope,24483
phone,24484
crowbar,24485
screwdriver,24486
phone,24487
hammer,24488
hammer,24489
rope,24490
hammer,24491
knife,24492
hammer,24493
hammer,24494
screwdriver,24495
hammer,24496
knife,24497
hammer,24498
hammer,24499
rope,24500
phone,24501
crowbar,24502
crowbar,24503
mask,24504
hammer,24505
screwdriver,24506
phone,24507
screwdriver,24508
rope,24509
knife,24510
flashlight,24511
hammer,24512
phone,24513
knife,24514
phone,24515
screwdriver,24516
rope,24517
gun,24518
hammer,24519
screwdriver,24520
rope,24521
screwdriver,24522
crowbar,24523
hammer,24524
screwdriver,24525
hammer,24526
gun,24527
phone,24528
knife,24529
screwdriver,24530
phone,24531
crowbar,24532
flashlight,24533
gun,24534
rope,24535
mask,24536
mask,24537
flashlight,24538
crowbar,24539
flashlight,24540
knife,24541
hammer,24542
rope,24543
crowbar,24544
crowbar,24545
hammer,24546
knife,24547
gun,24548
crowbar,24549
mask,24550
gun,24551
mask,24552
phone,24553
gun,24554
knife,24555
knife,24556
screwdriver,24557
hammer,24558
knife,24559
rope,24560
crowbar,24561
flashlight,24562
gun,24563
phone,24564
knife,24565
knife,24566
rope,24567
screwdriver,24568
mask,24569
mask,24570
crowbar,24571
knife,24572
gun,24573
hammer,24574
knife,24575
gun,24576
knife,24577
rope,24578
gun,24579
hammer,24580
phone,24581
screwdriver,24582
knife,24583
knife,24584
knife,24585
mask,24586
mask,24587
flashlight,24588
knife,24589
hammer,24590
mask,24591
screwdriver,24592
phone,24593
hammer,24594
crowbar,24595
flashlight,24596
screwdriver,24597
rope,24598
gun,24599
gun,24600
phone,24601
knife,24602
knife,24603
rope,24604
mask,24605
knife,24606
knife,24607
screwdriver,24608
knife,24609
flashlight,24610
knife,24611
screwdriver,24612
hammer,24613
knife,24614
screwdriver,24615
flashlight,24616
crowbar,24617
mask,24618
mask,24619
crowbar,24620
crowbar,24621
knife,24622
knife,24623
mask,24624
mask,24625
knife,24626
knife,24627
screwdriver,24628
screwdriver,24629
mask,24630
mask,24631
rope,24632
gun,24633
rope,24634
hammer,24635
rope,24636
knife,24637
screwdriver,24638
gun,24639
knife,24640
phone,24641
hammer,24642
knife,24643
crowbar,24644
rope,24645
flashlight,24646
knife,24647
gun,24648
hammer,24649
screwdriver,24650
gun,24651
knife,24652
crowbar,24653
rope,24654
knife,24655
hammer,24656
knife,24657
flashlight,24658
hammer,24659
gun,24660
flashlight,24661
mask,24662
crowbar,24663
knife,24664
knife,24665
mask,24666
crowbar,24667
screwdriver,24668
gun,24669
flashlight,24670
rope,24671
gun,24672
mask,24673
hammer,24674
phone,24675
flashlight,24676
hammer,24677
gun,24678
rope,24679
gun,24680
phone,24681
flashlight,24682
mask,24683
flashlight,24684
screwdriver,24685
phone,24686
rope,24687
hammer,24688
gun,24689
hammer,24690
crowbar,24691
rope,24692
mask,24693
phone,24694
rope,24695
crowbar,24696
screwdriver,24697
crowbar,24698
knife,24699
hammer,24700
crowbar,24701
flashlight,24702
screwdriver,24703
crowbar,24704
knife,24705
knife,24706
flashlight,24707
mask,24708
screwdriver,24709
gun,24710
crowbar,24711
screwdriver,24712
screwdriver,24713
mask,24714
gun,24715
crowbar,24716
phone,24717
phone,24718
phone,24719
phone,24720
crowbar,24721
gun,24722
hammer,24723
knife,24724
mask,24725
rope,24726
phone,24727
mask,24728
gun,24729
crowbar,24730
rope,24731
knife,24732
hammer,24733
gun,24734
hammer,24735
gun,24736
hammer,24737
knife,24738
mask,24739
knife,24740
mask,24741
screwdriver,24742
knife,24743
flashlight,24744
screwdriver,24745
flashlight,24746
gun,24747
mask,24748
crowbar,24749
gun,24750
gun,24751
crowbar,24752
knife,24753
screwdriver,24754
hammer,24755
flashlight,24756
knife,24757
flashlight,24758
rope,24759
knife,24760
screwdriver,24761
knife,24762
screwdriver,24763
phone,24764
screwdriver,24765
mask,24766
phone,24767
knife,24768
flashlight,24769
mask,24770
flashlight,24771
mask,24772
knife,24773
hammer,24774
screwdriver,24775
gun,24776
mask,24777
hammer,24778
knife,24779
mask,24780
knife,24781
knife,24782
flashlight,24783
hammer,24784
hammer,24785
mask,24786
phone,24787
crowbar,24788
phone,24789
screwdriver,24790
flashlight,24791
knife,24792
knife,24793
rope,24794
screwdriver,24795
hammer,24796
hammer,24797
rope,24798
mask,24799
hammer,24800
mask,24801
hammer,24802
flashlight,24803
knife,24804
screwdriver,24805
rope,24806
flashlight,24807
mask,24808
hammer,24809
crowbar,24810
rope,24811
mask,24812
knife,24813
gun,24814
gun,24815
mask,24816
phone,24817
flashlight,24818
hammer,24819
knife,24820
hammer,24821
knife,24822
flashlight,24823
phone,24824
knife,24825
knife,24826
mask,24827
crowbar,24828
knife,24829
mask,24830
mask,24831
gun,24832
knife,24833
screwdriver,24834
crowbar,24835
rope,24836
knife,24837
hammer,24838
hammer,24839
knife,24840
flashlight,24841
mask,24842
flashlight,24843
knife,24844
rope,24845
flashlight,24846
mask,24847
knife,24848
gun,24849
phone,24850
hammer,24851
rope,24852
knife,24853
knife,24854
mask,24855
gun,24856
flashlight,24857
rope,24858
knife,24859
knife,24860
screwdriver,24861
flashlight,24862
screwdriver,24863
screwdriver,24864
flashlight,24865
knife,24866
hammer,24867
crowbar,24868
knife,24869
screwdriver,24870
gun,24871
crowbar,24872
gun,24873
screwdriver,24874
mask,24875
hammer,24876
hammer,24877
mask,24878
knife,24879
flashlight,24880
knife,24881
knife,24882
crowbar,24883
phone,24884
mask,24885
hammer,24886
flashlight,24887
hammer,24888
crowbar,24889
knife,24890
rope,24891
gun,24892
gun,24893
knife,24894
phone,24895
hammer,24896
knife,24897
knife,24898
flashlight,24899
knife,24900
flashlight,24901
knife,24902
hammer,24903
rope,24904
rope,24905
mask,24906
rope,24907
hammer,24908
mask,24909
