cap,citta,nome,paese
33000,Verona,Pizzeria,Italia
33001,Naples,Ristorante,Italia
33002,Florence,Panetteria,Italia
33003,Messina,Banca,Italia
33004,Venezia,Ristorante,Italia
33005,Florence,Banca,Italia
33006,Palermo,Trattoria,Italia
33007,Rome,Pizzeria,Italia
33008,Milan,Panetteria,Italia
33009,Naples,Enoteca,Italia
33010,Genoa,Salumeria,Italia
33011,Venice,Ristorante,Italia
33012,Milan,Salumeria,Italia
33013,Milan,Banca,Italia
33014,Milan,Salumeria,Italia
33015,Florence,Salumeria,Italia
33016,Rome,Panetteria,Italia
33017,Naples,Salumeria,Italia
33018,Messina,Trattoria,Italia
33019,Venezia,Enoteca,Italia
33020,Rome,Trattoria,Italia
33021,Florence,Pizzeria,Italia
33022,Genoa,Banca,Italia
33023,Rome,Enoteca,Italia
33024,Florence,Panetteria,Italia
33025,Messina,Salumeria,Italia
33026,Florence,Enoteca,Italia
33027,Verona,Pizzeria,Italia
33028,Turin,Enoteca,Italia
33029,Messina,Banca,Italia
33030,Venezia,Pizzeria,Italia
33031,Venezia,Panetteria,Italia
33032,Venice,Ristorante,Italia
33033,Venezia,Enoteca,Italia
33034,Florence,Pizzeria,Italia
33035,Palermo,Panetteria,Italia
33036,Verona,Ristorante,Italia
33037,Milan,Pizzeria,Italia
33038,Genoa,Pizzeria,Italia
33039,Venice,Trattoria,Italia
33040,Milan,Salumeria,Italia
33041,Venezia,Ristorante,Italia
33042,Palermo,Trattoria,Italia
33043,Turin,Pizzeria,Italia
33044,Bologna,Banca,Italia
33045,Turin,Ristorante,Italia
33046,Florence,Banca,Italia
33047,Naples,Panetteria,Italia
33048,Bologna,Pizzeria,Italia
33049,Venice,Salumeria,Italia
33050,Bologna,Ristorante,Italia
33051,Verona,Salumeria,Italia
33052,Turin,Salumeria,Italia
33053,Genoa,Pizzeria,Italia
33054,Verona,Pizzeria,Italia
33055,Palermo,Pizzeria,Italia
33056,Florence,Panetteria,Italia
33057,Bologna,Banca,Italia
33058,Genoa,Ristorante,Italia
33059,Rome,Trattoria,Italia
33060,Rome,Ristorante,Italia
33061,Naples,Salumeria,Italia
33062,Turin,Enoteca,Italia
33063,Venice,Ristorante,Italia
33064,Turin,Trattoria,Italia
33065,Naples,Enoteca,Italia
33066,Genoa,Salumeria,Italia
33067,Naples,Enoteca,Italia
33068,Venezia,Panetteria,Italia
33069,Naples,Banca,Italia
33070,Palermo,Trattoria,Italia
33071,Milan,Banca,Italia
33072,Naples,Trattoria,Italia
33073,Florence,Pizzeria,Italia
33074,Rome,Pizzeria,Italia
33075,Bologna,Enoteca,Italia
33076,Genoa,Enoteca,Italia
33077,Milan,Salumeria,Italia
33078,Bologna,Pizzeria,Italia
33079,Venice,Pizzeria,Italia
33080,Milan,Panetteria,Italia
33081,Venezia,Banca,Italia
33082,Venice,Salumeria,Italia
33083,Naples,Panetteria,Italia
33084,Palermo,Panetteria,Italia
33085,Bologna,Panetteria,Italia
33086,Verona,Pizzeria,Italia
33087,Florence,Banca,Italia
33088,Genoa,Ristorante,Italia
33089,Turin,Ristorante,Italia
33090,Verona,Pizzeria,Italia
33091,Messina,Enoteca,Italia
33092,Naples,Trattoria,Italia
33093,Florence,Enoteca,Italia
33094,Genoa,Pizzeria,Italia
33095,Palermo,Salumeria,Italia
33096,Venice,Trattoria,Italia
33097,Rome,Panetteria,Italia
33098,Bologna,Trattoria,Italia
33099,Venezia,Pizzeria,Italia
33100,Milan,Pizzeria,Italia
33101,Rome,Ristorante,Italia
33102,Venezia,Salumeria,Italia
33103,Messina,Salumeria,Italia
33104,Turin,Pizzeria,Italia
33105,Turin,Trattoria,Italia
33106,Venezia,Enoteca,Italia
33107,Palermo,Salumeria,Italia
33108,Turin,Trattoria,Italia
33109,Venezia,Pizzeria,Italia
33110,Venezia,Salumeria,Italia
33111,Rome,Ristorante,Italia
33112,Verona,Panetteria,Italia
33113,Milan,Banca,Italia
33114,Venice,Trattoria,Italia
33115,Milan,Panetteria,Italia
33116,Florence,Pizzeria,Italia
33117,Venice,Salumeria,Italia
33118,Palermo,Salumeria,Italia
33119,Venice,Enoteca,Italia
33120,Milan,Panetteria,Italia
33121,Turin,Banca,Italia
33122,Verona,Trattoria,Italia
33123,Palermo,Salumeria,Italia
33124,Palermo,Salumeria,Italia
33125,Turin,Salumeria,Italia
33126,Venezia,Salumeria,Italia
33127,Messina,Banca,Italia
33128,Naples,Salumeria,Italia
33129,Naples,Salumeria,Italia
33130,Verona,Enoteca,Italia
33131,Rome,Ristorante,Italia
33132,Rome,Banca,Italia
33133,Florence,Banca,Italia
33134,Turin,Salumeria,Italia
33135,Bologna,Trattoria,Italia
33136,Turin,Ristorante,Italia
33137,Palermo,Trattoria,Italia
33138,Venice,Enoteca,Italia
33139,Messina,Ristorante,Italia
33140,Naples,Salumeria,Italia
33141,Milan,Salumeria,Italia
33142,Palermo,Enoteca,Italia
33143,Turin,Trattoria,Italia
33144,Messina,Banca,Italia
33145,Rome,Trattoria,Italia
33146,Venezia,Banca,Italia
33147,Rome,Panetteria,Italia
33148,Venezia,Enoteca,Italia
33149,Palermo,Salumeria,Italia
33150,Turin,Pizzeria,Italia
33151,Turin,Panetteria,Italia
33152,Milan,Enoteca,Italia
33153,Venezia,Salumeria,Italia
33154,Turin,Ristorante,Italia
33155,Bologna,Panetteria,Italia
33156,Venezia,Pizzeria,Italia
33157,Verona,Panetteria,Italia
33158,Venezia,Pizzeria,Italia
33159,Palermo,Panetteria,Italia
33160,Venezia,Enoteca,Italia
33161,Milan,Banca,Italia
33162,Milan,Trattoria,Italia
33163,Milan,Enoteca,Italia
33164,Venice,Trattoria,Italia
33165,Turin,Ristorante,Italia
33166,Genoa,Panetteria,Italia
33167,Genoa,Pizzeria,Italia
33168,Naples,Ristorante,Italia
33169,Milan,Enoteca,Italia
33170,Milan,Pizzeria,Italia
33171,Florence,Enoteca,Italia
33172,Venezia,Ristorante,Italia
33173,Verona,Pizzeria,Italia
33174,Naples,Banca,Italia
33175,Venice,Banca,Italia
33176,Turin,Pizzeria,Italia
33177,Rome,Trattoria,Italia
33178,Venice,Enoteca,Italia
33179,Palermo,Banca,Italia
33180,Milan,Enoteca,Italia
33181,Verona,Enoteca,Italia
33182,Rome,Trattoria,Italia
33183,Verona,Banca,Italia
33184,Turin,Salumeria,Italia
33185,Naples,Pizzeria,Italia
33186,Venezia,Trattoria,Italia
33187,Milan,Panetteria,Italia
33188,Bologna,Pizzeria,Italia
33189,Verona,Trattoria,Italia
33190,Palermo,Pizzeria,Italia
33191,Milan,Trattoria,Italia
33192,Venice,Panetteria,Italia
33193,Naples,Banca,Italia
33194,Florence,Enoteca,Italia
33195,Venezia,Banca,Italia
33196,Palermo,Trattoria,Italia
33197,Venezia,Trattoria,Italia
33198,Bologna,Pizzeria,Italia
33199,Milan,Banca,Italia
33200,Bologna,Salumeria,Italia
33201,Naples,Ristorante,Italia
33202,Naples,Trattoria,Italia
33203,Rome,Panetteria,Italia
33204,Rome,Salumeria,Italia
33205,Naples,Panetteria,Italia
33206,Messina,Enoteca,Italia
33207,Verona,Enoteca,Italia
33208,Messina,Banca,Italia
33209,Turin,Banca,Italia
33210,Messina,Salumeria,Italia
33211,Milan,Banca,Italia
33212,Genoa,Banca,Italia
33213,Naples,Panetteria,Italia
33214,Bologna,Ristorante,Italia
33215,Venice,Pizzeria,Italia
33216,Venezia,Salumeria,Italia
33217,Rome,Trattoria,Italia
33218,Verona,Panetteria,Italia
33219,Verona,Pizzeria,Italia
33220,Palermo,Salumeria,Italia
33221,Milan,Banca,Italia
33222,Venezia,Panetteria,Italia
33223,Bologna,Salumeria,Italia
33224,Genoa,Panetteria,Italia
33225,Verona,Enoteca,Italia
33226,Turin,Panetteria,Italia
33227,Florence,Trattoria,Italia
33228,Turin,Salumeria,Italia
33229,Venezia,Banca,Italia
33230,Bologna,Pizzeria,Italia
33231,Venezia,Ristorante,Italia
33232,Venice,Ristorante,Italia
33233,Turin,Pizzeria,Italia
33234,Florence,Banca,Italia
33235,Bologna,Panetteria,Italia
33236,Genoa,Salumeria,Italia
33237,Messina,Trattoria,Italia
33238,Turin,Enoteca,Italia
33239,Palermo,Salumeria,Italia
33240,Naples,Ristorante,Italia
33241,Verona,Pizzeria,Italia
33242,Verona,Panetteria,Italia
33243,Bologna,Panetteria,Italia
33244,Milan,Pizzeria,Italia
33245,Bologna,Salumeria,Italia
33246,Turin,Pizzeria,Italia
33247,Rome,Panetteria,Italia
33248,Verona,Banca,Italia
33249,Naples,Ristorante,Italia
33250,Turin,Salumeria,Italia
33251,Bologna,Enoteca,Italia
33252,Milan,Enoteca,Italia
33253,Messina,Panetteria,Italia
33254,Florence,Ristorante,Italia
33255,Naples,Pizzeria,Italia
33256,Messina,Trattoria,Italia
33257,Venice,Banca,Italia
33258,Genoa,Salumeria,Italia
33259,Florence,Ristorante,Italia
33260,Florence,Salumeria,Italia
33261,Venezia,Pizzeria,Italia
33262,Rome,Ristorante,Italia
33263,Florence,Panetteria,Italia
33264,Venice,Ristorante,Italia
33265,Verona,Panetteria,Italia
33266,Genoa,Pizzeria,Italia
33267,Milan,Salumeria,Italia
33268,Rome,Panetteria,Italia
33269,Milan,Banca,Italia
33270,Palermo,Ristorante,Italia
33271,Verona,Panetteria,Italia
33272,Naples,Panetteria,Italia
33273,Venice,Enoteca,Italia
33274,Milan,Enoteca,Italia
33275,Milan,Enoteca,Italia
33276,Rome,Trattoria,Italia
33277,Florence,Enoteca,Italia
33278,Genoa,Pizzeria,Italia
33279,Verona,Ristorante,Italia
33280,Bologna,Ristorante,Italia
33281,Rome,Panetteria,Italia
33282,Venezia,Pizzeria,Italia
33283,Bologna,Salumeria,Italia
33284,Rome,Banca,Italia
33285,Rome,Ristorante,Italia
33286,Verona,Pizzeria,Italia
33287,Genoa,Banca,Italia
33288,Milan,Trattoria,Italia
33289,Rome,Ristorante,Italia
33290,Messina,Trattoria,Italia
33291,Rome,Enoteca,Italia
33292,Milan,Banca,Italia
33293,Venezia,Ristorante,Italia
33294,Naples,Trattoria,Italia
33295,Verona,Enoteca,Italia
33296,Bologna,Salumeria,Italia
33297,Venezia,Salumeria,Italia
33298,Rome,Enoteca,Italia
33299,Florence,Panetteria,Italia
33300,Genoa,Enoteca,Italia
33301,Rome,Enoteca,Italia
33302,Messina,Trattoria,Italia
33303,Venice,Banca,Italia
33304,Turin,Enoteca,Italia
33305,Naples,Panetteria,Italia
33306,Messina,Enoteca,Italia
33307,Genoa,Ristorante,Italia
33308,Palermo,Enoteca,Italia
33309,Palermo,Ristorante,Italia
33310,Bologna,Pizzeria,Italia
33311,Florence,Panetteria,Italia
33312,Milan,Panetteria,Italia
33313,Verona,Panetteria,Italia
33314,Naples,Salumeria,Italia
33315,Palermo,Ristorante,Italia
33316,Florence,Trattoria,Italia
33317,Rome,Ristorante,Italia
33318,Bologna,Enoteca,Italia
33319,Florence,Enoteca,Italia
33320,Rome,Panetteria,Italia
33321,Venice,Panetteria,Italia
33322,Verona,Enoteca,Italia
33323,Bologna,Trattoria,Italia
33324,Venice,Enoteca,Italia
33325,Palermo,Pizzeria,Italia
33326,Naples,Trattoria,Italia
33327,Palermo,Ristorante,Italia
33328,Turin,Trattoria,Italia
33329,Genoa,Ristorante,Italia
33330,Verona,Banca,Italia
33331,Florence,Enoteca,Italia
33332,Bologna,Trattoria,Italia
33333,Genoa,Pizzeria,Italia
33334,Florence,Banca,Italia
33335,Verona,Enoteca,Italia
33336,Venezia,Enoteca,Italia
33337,Bologna,Pizzeria,Italia
33338,Milan,Enoteca,Italia
33339,Verona,Panetteria,Italia
33340,Turin,Ristorante,Italia
33341,Genoa,Pizzeria,Italia
33342,Palermo,Banca,Italia
33343,Bologna,Pizzeria,Italia
