cap,citta,nome,paese
34000,Florence,Trattoria,Italia
34001,Turin,Panetteria,Italia
34002,Bologna,Salumeria,Italia
34003,Naples,Pizzeria,Italia
34004,Milan,Trattoria,Italia
34005,Verona,Trattoria,Italia
34006,Verona,Salumeria,Italia
34007,Bologna,Ristorante,Italia
34008,Venice,Trattoria,Italia
34009,Milan,Pizzeria,Italia
34010,Venice,Enoteca,Italia
34011,Bologna,Banca,Italia
34012,Turin,Salumeria,Italia
34013,Milan,Panetteria,Italia
34014,Naples,Panetteria,Italia
34015,Florence,Ristorante,Italia
34016,Rome,Enoteca,Italia
34017,Venezia,Ristorante,Italia
34018,Naples,Trattoria,Italia
34019,Rome,Pizzeria,Italia
34020,Florence,Panetteria,Italia
34021,Palermo,Banca,Italia
34022,Venice,Salumeria,Italia
34023,Turin,Salumeria,Italia
34024,Venezia,Trattoria,Italia
34025,Milan,Panetteria,Italia
34026,Bologna,Panetteria,Italia
34027,Naples,Pizzeria,Italia
34028,Rome,Salumeria,Italia
34029,Venezia,Ristorante,Italia
34030,Verona,Pizzeria,Italia
34031,Verona,Enoteca,Italia
34032,Rome,Banca,Italia
34033,Turin,Enoteca,Italia
34034,Venice,Pizzeria,Italia
34035,Palermo,Trattoria,Italia
34036,Venezia,Ristorante,Italia
34037,Messina,Pizzeria,Italia
34038,Rome,Pizzeria,Italia
34039,Venezia,Banca,Italia
34040,Verona,Ristorante,Italia
34041,Venezia,Salumeria,Italia
34042,Palermo,Panetteria,Italia
34043,Bologna,Trattoria,Italia
34044,Messina,Trattoria,Italia
34045,Venice,Banca,Italia
34046,Florence,Banca,Italia
34047,Verona,Panetteria,Italia
34048,Genoa,Ristorante,Italia
34049,Palermo,Banca,Italia
34050,Bologna,Enoteca,Italia
34051,Venice,Banca,Italia
34052,Florence,Enoteca,Italia
34053,Turin,Panetteria,Italia
34054,Rome,Banca,Italia
34055,Turin,Banca,Italia
34056,Venice,Panetteria,Italia
34057,Turin,Ristorante,Italia
34058,Venice,Salumeria,Italia
34059,Bologna,Enoteca,Italia
34060,Rome,Enoteca,Italia
34061,Messina,Salumeria,Italia
34062,Venice,Ristorante,Italia
34063,Rome,Trattoria,Italia
34064,Genoa,Salumeria,Italia
34065,Palermo,Trattoria,Italia
34066,Venezia,Banca,Italia
34067,Venezia,Panetteria,Italia
34068,Venice,Banca,Italia
34069,Naples,Pizzeria,Italia
34070,Genoa,Banca,Italia
34071,Verona,Banca,Italia
34072,Messina,Panetteria,Italia
34073,Venezia,Banca,Italia
34074,Verona,Trattoria,Italia
34075,Genoa,Banca,Italia
34076,Turin,Enoteca,Italia
34077,Genoa,Enoteca,Italia
34078,Venezia,Panetteria,Italia
34079,Florence,Enoteca,Italia
34080,Milan,Ristorante,Italia
34081,Venezia,Salumeria,Italia
34082,Venice,Ristorante,Italia
34083,Turin,Ristorante,Italia
34084,Florence,Pizzeria,Italia
34085,Palermo,Pizzeria,Italia
34086,Venice,Banca,Italia
34087,Verona,Banca,Italia
34088,Venezia,Salumeria,Italia
34089,Milan,Pizzeria,Italia
34090,Verona,Pizzeria,Italia
34091,Palermo,Pizzeria,Italia
34092,Turin,Panetteria,Italia
34093,Turin,Pizzeria,Italia
34094,Milan,Panetteria,Italia
34095,Bologna,Banca,Italia
34096,Genoa,Trattoria,Italia
34097,Venezia,Panetteria,Italia
34098,Verona,Salumeria,Italia
34099,Naples,Ristorante,Italia
34100,Turin,Pizzeria,Italia
34101,Milan,Panetteria,Italia
34102,Bologna,Salumeria,Italia
34103,Venezia,Salumeria,Italia
34104,Venezia,Panetteria,Italia
34105,Rome,Pizzeria,Italia
34106,Palermo,Ristorante,Italia
34107,Milan,Pizzeria,Italia
34108,Messina,Trattoria,Italia
34109,Rome,Salumeria,Italia
34110,Naples,Salumeria,Italia
34111,Genoa,Salumeria,Italia
34112,Venice,Ristorante,Italia
34113,Venice,Enoteca,Italia
34114,Genoa,Trattoria,Italia
34115,Venice,Panetteria,Italia
34116,Messina,Enoteca,Italia
34117,Genoa,Ristorante,Italia
34118,Genoa,Enoteca,Italia
34119,Turin,Pizzeria,Italia
34120,Palermo,Salumeria,Italia
34121,Verona,Salumeria,Italia
34122,Palermo,Ristorante,Italia
34123,Florence,Panetteria,Italia
34124,Palermo,Salumeria,Italia
34125,Venezia,Salumeria,Italia
34126,Florence,Panetteria,Italia
34127,Bologna,Pizzeria,Italia
34128,Venezia,Pizzeria,Italia
34129,Verona,Salumeria,Italia
34130,Florence,Panetteria,Italia
34131,Milan,Trattoria,Italia
34132,Florence,Trattoria,Italia
34133,Venice,Banca,Italia
34134,Verona,Trattoria,Italia
34135,Venice,Salumeria,Italia
34136,Turin,Enoteca,Italia
34137,Palermo,Trattoria,Italia
34138,Genoa,Banca,Italia
34139,Milan,Pizzeria,Italia
34140,Venice,Panetteria,Italia
34141,Milan,Trattoria,Italia
34142,Palermo,Banca,Italia
34143,Venice,Salumeria,Italia
34144,Florence,Panetteria,Italia
34145,Palermo,Banca,Italia
34146,Palermo,Enoteca,Italia
34147,Bologna,Trattoria,Italia
34148,Venezia,Enoteca,Italia
34149,Turin,Enoteca,Italia
34150,Florence,Salumeria,Italia
34151,Palermo,Salumeria,Italia
34152,Milan,Ristorante,Italia
34153,Turin,Salumeria,Italia
