cap,citta,nome,paese
14000,Milan,Enoteca,Italia
14001,Rome,Banca,Italia
14002,Venice,Trattoria,Italia
14003,Bologna,Ristorante,Italia
14004,Verona,Pizzeria,Italia
14005,Verona,Salumeria,Italia
14006,Genoa,Banca,Italia
14007,Palermo,Ristorante,Italia
14008,Venezia,Enoteca,Italia
14009,Rome,Trattoria,Italia
14010,Rome,Ristorante,Italia
14011,Turin,Panetteria,Italia
14012,Genoa,Ristorante,Italia
14013,Florence,Ristorante,Italia
14014,Messina,Panetteria,Italia
14015,Venice,Enoteca,Italia
14016,Milan,Pizzeria,Italia
14017,Florence,Pizzeria,Italia
14018,Venezia,Salumeria,Italia
14019,Rome,Salumeria,Italia
14020,Palermo,Salumeria,Italia
14021,Bologna,Enoteca,Italia
14022,Palermo,Salumeria,Italia
14023,Messina,Pizzeria,Italia
14024,Messina,Banca,Italia
14025,Venezia,Enoteca,Italia
14026,Rome,Banca,Italia
14027,Verona,Panetteria,Italia
14028,Verona,Salumeria,Italia
14029,Venezia,Ristorante,Italia
14030,Bologna,Enoteca,Italia
14031,Verona,Salumeria,Italia
14032,Florence,Panetteria,Italia
14033,Naples,Banca,Italia
14034,Milan,Pizzeria,Italia
14035,Palermo,Banca,Italia
14036,Naples,Trattoria,Italia
14037,Venice,Pizzeria,Italia
14038,Genoa,Ristorante,Italia
14039,Messina,Salumeria,Italia
14040,Bologna,Ristorante,Italia
14041,Venezia,Salumeria,Italia
14042,Florence,Panetteria,Italia
14043,Venice,Panetteria,Italia
14044,Turin,Enoteca,Italia
14045,Turin,Panetteria,Italia
14046,Florence,Enoteca,Italia
14047,Genoa,Enoteca,Italia
14048,Rome,Trattoria,Italia
14049,Palermo,Banca,Italia
14050,Venezia,Pizzeria,Italia
14051,Venice,Salumeria,Italia
14052,Florence,Trattoria,Italia
14053,Turin,Trattoria,Italia
14054,Rome,Enoteca,Italia
14055,Milan,Trattoria,Italia
14056,Verona,Banca,Italia
14057,Venezia,Pizzeria,Italia
14058,Venezia,Panetteria,Italia
14059,Messina,Pizzeria,Italia
14060,Turin,Panetteria,Italia
14061,Naples,Ristorante,Italia
14062,Turin,Trattoria,Italia
14063,Turin,Panetteria,Italia
14064,Rome,Pizzeria,Italia
14065,Verona,Trattoria,Italia
14066,Bologna,Pizzeria,Italia
14067,Turin,Ristorante,Italia
14068,Milan,Panetteria,Italia
14069,Messina,Trattoria,Italia
14070,Palermo,Ristorante,Italia
14071,Florence,Salumeria,Italia
14072,Milan,Panetteria,Italia
14073,Milan,Panetteria,Italia
14074,Palermo,Panetteria,Italia
14075,Milan,Enoteca,Italia
14076,Messina,Enoteca,Italia
14077,Genoa,Enoteca,Italia
14078,Palermo,Panetteria,Italia
14079,Turin,Pizzeria,Italia
14080,Venezia,Panetteria,Italia
