cap,citta,nome,paese
18000,Venezia,Pizzeria,Italia
18001,Florence,Pizzeria,Italia
18002,Genoa,Enoteca,Italia
18003,Palermo,Salumeria,Italia
18004,Florence,Enoteca,Italia
18005,Bologna,Enoteca,Italia
18006,Messina,Salumeria,Italia
18007,Rome,Ristorante,Italia
18008,Milan,Panetteria,Italia
18009,Bologna,Trattoria,Italia
18010,Rome,Salumeria,Italia
18011,Verona,Enoteca,Italia
18012,Genoa,Ristorante,Italia
18013,Florence,Trattoria,Italia
18014,Genoa,Salumeria,Italia
18015,Palermo,Panetteria,Italia
18016,Bologna,Enoteca,Italia
18017,Messina,Pizzeria,Italia
18018,Messina,Salumeria,Italia
18019,Venezia,Trattoria,Italia
18020,Messina,Pizzeria,Italia
18021,Palermo,Pizzeria,Italia
18022,Bologna,Trattoria,Italia
18023,Verona,Pizzeria,Italia
18024,Venezia,Ristorante,Italia
18025,Palermo,Enoteca,Italia
18026,Verona,Trattoria,Italia
18027,Rome,Trattoria,Italia
18028,Naples,Ristorante,Italia
18029,Bologna,Panetteria,Italia
18030,Verona,Enoteca,Italia
18031,Rome,Trattoria,Italia
18032,Rome,Ristorante,Italia
18033,Turin,Pizzeria,Italia
18034,Naples,Banca,Italia
18035,Venezia,Pizzeria,Italia
18036,Turin,Pizzeria,Italia
18037,Messina,Banca,Italia
18038,Bologna,Trattoria,Italia
18039,Verona,Panetteria,Italia
18040,Rome,Panetteria,Italia
18041,Florence,Trattoria,Italia
18042,Venice,Pizzeria,Italia
18043,Messina,Pizzeria,Italia
18044,Venice,Pizzeria,Italia
18045,Venice,Ristorante,Italia
18046,Venezia,Enoteca,Italia
18047,Venezia,Pizzeria,Italia
18048,Florence,Trattoria,Italia
18049,Florence,Ristorante,Italia
18050,Venezia,Salumeria,Italia
18051,Palermo,Trattoria,Italia
18052,Genoa,Salumeria,Italia
18053,Naples,Pizzeria,Italia
18054,Florence,Salumeria,Italia
18055,Verona,Salumeria,Italia
18056,Turin,Panetteria,Italia
18057,Turin,Banca,Italia
18058,Palermo,Trattoria,Italia
18059,Naples,Enoteca,Italia
18060,Messina,Trattoria,Italia
18061,Florence,Ristorante,Italia
18062,Verona,Salumeria,Italia
18063,Turin,Banca,Italia
18064,Venezia,Pizzeria,Italia
18065,Bologna,Enoteca,Italia
18066,Messina,Ristorante,Italia
18067,Venezia,Salumeria,Italia
18068,Verona,Pizzeria,Italia
18069,Rome,Panetteria,Italia
18070,Naples,Ristorante,Italia
18071,Naples,Salumeria,Italia
18072,Rome,Salumeria,Italia
18073,Milan,Trattoria,Italia
18074,Genoa,Pizzeria,Italia
18075,Milan,Enoteca,Italia
18076,Genoa,Pizzeria,Italia
18077,Genoa,Ristorante,Italia
18078,Milan,Trattoria,Italia
18079,Naples,Panetteria,Italia
18080,Rome,Enoteca,Italia
18081,Milan,Ristorante,Italia
18082,Naples,Trattoria,Italia
18083,Palermo,Banca,Italia
18084,Florence,Trattoria,Italia
18085,Messina,Enoteca,Italia
18086,Milan,Panetteria,Italia
18087,Palermo,Pizzeria,Italia
18088,Turin,Trattoria,Italia
18089,Venice,Salumeria,Italia
18090,Genoa,Trattoria,Italia
18091,Bologna,Salumeria,Italia
18092,Rome,Salumeria,Italia
18093,Palermo,Ristorante,Italia
18094,Verona,Enoteca,Italia
18095,Florence,Panetteria,Italia
18096,Naples,Banca,Italia
18097,Venice,Pizzeria,Italia
18098,Turin,Banca,Italia
18099,Florence,Pizzeria,Italia
18100,Bologna,Banca,Italia
18101,Florence,Pizzeria,Italia
18102,Naples,Banca,Italia
18103,Florence,Trattoria,Italia
18104,Genoa,Banca,Italia
18105,Naples,Banca,Italia
18106,Venezia,Salumeria,Italia
18107,Florence,Panetteria,Italia
18108,Venezia,Salumeria,Italia
18109,Florence,Ristorante,Italia
18110,Bologna,Enoteca,Italia
18111,Genoa,Salumeria,Italia
18112,Venezia,Enoteca,Italia
18113,Venezia,Enoteca,Italia
18114,Turin,Salumeria,Italia
18115,Palermo,Salumeria,Italia
18116,Verona,Ristorante,Italia
18117,Genoa,Enoteca,Italia
18118,Bologna,Banca,Italia
18119,Venice,Enoteca,Italia
18120,Venice,Enoteca,Italia
18121,Messina,Trattoria,Italia
18122,Florence,Pizzeria,Italia
18123,Rome,Enoteca,Italia
18124,Palermo,Panetteria,Italia
18125,Florence,Trattoria,Italia
18126,Milan,Salumeria,Italia
18127,Genoa,Panetteria,Italia
18128,Rome,Salumeria,Italia
18129,Messina,Salumeria,Italia
18130,Messina,Banca,Italia
18131,Milan,Pizzeria,Italia
18132,Milan,Banca,Italia
18133,Venezia,Ristorante,Italia
18134,Palermo,Panetteria,Italia
18135,Rome,Salumeria,Italia
18136,Rome,Pizzeria,Italia
18137,Milan,Banca,Italia
18138,Naples,Banca,Italia
18139,Naples,Pizzeria,Italia
18140,Messina,Banca,Italia
18141,Naples,Trattoria,Italia
18142,Milan,Trattoria,Italia
18143,Bologna,Pizzeria,Italia
18144,Genoa,Banca,Italia
18145,Rome,Enoteca,Italia
18146,Turin,Pizzeria,Italia
18147,Genoa,Trattoria,Italia
18148,Naples,Banca,Italia
18149,Genoa,Pizzeria,Italia
18150,Messina,Banca,Italia
18151,Bologna,Panetteria,Italia
18152,Venice,Panetteria,Italia
18153,Palermo,Pizzeria,Italia
18154,Naples,Trattoria,Italia
18155,Messina,Ristorante,Italia
18156,Venice,Salumeria,Italia
18157,Naples,Panetteria,Italia
18158,Florence,Enoteca,Italia
18159,Naples,Panetteria,Italia
18160,Venice,Trattoria,Italia
18161,Genoa,Trattoria,Italia
18162,Verona,Ristorante,Italia
18163,Bologna,Pizzeria,Italia
18164,Genoa,Trattoria,Italia
18165,Turin,Banca,Italia
18166,Rome,Banca,Italia
18167,Bologna,Trattoria,Italia
18168,Verona,Panetteria,Italia
18169,Venezia,Salumeria,Italia
18170,Messina,Salumeria,Italia
18171,Naples,Enoteca,Italia
18172,Venezia,Trattoria,Italia
18173,Rome,Salumeria,Italia
18174,Verona,Ristorante,Italia
18175,Messina,Banca,Italia
18176,Palermo,Panetteria,Italia
18177,Verona,Banca,Italia
18178,Rome,Trattoria,Italia
18179,Rome,Ristorante,Italia
18180,Milan,Enoteca,Italia
18181,Turin,Salumeria,Italia
18182,Rome,Pizzeria,Italia
18183,Milan,Trattoria,Italia
18184,Turin,Pizzeria,Italia
18185,Rome,Trattoria,Italia
18186,Palermo,Panetteria,Italia
18187,Milan,Ristorante,Italia
18188,Turin,Salumeria,Italia
18189,Naples,Trattoria,Italia
18190,Turin,Pizzeria,Italia
18191,Venezia,Trattoria,Italia
18192,Bologna,Banca,Italia
18193,Turin,Banca,Italia
18194,Rome,Banca,Italia
18195,Venice,Pizzeria,Italia
18196,Verona,Banca,Italia
18197,Milan,Banca,Italia
18198,Genoa,Enoteca,Italia
18199,Turin,Pizzeria,Italia
18200,Messina,Salumeria,Italia
18201,Turin,Enoteca,Italia
18202,Milan,Enoteca,Italia
18203,Milan,Salumeria,Italia
18204,Venice,Pizzeria,Italia
18205,Messina,Enoteca,Italia
18206,Palermo,Ristorante,Italia
18207,Messina,Ristorante,Italia
18208,Palermo,Ristorante,Italia
18209,Florence,Trattoria,Italia
18210,Rome,Panetteria,Italia
18211,Turin,Enoteca,Italia
18212,Venice,Enoteca,Italia
18213,Turin,Trattoria,Italia
18214,Florence,Ristorante,Italia
18215,Venezia,Trattoria,Italia
18216,Genoa,Salumeria,Italia
18217,Milan,Pizzeria,Italia
18218,Verona,Salumeria,Italia
18219,Venice,Trattoria,Italia
18220,Verona,Enoteca,Italia
18221,Verona,Salumeria,Italia
18222,Palermo,Pizzeria,Italia
18223,Venice,Enoteca,Italia
18224,Florence,Salumeria,Italia
18225,Turin,Pizzeria,Italia
18226,Palermo,Salumeria,Italia
18227,Venice,Salumeria,Italia
18228,Genoa,Panetteria,Italia
18229,Florence,Pizzeria,Italia
18230,Turin,Enoteca,Italia
18231,Genoa,Ristorante,Italia
18232,Naples,Panetteria,Italia
18233,Messina,Salumeria,Italia
18234,Venice,Enoteca,Italia
18235,Naples,Trattoria,Italia
18236,Rome,Trattoria,Italia
18237,Florence,Enoteca,Italia
18238,Florence,Ristorante,Italia
18239,Verona,Panetteria,Italia
18240,Genoa,Enoteca,Italia
18241,Genoa,Salumeria,Italia
18242,Rome,Pizzeria,Italia
18243,Palermo,Enoteca,Italia
18244,Milan,Trattoria,Italia
18245,Milan,Salumeria,Italia
18246,Florence,Pizzeria,Italia
18247,Turin,Enoteca,Italia
18248,Messina,Enoteca,Italia
18249,Florence,Panetteria,Italia
18250,Milan,Ristorante,Italia
18251,Turin,Enoteca,Italia
18252,Messina,Trattoria,Italia
18253,Verona,Panetteria,Italia
18254,Genoa,Trattoria,Italia
18255,Florence,Salumeria,Italia
18256,Bologna,Enoteca,Italia
18257,Rome,Enoteca,Italia
18258,Verona,Panetteria,Italia
18259,Milan,Salumeria,Italia
18260,Messina,Panetteria,Italia
18261,Bologna,Pizzeria,Italia
18262,Palermo,Panetteria,Italia
18263,Palermo,Banca,Italia
18264,Verona,Banca,Italia
18265,Venezia,Enoteca,Italia
18266,Turin,Enoteca,Italia
18267,Venice,Ristorante,Italia
18268,Venezia,Enoteca,Italia
