id,data,nome
1001,2025-04-27,drug possession
1002,2025-02-07,terrorism
1003,2025-09-23,terrorism
1004,2025-11-28,cybercrime
1005,2025-08-23,homicide
1006,2025-08-26,money laundering
1007,2025-09-23,domestic violence
1008,2025-07-18,cybercrime
1009,2025-02-28,money laundering
1010,2025-07-03,carjacking
1011,2025-02-10,domestic violence
1012,2025-03-05,domestic violence
1013,2025-08-18,trespassing
1014,2025-11-04,homicide
1015,2025-02-25,trespassing
1016,2025-03-10,fraud
1017,2025-02-15,drug possession
1018,2025-10-01,cybercrime
1019,2025-09-12,kidnapping
1020,2025-09-13,homicide
1021,2025-03-28,arson
1022,2025-09-09,carjacking
1023,2025-05-01,stalking
1024,2025-12-02,human trafficking
1025,2025-06-30,embezzlement
1026,2025-12-01,trespassing
1027,2025-01-31,stalking
1028,2025-09-16,trespassing
1029,2025-01-29,human trafficking
1030,2025-01-08,drug possession
1031,2025-03-28,robbery
1032,2025-03-04,robbery
1033,2025-05-29,arson
1034,2025-12-30,homicide
1035,2025-11-14,kidnapping
1036,2025-09-02,stalking
1037,2025-07-24,terrorism
1038,2025-09-21,domestic violence
1039,2025-07-29,human trafficking
1040,2025-04-03,burglary
1041,2025-10-06,arson
1042,2025-11-20,homicide
1043,2025-12-24,robbery
1044,2025-04-15,stalking
1045,2025-11-15,homicide
1046,2025-12-24,drug possession
1047,2025-08-02,kidnapping
1048,2025-04-20,trespassing
1049,2025-02-25,trespassing
1050,2025-06-19,money laundering
1051,2025-08-09,assault
1052,2025-06-28,homicide
1053,2025-12-28,arson
1054,2025-07-28,homicide
1055,2025-03-15,human trafficking
1056,2025-07-18,money laundering
1057,2025-07-03,embezzlement
1058,2025-01-23,fraud
1059,2025-04-07,drug possession
1060,2025-12-21,arson
1061,2025-10-14,carjacking
1062,2025-06-01,cybercrime
1063,2025-04-24,money laundering
1064,2025-05-31,human trafficking
1065,2025-11-06,robbery
1066,2025-04-10,human trafficking
1067,2025-03-16,human trafficking
1068,2025-05-15,cybercrime
1069,2025-05-25,human trafficking
1070,2025-09-11,cybercrime
1071,2025-06-12,fraud
