nome,numeroSerie
knife,14000
flashlight,14001
screwdriver,14002
crowbar,14003
knife,14004
knife,14005
rope,14006
mask,14007
rope,14008
gun,14009
flashlight,14010
knife,14011
gun,14012
screwdriver,14013
knife,14014
rope,14015
knife,14016
gun,14017
rope,14018
hammer,14019
gun,14020
flashlight,14021
screwdriver,14022
rope,14023
knife,14024
mask,14025
mask,14026
knife,14027
crowbar,14028
crowbar,14029
flashlight,14030
knife,14031
crowbar,14032
knife,14033
knife,14034
knife,14035
gun,14036
rope,14037
crowbar,14038
rope,14039
flashlight,14040
screwdriver,14041
knife,14042
gun,14043
hammer,14044
flashlight,14045
screwdriver,14046
flashlight,14047
phone,14048
crowbar,14049
rope,14050
gun,14051
gun,14052
screwdriver,14053
knife,14054
rope,14055
rope,14056
screwdriver,14057
phone,14058
gun,14059
screwdriver,14060
crowbar,14061
flashlight,14062
screwdriver,14063
phone,14064
flashlight,14065
mask,14066
knife,14067
knife,14068
crowbar,14069
rope,14070
phone,14071
knife,14072
knife,14073
knife,14074
knife,14075
rope,14076
flashlight,14077
knife,14078
mask,14079
flashlight,14080
knife,14081
mask,14082
hammer,14083
hammer,14084
mask,14085
phone,14086
crowbar,14087
phone,14088
gun,14089
hammer,14090
knife,14091
hammer,14092
gun,14093
flashlight,14094
rope,14095
screwdriver,14096
crowbar,14097
rope,14098
knife,14099
knife,14100
mask,14101
crowbar,14102
gun,14103
knife,14104
gun,14105
gun,14106
screwdriver,14107
crowbar,14108
screwdriver,14109
knife,14110
rope,14111
screwdriver,14112
phone,14113
phone,14114
mask,14115
gun,14116
rope,14117
knife,14118
rope,14119
mask,14120
mask,14121
knife,14122
mask,14123
mask,14124
knife,14125
flashlight,14126
gun,14127
flashlight,14128
mask,14129
phone,14130
knife,14131
gun,14132
hammer,14133
knife,14134
knife,14135
mask,14136
knife,14137
flashlight,14138
rope,14139
flashlight,14140
crowbar,14141
gun,14142
crowbar,14143
knife,14144
gun,14145
mask,14146
screwdriver,14147
flashlight,14148
knife,14149
gun,14150
hammer,14151
knife,14152
rope,14153
knife,14154
flashlight,14155
phone,14156
hammer,14157
flashlight,14158
mask,14159
rope,14160
phone,14161
crowbar,14162
mask,14163
knife,14164
mask,14165
screwdriver,14166
crowbar,14167
knife,14168
phone,14169
crowbar,14170
gun,14171
hammer,14172
rope,14173
gun,14174
screwdriver,14175
rope,14176
screwdriver,14177
crowbar,14178
screwdriver,14179
knife,14180
gun,14181
rope,14182
hammer,14183
rope,14184
rope,14185
knife,14186
knife,14187
hammer,14188
gun,14189
flashlight,14190
gun,14191
rope,14192
phone,14193
gun,14194
flashlight,14195
screwdriver,14196
crowbar,14197
rope,14198
crowbar,14199
knife,14200
knife,14201
hammer,14202
rope,14203
knife,14204
gun,14205
knife,14206
flashlight,14207
gun,14208
crowbar,14209
mask,14210
hammer,14211
hammer,14212
gun,14213
mask,14214
flashlight,14215
crowbar,14216
screwdriver,14217
mask,14218
knife,14219
rope,14220
knife,14221
knife,14222
hammer,14223
screwdriver,14224
hammer,14225
mask,14226
gun,14227
rope,14228
rope,14229
flashlight,14230
knife,14231
mask,14232
hammer,14233
knife,14234
rope,14235
mask,14236
knife,14237
flashlight,14238
flashlight,14239
crowbar,14240
flashlight,14241
flashlight,14242
knife,14243
hammer,14244
hammer,14245
screwdriver,14246
phone,14247
rope,14248
crowbar,14249
screwdriver,14250
knife,14251
screwdriver,14252
flashlight,14253
phone,14254
screwdriver,14255
knife,14256
rope,14257
crowbar,14258
flashlight,14259
flashlight,14260
mask,14261
knife,14262
mask,14263
crowbar,14264
crowbar,14265
flashlight,14266
gun,14267
screwdriver,14268
rope,14269
knife,14270
crowbar,14271
screwdriver,14272
crowbar,14273
hammer,14274
knife,14275
phone,14276
knife,14277
phone,14278
phone,14279
screwdriver,14280
phone,14281
rope,14282
crowbar,14283
mask,14284
gun,14285
knife,14286
mask,14287
phone,14288
crowbar,14289
knife,14290
phone,14291
crowbar,14292
knife,14293
flashlight,14294
gun,14295
knife,14296
gun,14297
knife,14298
hammer,14299
knife,14300
rope,14301
hammer,14302
hammer,14303
rope,14304
gun,14305
phone,14306
mask,14307
flashlight,14308
screwdriver,14309
crowbar,14310
knife,14311
gun,14312
mask,14313
rope,14314
screwdriver,14315
rope,14316
screwdriver,14317
screwdriver,14318
phone,14319
knife,14320
rope,14321
flashlight,14322
crowbar,14323
crowbar,14324
rope,14325
rope,14326
knife,14327
gun,14328
knife,14329
phone,14330
knife,14331
crowbar,14332
mask,14333
phone,14334
screwdriver,14335
mask,14336
screwdriver,14337
phone,14338
rope,14339
flashlight,14340
screwdriver,14341
gun,14342
knife,14343
knife,14344
flashlight,14345
phone,14346
crowbar,14347
gun,14348
rope,14349
knife,14350
knife,14351
knife,14352
screwdriver,14353
hammer,14354
gun,14355
crowbar,14356
screwdriver,14357
knife,14358
crowbar,14359
knife,14360
rope,14361
flashlight,14362
crowbar,14363
knife,14364
crowbar,14365
knife,14366
gun,14367
phone,14368
knife,14369
phone,14370
gun,14371
knife,14372
crowbar,14373
phone,14374
hammer,14375
phone,14376
gun,14377
phone,14378
knife,14379
crowbar,14380
crowbar,14381
hammer,14382
gun,14383
hammer,14384
gun,14385
phone,14386
knife,14387
mask,14388
phone,14389
knife,14390
gun,14391
gun,14392
gun,14393
knife,14394
knife,14395
screwdriver,14396
hammer,14397
mask,14398
phone,14399
flashlight,14400
gun,14401
flashlight,14402
knife,14403
knife,14404
flashlight,14405
rope,14406
hammer,14407
gun,14408
phone,14409
flashlight,14410
gun,14411
crowbar,14412
flashlight,14413
screwdriver,14414
rope,14415
gun,14416
crowbar,14417
knife,14418
rope,14419
rope,14420
mask,14421
screwdriver,14422
gun,14423
crowbar,14424
flashlight,14425
hammer,14426
crowbar,14427
rope,14428
flashlight,14429
hammer,14430
flashlight,14431
crowbar,14432
hammer,14433
phone,14434
phone,14435
crowbar,14436
rope,14437
knife,14438
phone,14439
knife,14440
gun,14441
screwdriver,14442
flashlight,14443
phone,14444
mask,14445
rope,14446
hammer,14447
knife,14448
flashlight,14449
screwdriver,14450
knife,14451
flashlight,14452
knife,14453
knife,14454
crowbar,14455
knife,14456
screwdriver,14457
knife,14458
hammer,14459
phone,14460
gun,14461
knife,14462
gun,14463
screwdriver,14464
mask,14465
phone,14466
screwdriver,14467
gun,14468
phone,14469
screwdriver,14470
flashlight,14471
rope,14472
flashlight,14473
gun,14474
mask,14475
mask,14476
phone,14477
phone,14478
gun,14479
hammer,14480
gun,14481
flashlight,14482
rope,14483
flashlight,14484
hammer,14485
mask,14486
gun,14487
hammer,14488
gun,14489
phone,14490
mask,14491
screwdriver,14492
mask,14493
mask,14494
hammer,14495
rope,14496
flashlight,14497
crowbar,14498
screwdriver,14499
knife,14500
phone,14501
rope,14502
knife,14503
phone,14504
gun,14505
knife,14506
mask,14507
hammer,14508
crowbar,14509
mask,14510
mask,14511
gun,14512
phone,14513
gun,14514
gun,14515
mask,14516
knife,14517
flashlight,14518
phone,14519
screwdriver,14520
rope,14521
knife,14522
crowbar,14523
gun,14524
flashlight,14525
crowbar,14526
mask,14527
screwdriver,14528
knife,14529
phone,14530
gun,14531
flashlight,14532
knife,14533
knife,14534
knife,14535
phone,14536
knife,14537
knife,14538
crowbar,14539
mask,14540
flashlight,14541
phone,14542
mask,14543
