id,data,nome
5001,2025-09-02,terrorism
5002,2025-04-17,drug possession
5003,2025-06-21,money laundering
5004,2025-11-04,embezzlement
5005,2025-04-23,robbery
5006,2025-12-26,money laundering
5007,2025-06-22,drug possession
5008,2025-10-02,cybercrime
5009,2025-06-28,kidnapping
5010,2025-03-11,robbery
5011,2025-05-28,cybercrime
5012,2025-10-25,fraud
5013,2025-03-02,terrorism
5014,2025-03-20,assault
5015,2025-01-13,stalking
5016,2025-06-21,homicide
5017,2025-05-23,domestic violence
5018,2025-09-23,fraud
5019,2025-07-05,assault
5020,2025-04-10,carjacking
5021,2025-07-26,stalking
5022,2025-11-29,embezzlement
5023,2025-02-28,human trafficking
5024,2025-11-24,arson
5025,2025-03-08,money laundering
5026,2025-07-10,drug possession
5027,2025-02-07,robbery
5028,2025-06-02,carjacking
5029,2025-10-25,assault
5030,2025-01-07,cybercrime
5031,2025-12-18,drug possession
5032,2025-09-30,arson
5033,2025-06-01,human trafficking
5034,2025-12-01,homicide
5035,2025-06-28,human trafficking
5036,2025-12-12,stalking
5037,2025-12-19,human trafficking
5038,2025-04-25,stalking
5039,2025-06-11,money laundering
5040,2025-10-19,cybercrime
5041,2025-06-01,homicide
5042,2025-04-19,burglary
5043,2025-07-25,fraud
5044,2025-06-15,money laundering
5045,2025-12-11,stalking
5046,2025-06-05,cybercrime
5047,2025-06-15,money laundering
5048,2025-06-11,cybercrime
5049,2025-10-31,terrorism
5050,2025-07-15,trespassing
5051,2025-09-15,kidnapping
5052,2025-12-14,domestic violence
5053,2025-01-23,homicide
5054,2025-02-13,stalking
5055,2025-09-29,cybercrime
5056,2025-02-08,cybercrime
5057,2025-07-03,stalking
5058,2025-02-10,robbery
5059,2025-04-09,arson
5060,2025-12-07,arson
5061,2025-10-29,domestic violence
5062,2025-11-11,domestic violence
5063,2025-09-20,assault
5064,2025-08-15,drug possession
5065,2025-11-02,money laundering
5066,2025-12-29,terrorism
5067,2025-08-08,assault
5068,2025-02-05,drug possession
5069,2025-01-06,stalking
5070,2025-03-16,trespassing
5071,2025-08-20,fraud
5072,2025-10-28,robbery
5073,2025-09-05,assault
5074,2025-01-15,burglary
5075,2025-10-05,human trafficking
5076,2025-07-29,carjacking
5077,2025-05-02,assault
5078,2025-10-08,assault
5079,2025-02-09,money laundering
5080,2025-01-06,kidnapping
5081,2025-01-25,carjacking
5082,2025-10-17,carjacking
5083,2025-07-16,trespassing
5084,2025-03-21,drug possession
5085,2025-11-15,terrorism
5086,2025-02-11,robbery
5087,2025-07-20,terrorism
5088,2025-05-09,robbery
5089,2025-12-01,fraud
5090,2025-05-12,assault
5091,2025-03-13,carjacking
5092,2025-11-23,burglary
5093,2025-07-15,terrorism
5094,2025-03-08,homicide
5095,2025-04-06,cybercrime
5096,2025-07-06,assault
5097,2025-01-28,kidnapping
5098,2025-08-31,arson
5099,2025-09-18,trespassing
5100,2025-01-17,arson
5101,2025-07-04,fraud
5102,2025-01-19,assault
5103,2025-08-26,human trafficking
5104,2025-04-02,cybercrime
5105,2025-10-16,embezzlement
5106,2025-05-17,homicide
5107,2025-05-25,assault
5108,2025-11-14,domestic violence
5109,2025-06-09,assault
5110,2025-08-08,carjacking
5111,2025-09-20,drug possession
5112,2025-06-10,drug possession
5113,2025-04-30,money laundering
5114,2025-03-26,trespassing
5115,2025-11-17,money laundering
5116,2025-01-23,embezzlement
5117,2025-10-08,fraud
5118,2025-10-24,human trafficking
5119,2025-12-01,fraud
5120,2025-05-14,assault
5121,2025-09-02,drug possession
5122,2025-05-15,burglary
5123,2025-12-02,burglary
5124,2025-10-27,domestic violence
5125,2025-06-28,cybercrime
5126,2025-07-11,drug possession
5127,2025-01-11,trespassing
5128,2025-09-29,carjacking
5129,2025-12-29,cybercrime
5130,2025-02-19,carjacking
5131,2025-07-31,assault
5132,2025-12-24,terrorism
5133,2025-07-25,kidnapping
5134,2025-01-05,embezzlement
5135,2025-02-26,burglary
5136,2025-05-30,domestic violence
5137,2025-12-30,kidnapping
5138,2025-10-17,burglary
5139,2025-04-19,assault
5140,2025-10-30,fraud
5141,2025-04-02,human trafficking
5142,2025-06-28,robbery
5143,2025-07-18,homicide
5144,2025-05-14,money laundering
5145,2025-12-09,arson
5146,2025-02-09,domestic violence
5147,2025-08-22,burglary
5148,2025-06-05,money laundering
5149,2025-08-08,human trafficking
5150,2025-10-20,human trafficking
5151,2025-02-04,trespassing
5152,2025-03-07,assault
5153,2025-01-07,trespassing
5154,2025-03-02,homicide
5155,2025-01-25,embezzlement
5156,2025-06-15,burglary
5157,2025-03-27,burglary
5158,2025-03-19,assault
5159,2025-08-19,trespassing
5160,2025-03-10,embezzlement
5161,2025-07-30,arson
5162,2025-10-29,assault
5163,2025-01-21,cybercrime
5164,2025-01-27,homicide
5165,2025-02-12,domestic violence
5166,2025-12-28,carjacking
5167,2025-05-16,stalking
5168,2025-12-14,homicide
5169,2025-11-09,cybercrime
5170,2025-07-27,money laundering
5171,2025-04-12,carjacking
5172,2025-04-14,cybercrime
5173,2025-09-27,drug possession
5174,2025-10-07,fraud
5175,2025-06-19,homicide
5176,2025-09-18,assault
5177,2025-03-06,money laundering
5178,2025-08-06,cybercrime
5179,2025-09-04,stalking
5180,2025-07-08,carjacking
5181,2025-06-09,trespassing
5182,2025-05-03,arson
5183,2025-04-10,assault
5184,2025-08-13,homicide
5185,2025-05-07,human trafficking
5186,2025-10-02,human trafficking
5187,2025-12-25,homicide
5188,2025-01-05,assault
5189,2025-05-16,stalking
5190,2025-03-11,domestic violence
5191,2025-06-01,kidnapping
5192,2025-06-02,drug possession
5193,2025-06-14,trespassing
5194,2025-07-30,terrorism
5195,2025-08-18,homicide
5196,2025-08-11,embezzlement
