nome,numeroSerie
phone,10000
flashlight,10001
screwdriver,10002
crowbar,10003
mask,10004
gun,10005
rope,10006
flashlight,10007
mask,10008
knife,10009
knife,10010
hammer,10011
crowbar,10012
knife,10013
mask,10014
crowbar,10015
mask,10016
rope,10017
knife,10018
rope,10019
gun,10020
mask,10021
gun,10022
phone,10023
flashlight,10024
gun,10025
hammer,10026
rope,10027
mask,10028
knife,10029
rope,10030
rope,10031
mask,10032
flashlight,10033
phone,10034
hammer,10035
crowbar,10036
flashlight,10037
crowbar,10038
hammer,10039
knife,10040
crowbar,10041
crowbar,10042
mask,10043
knife,10044
flashlight,10045
hammer,10046
flashlight,10047
phone,10048
mask,10049
knife,10050
screwdriver,10051
rope,10052
screwdriver,10053
mask,10054
phone,10055
knife,10056
knife,10057
crowbar,10058
phone,10059
mask,10060
mask,10061
flashlight,10062
knife,10063
hammer,10064
rope,10065
knife,10066
knife,10067
knife,10068
screwdriver,10069
gun,10070
phone,10071
crowbar,10072
gun,10073
knife,10074
knife,10075
gun,10076
hammer,10077
hammer,10078
flashlight,10079
gun,10080
mask,10081
mask,10082
screwdriver,10083
crowbar,10084
knife,10085
phone,10086
phone,10087
mask,10088
rope,10089
flashlight,10090
knife,10091
knife,10092
hammer,10093
flashlight,10094
flashlight,10095
mask,10096
phone,10097
mask,10098
knife,10099
phone,10100
crowbar,10101
gun,10102
mask,10103
rope,10104
gun,10105
crowbar,10106
crowbar,10107
knife,10108
flashlight,10109
knife,10110
mask,10111
crowbar,10112
phone,10113
phone,10114
flashlight,10115
knife,10116
screwdriver,10117
knife,10118
hammer,10119
gun,10120
flashlight,10121
flashlight,10122
crowbar,10123
knife,10124
knife,10125
screwdriver,10126
knife,10127
knife,10128
crowbar,10129
gun,10130
rope,10131
mask,10132
knife,10133
hammer,10134
knife,10135
crowbar,10136
flashlight,10137
phone,10138
screwdriver,10139
flashlight,10140
hammer,10141
gun,10142
phone,10143
knife,10144
knife,10145
knife,10146
flashlight,10147
mask,10148
knife,10149
screwdriver,10150
gun,10151
rope,10152
rope,10153
knife,10154
crowbar,10155
mask,10156
flashlight,10157
hammer,10158
phone,10159
mask,10160
knife,10161
gun,10162
knife,10163
phone,10164
rope,10165
knife,10166
crowbar,10167
hammer,10168
rope,10169
knife,10170
knife,10171
screwdriver,10172
knife,10173
gun,10174
flashlight,10175
knife,10176
mask,10177
crowbar,10178
knife,10179
gun,10180
crowbar,10181
screwdriver,10182
knife,10183
knife,10184
phone,10185
rope,10186
flashlight,10187
crowbar,10188
gun,10189
screwdriver,10190
knife,10191
phone,10192
hammer,10193
crowbar,10194
hammer,10195
crowbar,10196
crowbar,10197
knife,10198
knife,10199
knife,10200
rope,10201
mask,10202
knife,10203
rope,10204
crowbar,10205
knife,10206
knife,10207
gun,10208
knife,10209
screwdriver,10210
crowbar,10211
crowbar,10212
rope,10213
knife,10214
screwdriver,10215
mask,10216
phone,10217
flashlight,10218
flashlight,10219
mask,10220
flashlight,10221
phone,10222
gun,10223
flashlight,10224
crowbar,10225
phone,10226
flashlight,10227
screwdriver,10228
knife,10229
knife,10230
rope,10231
crowbar,10232
screwdriver,10233
knife,10234
rope,10235
crowbar,10236
knife,10237
knife,10238
gun,10239
hammer,10240
gun,10241
knife,10242
crowbar,10243
mask,10244
crowbar,10245
crowbar,10246
rope,10247
knife,10248
phone,10249
gun,10250
gun,10251
gun,10252
screwdriver,10253
crowbar,10254
crowbar,10255
hammer,10256
rope,10257
crowbar,10258
mask,10259
phone,10260
rope,10261
phone,10262
screwdriver,10263
crowbar,10264
knife,10265
flashlight,10266
crowbar,10267
phone,10268
knife,10269
hammer,10270
screwdriver,10271
gun,10272
rope,10273
hammer,10274
flashlight,10275
knife,10276
knife,10277
knife,10278
rope,10279
mask,10280
knife,10281
gun,10282
phone,10283
gun,10284
rope,10285
phone,10286
hammer,10287
rope,10288
screwdriver,10289
hammer,10290
hammer,10291
mask,10292
gun,10293
knife,10294
gun,10295
knife,10296
hammer,10297
hammer,10298
mask,10299
flashlight,10300
phone,10301
gun,10302
mask,10303
knife,10304
knife,10305
hammer,10306
mask,10307
rope,10308
screwdriver,10309
knife,10310
crowbar,10311
hammer,10312
mask,10313
flashlight,10314
flashlight,10315
crowbar,10316
flashlight,10317
knife,10318
knife,10319
mask,10320
crowbar,10321
phone,10322
hammer,10323
knife,10324
phone,10325
knife,10326
rope,10327
mask,10328
phone,10329
rope,10330
gun,10331
rope,10332
rope,10333
hammer,10334
screwdriver,10335
gun,10336
mask,10337
crowbar,10338
hammer,10339
knife,10340
hammer,10341
gun,10342
screwdriver,10343
knife,10344
phone,10345
mask,10346
knife,10347
rope,10348
screwdriver,10349
knife,10350
crowbar,10351
screwdriver,10352
hammer,10353
gun,10354
phone,10355
gun,10356
phone,10357
rope,10358
hammer,10359
mask,10360
screwdriver,10361
knife,10362
screwdriver,10363
phone,10364
knife,10365
screwdriver,10366
phone,10367
mask,10368
phone,10369
mask,10370
gun,10371
knife,10372
phone,10373
rope,10374
hammer,10375
flashlight,10376
mask,10377
crowbar,10378
knife,10379
screwdriver,10380
gun,10381
gun,10382
hammer,10383
rope,10384
knife,10385
phone,10386
crowbar,10387
knife,10388
phone,10389
knife,10390
knife,10391
gun,10392
screwdriver,10393
screwdriver,10394
hammer,10395
knife,10396
rope,10397
knife,10398
knife,10399
knife,10400
mask,10401
rope,10402
hammer,10403
rope,10404
phone,10405
hammer,10406
mask,10407
knife,10408
screwdriver,10409
screwdriver,10410
mask,10411
rope,10412
gun,10413
rope,10414
hammer,10415
flashlight,10416
hammer,10417
hammer,10418
flashlight,10419
phone,10420
flashlight,10421
phone,10422
screwdriver,10423
crowbar,10424
mask,10425
screwdriver,10426
flashlight,10427
phone,10428
flashlight,10429
rope,10430
gun,10431
screwdriver,10432
gun,10433
crowbar,10434
mask,10435
gun,10436
mask,10437
mask,10438
knife,10439
knife,10440
gun,10441
gun,10442
phone,10443
rope,10444
knife,10445
screwdriver,10446
hammer,10447
flashlight,10448
mask,10449
gun,10450
gun,10451
screwdriver,10452
screwdriver,10453
crowbar,10454
gun,10455
crowbar,10456
phone,10457
knife,10458
crowbar,10459
phone,10460
knife,10461
hammer,10462
screwdriver,10463
crowbar,10464
mask,10465
flashlight,10466
flashlight,10467
screwdriver,10468
phone,10469
gun,10470
phone,10471
knife,10472
screwdriver,10473
knife,10474
screwdriver,10475
rope,10476
phone,10477
knife,10478
screwdriver,10479
flashlight,10480
mask,10481
hammer,10482
mask,10483
gun,10484
flashlight,10485
knife,10486
crowbar,10487
crowbar,10488
gun,10489
knife,10490
gun,10491
screwdriver,10492
knife,10493
gun,10494
screwdriver,10495
hammer,10496
screwdriver,10497
flashlight,10498
mask,10499
rope,10500
screwdriver,10501
knife,10502
screwdriver,10503
phone,10504
flashlight,10505
rope,10506
mask,10507
screwdriver,10508
knife,10509
flashlight,10510
knife,10511
hammer,10512
knife,10513
knife,10514
knife,10515
screwdriver,10516
screwdriver,10517
crowbar,10518
gun,10519
rope,10520
hammer,10521
hammer,10522
mask,10523
mask,10524
hammer,10525
flashlight,10526
rope,10527
gun,10528
flashlight,10529
gun,10530
hammer,10531
screwdriver,10532
crowbar,10533
screwdriver,10534
hammer,10535
knife,10536
mask,10537
crowbar,10538
mask,10539
crowbar,10540
hammer,10541
screwdriver,10542
phone,10543
screwdriver,10544
gun,10545
knife,10546
screwdriver,10547
rope,10548
knife,10549
rope,10550
crowbar,10551
flashlight,10552
mask,10553
crowbar,10554
phone,10555
rope,10556
rope,10557
knife,10558
gun,10559
rope,10560
flashlight,10561
phone,10562
hammer,10563
flashlight,10564
knife,10565
knife,10566
gun,10567
phone,10568
knife,10569
screwdriver,10570
hammer,10571
gun,10572
crowbar,10573
rope,10574
flashlight,10575
knife,10576
screwdriver,10577
gun,10578
screwdriver,10579
knife,10580
flashlight,10581
rope,10582
hammer,10583
hammer,10584
crowbar,10585
rope,10586
mask,10587
screwdriver,10588
flashlight,10589
knife,10590
mask,10591
knife,10592
rope,10593
mask,10594
crowbar,10595
knife,10596
flashlight,10597
knife,10598
flashlight,10599
hammer,10600
screwdriver,10601
gun,10602
hammer,10603
knife,10604
rope,10605
flashlight,10606
screwdriver,10607
gun,10608
knife,10609
flashlight,10610
rope,10611
screwdriver,10612
knife,10613
rope,10614
knife,10615
flashlight,10616
screwdriver,10617
screwdriver,10618
rope,10619
mask,10620
crowbar,10621
flashlight,10622
knife,10623
screwdriver,10624
phone,10625
gun,10626
knife,10627
knife,10628
phone,10629
mask,10630
rope,10631
hammer,10632
hammer,10633
