cap,citta,nome,paese
26000,Genoa,Pizzeria,Italia
26001,Turin,Panetteria,Italia
26002,Florence,Enoteca,Italia
26003,Venice,Salumeria,Italia
26004,Palermo,Banca,Italia
26005,Naples,Panetteria,Italia
26006,Rome,Ristorante,Italia
26007,Naples,Pizzeria,Italia
26008,Naples,Salumeria,Italia
26009,Venice,Panetteria,Italia
26010,Florence,Banca,Italia
26011,Messina,Panetteria,Italia
26012,Turin,Trattoria,Italia
26013,Bologna,Ristorante,Italia
26014,Naples,Panetteria,Italia
26015,Bologna,Ristorante,Italia
26016,Rome,Ristorante,Italia
26017,Messina,Banca,Italia
26018,Palermo,Salumeria,Italia
26019,Bologna,Banca,Italia
26020,Genoa,Enoteca,Italia
26021,Turin,Enoteca,Italia
26022,Naples,Panetteria,Italia
26023,Bologna,Trattoria,Italia
26024,Turin,Banca,Italia
26025,Genoa,Panetteria,Italia
26026,Verona,Pizzeria,Italia
26027,Palermo,Enoteca,Italia
26028,Rome,Ristorante,Italia
26029,Naples,Pizzeria,Italia
26030,Florence,Enoteca,Italia
26031,Palermo,Pizzeria,Italia
26032,Rome,Enoteca,Italia
26033,Palermo,Panetteria,Italia
26034,Turin,Salumeria,Italia
26035,Turin,Salumeria,Italia
26036,Venezia,Salumeria,Italia
26037,Naples,Ristorante,Italia
26038,Bologna,Enoteca,Italia
26039,Venezia,Trattoria,Italia
26040,Venice,Salumeria,Italia
26041,Naples,Ristorante,Italia
26042,Florence,Enoteca,Italia
26043,Verona,Salumeria,Italia
26044,Rome,Pizzeria,Italia
26045,Venezia,Banca,Italia
26046,Genoa,Pizzeria,Italia
26047,Milan,Pizzeria,Italia
26048,Palermo,Trattoria,Italia
26049,Naples,Salumeria,Italia
26050,Verona,Panetteria,Italia
26051,Messina,Trattoria,Italia
26052,Venezia,Ristorante,Italia
26053,Venice,Pizzeria,Italia
26054,Verona,Banca,Italia
26055,Naples,Salumeria,Italia
26056,Venezia,Enoteca,Italia
26057,Milan,Pizzeria,Italia
26058,Palermo,Enoteca,Italia
26059,Genoa,Pizzeria,Italia
26060,Bologna,Enoteca,Italia
26061,Naples,Pizzeria,Italia
26062,Naples,Banca,Italia
26063,Naples,Trattoria,Italia
26064,Milan,Pizzeria,Italia
26065,Rome,Enoteca,Italia
26066,Genoa,Pizzeria,Italia
26067,Venice,Pizzeria,Italia
26068,Bologna,Pizzeria,Italia
26069,Venezia,Banca,Italia
26070,Florence,Enoteca,Italia
26071,Bologna,Salumeria,Italia
26072,Florence,Enoteca,Italia
26073,Palermo,Pizzeria,Italia
26074,Venice,Enoteca,Italia
26075,Venice,Ristorante,Italia
26076,Venice,Enoteca,Italia
26077,Turin,Panetteria,Italia
26078,Turin,Banca,Italia
26079,Turin,Salumeria,Italia
26080,Florence,Enoteca,Italia
26081,Turin,Pizzeria,Italia
26082,Bologna,Trattoria,Italia
26083,Turin,Salumeria,Italia
26084,Genoa,Banca,Italia
26085,Messina,Banca,Italia
26086,Venice,Enoteca,Italia
26087,Palermo,Banca,Italia
26088,Genoa,Pizzeria,Italia
26089,Palermo,Enoteca,Italia
26090,Genoa,Trattoria,Italia
26091,Genoa,Trattoria,Italia
26092,Genoa,Pizzeria,Italia
26093,Turin,Salumeria,Italia
26094,Rome,Enoteca,Italia
26095,Messina,Banca,Italia
26096,Rome,Pizzeria,Italia
26097,Palermo,Salumeria,Italia
