nome,numeroSerie
knife,25000
screwdriver,25001
knife,25002
crowbar,25003
phone,25004
hammer,25005
crowbar,25006
screwdriver,25007
knife,25008
rope,25009
mask,25010
knife,25011
knife,25012
knife,25013
screwdriver,25014
crowbar,25015
gun,25016
crowbar,25017
crowbar,25018
rope,25019
flashlight,25020
gun,25021
mask,25022
mask,25023
gun,25024
phone,25025
flashlight,25026
gun,25027
hammer,25028
gun,25029
knife,25030
knife,25031
knife,25032
rope,25033
gun,25034
flashlight,25035
knife,25036
flashlight,25037
crowbar,25038
screwdriver,25039
hammer,25040
knife,25041
screwdriver,25042
rope,25043
gun,25044
rope,25045
mask,25046
hammer,25047
knife,25048
phone,25049
flashlight,25050
hammer,25051
phone,25052
knife,25053
knife,25054
rope,25055
flashlight,25056
crowbar,25057
rope,25058
crowbar,25059
gun,25060
flashlight,25061
knife,25062
screwdriver,25063
knife,25064
screwdriver,25065
gun,25066
knife,25067
phone,25068
phone,25069
knife,25070
knife,25071
mask,25072
knife,25073
flashlight,25074
gun,25075
screwdriver,25076
rope,25077
gun,25078
screwdriver,25079
hammer,25080
crowbar,25081
flashlight,25082
hammer,25083
phone,25084
gun,25085
rope,25086
gun,25087
rope,25088
hammer,25089
rope,25090
rope,25091
phone,25092
knife,25093
screwdriver,25094
knife,25095
flashlight,25096
crowbar,25097
knife,25098
knife,25099
knife,25100
screwdriver,25101
rope,25102
flashlight,25103
flashlight,25104
screwdriver,25105
phone,25106
crowbar,25107
phone,25108
phone,25109
knife,25110
screwdriver,25111
gun,25112
flashlight,25113
hammer,25114
screwdriver,25115
phone,25116
flashlight,25117
knife,25118
rope,25119
hammer,25120
gun,25121
knife,25122
hammer,25123
screwdriver,25124
knife,25125
knife,25126
screwdriver,25127
mask,25128
crowbar,25129
phone,25130
hammer,25131
rope,25132
knife,25133
screwdriver,25134
knife,25135
flashlight,25136
hammer,25137
screwdriver,25138
mask,25139
knife,25140
flashlight,25141
mask,25142
crowbar,25143
rope,25144
crowbar,25145
phone,25146
knife,25147
flashlight,25148
phone,25149
hammer,25150
knife,25151
crowbar,25152
knife,25153
mask,25154
screwdriver,25155
screwdriver,25156
mask,25157
knife,25158
knife,25159
gun,25160
gun,25161
knife,25162
screwdriver,25163
phone,25164
knife,25165
gun,25166
mask,25167
knife,25168
hammer,25169
gun,25170
screwdriver,25171
mask,25172
hammer,25173
phone,25174
knife,25175
rope,25176
rope,25177
flashlight,25178
rope,25179
knife,25180
rope,25181
flashlight,25182
rope,25183
knife,25184
rope,25185
knife,25186
mask,25187
knife,25188
crowbar,25189
knife,25190
hammer,25191
knife,25192
mask,25193
knife,25194
screwdriver,25195
hammer,25196
crowbar,25197
crowbar,25198
knife,25199
phone,25200
gun,25201
hammer,25202
flashlight,25203
phone,25204
hammer,25205
phone,25206
screwdriver,25207
gun,25208
phone,25209
crowbar,25210
screwdriver,25211
gun,25212
phone,25213
rope,25214
crowbar,25215
rope,25216
mask,25217
knife,25218
mask,25219
phone,25220
knife,25221
flashlight,25222
screwdriver,25223
phone,25224
flashlight,25225
knife,25226
phone,25227
knife,25228
knife,25229
gun,25230
crowbar,25231
screwdriver,25232
knife,25233
gun,25234
phone,25235
screwdriver,25236
flashlight,25237
flashlight,25238
hammer,25239
phone,25240
hammer,25241
screwdriver,25242
knife,25243
hammer,25244
mask,25245
gun,25246
screwdriver,25247
flashlight,25248
crowbar,25249
flashlight,25250
gun,25251
flashlight,25252
hammer,25253
gun,25254
flashlight,25255
knife,25256
gun,25257
rope,25258
crowbar,25259
knife,25260
knife,25261
knife,25262
knife,25263
gun,25264
rope,25265
gun,25266
knife,25267
mask,25268
flashlight,25269
mask,25270
flashlight,25271
knife,25272
rope,25273
flashlight,25274
hammer,25275
screwdriver,25276
crowbar,25277
crowbar,25278
hammer,25279
knife,25280
mask,25281
mask,25282
screwdriver,25283
knife,25284
screwdriver,25285
knife,25286
hammer,25287
hammer,25288
knife,25289
knife,25290
phone,25291
rope,25292
knife,25293
crowbar,25294
gun,25295
flashlight,25296
hammer,25297
screwdriver,25298
rope,25299
phone,25300
knife,25301
knife,25302
mask,25303
gun,25304
screwdriver,25305
knife,25306
knife,25307
rope,25308
flashlight,25309
hammer,25310
knife,25311
crowbar,25312
rope,25313
rope,25314
gun,25315
knife,25316
knife,25317
flashlight,25318
flashlight,25319
knife,25320
knife,25321
rope,25322
crowbar,25323
rope,25324
knife,25325
gun,25326
flashlight,25327
rope,25328
screwdriver,25329
flashlight,25330
knife,25331
knife,25332
knife,25333
flashlight,25334
mask,25335
crowbar,25336
crowbar,25337
screwdriver,25338
phone,25339
knife,25340
mask,25341
hammer,25342
knife,25343
gun,25344
phone,25345
rope,25346
rope,25347
flashlight,25348
mask,25349
hammer,25350
crowbar,25351
screwdriver,25352
mask,25353
mask,25354
knife,25355
hammer,25356
flashlight,25357
hammer,25358
gun,25359
crowbar,25360
crowbar,25361
mask,25362
screwdriver,25363
phone,25364
mask,25365
crowbar,25366
screwdriver,25367
hammer,25368
knife,25369
flashlight,25370
phone,25371
gun,25372
screwdriver,25373
screwdriver,25374
screwdriver,25375
rope,25376
mask,25377
flashlight,25378
mask,25379
crowbar,25380
screwdriver,25381
mask,25382
knife,25383
mask,25384
gun,25385
flashlight,25386
knife,25387
flashlight,25388
rope,25389
phone,25390
screwdriver,25391
crowbar,25392
crowbar,25393
knife,25394
mask,25395
crowbar,25396
crowbar,25397
crowbar,25398
phone,25399
knife,25400
gun,25401
crowbar,25402
phone,25403
gun,25404
knife,25405
gun,25406
gun,25407
gun,25408
rope,25409
flashlight,25410
phone,25411
crowbar,25412
hammer,25413
phone,25414
screwdriver,25415
flashlight,25416
phone,25417
rope,25418
gun,25419
knife,25420
phone,25421
knife,25422
knife,25423
knife,25424
gun,25425
mask,25426
knife,25427
flashlight,25428
flashlight,25429
knife,25430
knife,25431
mask,25432
knife,25433
rope,25434
mask,25435
gun,25436
gun,25437
flashlight,25438
rope,25439
knife,25440
phone,25441
hammer,25442
rope,25443
knife,25444
rope,25445
flashlight,25446
crowbar,25447
rope,25448
mask,25449
hammer,25450
rope,25451
phone,25452
gun,25453
knife,25454
phone,25455
knife,25456
crowbar,25457
phone,25458
knife,25459
knife,25460
crowbar,25461
knife,25462
flashlight,25463
rope,25464
screwdriver,25465
knife,25466
crowbar,25467
knife,25468
hammer,25469
knife,25470
crowbar,25471
flashlight,25472
screwdriver,25473
hammer,25474
knife,25475
gun,25476
hammer,25477
screwdriver,25478
mask,25479
flashlight,25480
phone,25481
gun,25482
screwdriver,25483
hammer,25484
gun,25485
hammer,25486
hammer,25487
knife,25488
gun,25489
screwdriver,25490
flashlight,25491
hammer,25492
phone,25493
flashlight,25494
hammer,25495
phone,25496
mask,25497
hammer,25498
crowbar,25499
knife,25500
mask,25501
gun,25502
rope,25503
screwdriver,25504
knife,25505
knife,25506
knife,25507
crowbar,25508
rope,25509
knife,25510
phone,25511
rope,25512
gun,25513
mask,25514
knife,25515
hammer,25516
knife,25517
flashlight,25518
phone,25519
gun,25520
rope,25521
knife,25522
knife,25523
screwdriver,25524
flashlight,25525
crowbar,25526
knife,25527
hammer,25528
hammer,25529
crowbar,25530
knife,25531
hammer,25532
gun,25533
knife,25534
screwdriver,25535
hammer,25536
crowbar,25537
mask,25538
hammer,25539
rope,25540
crowbar,25541
phone,25542
knife,25543
gun,25544
mask,25545
crowbar,25546
mask,25547
screwdriver,25548
knife,25549
mask,25550
flashlight,25551
crowbar,25552
crowbar,25553
hammer,25554
rope,25555
knife,25556
knife,25557
gun,25558
rope,25559
crowbar,25560
knife,25561
mask,25562
phone,25563
flashlight,25564
knife,25565
flashlight,25566
crowbar,25567
crowbar,25568
mask,25569
crowbar,25570
crowbar,25571
mask,25572
rope,25573
screwdriver,25574
knife,25575
screwdriver,25576
mask,25577
flashlight,25578
gun,25579
gun,25580
flashlight,25581
rope,25582
phone,25583
screwdriver,25584
knife,25585
crowbar,25586
flashlight,25587
mask,25588
crowbar,25589
phone,25590
crowbar,25591
rope,25592
gun,25593
mask,25594
knife,25595
flashlight,25596
knife,25597
gun,25598
screwdriver,25599
phone,25600
crowbar,25601
knife,25602
gun,25603
flashlight,25604
flashlight,25605
gun,25606
mask,25607
knife,25608
hammer,25609
knife,25610
screwdriver,25611
phone,25612
hammer,25613
knife,25614
knife,25615
mask,25616
flashlight,25617
knife,25618
flashlight,25619
knife,25620
gun,25621
screwdriver,25622
hammer,25623
flashlight,25624
knife,25625
knife,25626
knife,25627
flashlight,25628
hammer,25629
flashlight,25630
hammer,25631
phone,25632
knife,25633
flashlight,25634
phone,25635
rope,25636
rope,25637
phone,25638
hammer,25639
rope,25640
gun,25641
mask,25642
knife,25643
hammer,25644
rope,25645
gun,25646
rope,25647
knife,25648
screwdriver,25649
hammer,25650
crowbar,25651
crowbar,25652
flashlight,25653
phone,25654
gun,25655
phone,25656
gun,25657
screwdriver,25658
hammer,25659
knife,25660
flashlight,25661
phone,25662
phone,25663
screwdriver,25664
crowbar,25665
phone,25666
knife,25667
gun,25668
mask,25669
rope,25670
screwdriver,25671
gun,25672
flashlight,25673
gun,25674
gun,25675
screwdriver,25676
screwdriver,25677
phone,25678
hammer,25679
rope,25680
phone,25681
mask,25682
screwdriver,25683
mask,25684
crowbar,25685
flashlight,25686
knife,25687
mask,25688
rope,25689
hammer,25690
flashlight,25691
rope,25692
gun,25693
phone,25694
gun,25695
mask,25696
gun,25697
knife,25698
rope,25699
hammer,25700
gun,25701
phone,25702
screwdriver,25703
knife,25704
knife,25705
rope,25706
screwdriver,25707
mask,25708
knife,25709
screwdriver,25710
phone,25711
flashlight,25712
crowbar,25713
gun,25714
screwdriver,25715
screwdriver,25716
knife,25717
rope,25718
hammer,25719
knife,25720
hammer,25721
screwdriver,25722
knife,25723
knife,25724
phone,25725
phone,25726
gun,25727
crowbar,25728
phone,25729
gun,25730
crowbar,25731
crowbar,25732
mask,25733
mask,25734
gun,25735
gun,25736
crowbar,25737
phone,25738
knife,25739
flashlight,25740
flashlight,25741
screwdriver,25742
hammer,25743
gun,25744
mask,25745
gun,25746
mask,25747
hammer,25748
knife,25749
mask,25750
knife,25751
rope,25752
screwdriver,25753
rope,25754
crowbar,25755
rope,25756
flashlight,25757
rope,25758
screwdriver,25759
crowbar,25760
mask,25761
crowbar,25762
gun,25763
screwdriver,25764
knife,25765
crowbar,25766
knife,25767
rope,25768
crowbar,25769
crowbar,25770
rope,25771
rope,25772
knife,25773
gun,25774
knife,25775
mask,25776
crowbar,25777
knife,25778
crowbar,25779
flashlight,25780
rope,25781
hammer,25782
knife,25783
hammer,25784
knife,25785
flashlight,25786
knife,25787
phone,25788
knife,25789
gun,25790
mask,25791
knife,25792
gun,25793
flashlight,25794
gun,25795
knife,25796
mask,25797
hammer,25798
flashlight,25799
crowbar,25800
gun,25801
hammer,25802
phone,25803
crowbar,25804
hammer,25805
screwdriver,25806
crowbar,25807
crowbar,25808
rope,25809
rope,25810
screwdriver,25811
mask,25812
crowbar,25813
flashlight,25814
gun,25815
knife,25816
crowbar,25817
gun,25818
knife,25819
hammer,25820
crowbar,25821
crowbar,25822
phone,25823
flashlight,25824
knife,25825
screwdriver,25826
crowbar,25827
rope,25828
gun,25829
phone,25830
rope,25831
flashlight,25832
screwdriver,25833
flashlight,25834
screwdriver,25835
hammer,25836
hammer,25837
gun,25838
flashlight,25839
flashlight,25840
hammer,25841
flashlight,25842
flashlight,25843
knife,25844
mask,25845
hammer,25846
gun,25847
flashlight,25848
gun,25849
flashlight,25850
knife,25851
gun,25852
gun,25853
screwdriver,25854
gun,25855
gun,25856
rope,25857
hammer,25858
rope,25859
crowbar,25860
phone,25861
flashlight,25862
flashlight,25863
hammer,25864
knife,25865
crowbar,25866
hammer,25867
crowbar,25868
flashlight,25869
flashlight,25870
hammer,25871
mask,25872
