cap,citta,nome,paese
27000,Messina,Salumeria,Italia
27001,Turin,Salumeria,Italia
27002,Rome,Enoteca,Italia
27003,Naples,Trattoria,Italia
27004,Milan,Panetteria,Italia
27005,Turin,Pizzeria,Italia
27006,Genoa,Trattoria,Italia
27007,Bologna,Enoteca,Italia
27008,Milan,Pizzeria,Italia
27009,Messina,Banca,Italia
27010,Milan,Enoteca,Italia
27011,Messina,Ristorante,Italia
27012,Naples,Banca,Italia
27013,Venezia,Salumeria,Italia
27014,Rome,Enoteca,Italia
27015,Turin,Trattoria,Italia
27016,Naples,Pizzeria,Italia
27017,Messina,Panetteria,Italia
27018,Rome,Trattoria,Italia
27019,Turin,Banca,Italia
27020,Naples,Enoteca,Italia
27021,Venice,Banca,Italia
27022,Turin,Pizzeria,Italia
27023,Florence,Trattoria,Italia
27024,Bologna,Trattoria,Italia
27025,Palermo,Ristorante,Italia
27026,Venezia,Panetteria,Italia
27027,Genoa,Salumeria,Italia
27028,Venezia,Panetteria,Italia
27029,Milan,Trattoria,Italia
27030,Verona,Trattoria,Italia
27031,Palermo,Banca,Italia
27032,Genoa,Banca,Italia
27033,Bologna,Banca,Italia
27034,Messina,Banca,Italia
27035,Messina,Enoteca,Italia
27036,Genoa,Pizzeria,Italia
27037,Bologna,Trattoria,Italia
27038,Naples,Pizzeria,Italia
27039,Milan,Banca,Italia
27040,Naples,Panetteria,Italia
27041,Venice,Panetteria,Italia
27042,Milan,Ristorante,Italia
27043,Venezia,Panetteria,Italia
27044,Florence,Salumeria,Italia
27045,Florence,Panetteria,Italia
27046,Milan,Ristorante,Italia
27047,Palermo,Salumeria,Italia
27048,Naples,Banca,Italia
27049,Turin,Banca,Italia
27050,Florence,Enoteca,Italia
27051,Naples,Salumeria,Italia
27052,Bologna,Enoteca,Italia
27053,Bologna,Enoteca,Italia
27054,Genoa,Enoteca,Italia
27055,Verona,Trattoria,Italia
27056,Verona,Pizzeria,Italia
27057,Milan,Panetteria,Italia
27058,Florence,Pizzeria,Italia
27059,Genoa,Panetteria,Italia
27060,Genoa,Ristorante,Italia
27061,Milan,Panetteria,Italia
27062,Verona,Ristorante,Italia
27063,Naples,Enoteca,Italia
27064,Milan,Ristorante,Italia
