cap,citta,nome,paese
11000,Naples,Ristorante,Italia
11001,Naples,Enoteca,Italia
11002,Naples,Salumeria,Italia
11003,Florence,Pizzeria,Italia
11004,Rome,Trattoria,Italia
11005,Naples,Panetteria,Italia
11006,Palermo,Panetteria,Italia
11007,Milan,Salumeria,Italia
11008,Genoa,Enoteca,Italia
11009,Palermo,Pizzeria,Italia
11010,Palermo,Panetteria,Italia
11011,Turin,Salumeria,Italia
11012,Venezia,Ristorante,Italia
11013,Genoa,Salumeria,Italia
11014,Bologna,Salumeria,Italia
11015,Palermo,Pizzeria,Italia
11016,Genoa,Banca,Italia
11017,Milan,Enoteca,Italia
11018,Verona,Banca,Italia
11019,Venezia,Enoteca,Italia
11020,Turin,Salumeria,Italia
11021,Messina,Pizzeria,Italia
11022,Bologna,Ristorante,Italia
11023,Venezia,Enoteca,Italia
11024,Messina,Ristorante,Italia
11025,Messina,Panetteria,Italia
11026,Milan,Banca,Italia
11027,Messina,Banca,Italia
11028,Turin,Panetteria,Italia
11029,Genoa,Ristorante,Italia
11030,Florence,Salumeria,Italia
11031,Milan,Ristorante,Italia
11032,Venice,Banca,Italia
11033,Venezia,Enoteca,Italia
11034,Verona,Banca,Italia
11035,Naples,Panetteria,Italia
11036,Genoa,Panetteria,Italia
11037,Genoa,Trattoria,Italia
11038,Venice,Ristorante,Italia
11039,Rome,Ristorante,Italia
11040,Genoa,Enoteca,Italia
11041,Verona,Panetteria,Italia
11042,Turin,Pizzeria,Italia
11043,Genoa,Panetteria,Italia
11044,Messina,Panetteria,Italia
11045,Bologna,Banca,Italia
11046,Verona,Pizzeria,Italia
11047,Venezia,Enoteca,Italia
11048,Turin,Pizzeria,Italia
11049,Bologna,Enoteca,Italia
11050,Turin,Enoteca,Italia
11051,Venice,Enoteca,Italia
11052,Turin,Enoteca,Italia
11053,Venezia,Enoteca,Italia
11054,Venice,Salumeria,Italia
11055,Florence,Ristorante,Italia
11056,Florence,Banca,Italia
11057,Naples,Salumeria,Italia
11058,Naples,Panetteria,Italia
11059,Genoa,Ristorante,Italia
11060,Verona,Trattoria,Italia
11061,Genoa,Enoteca,Italia
11062,Naples,Trattoria,Italia
11063,Venice,Trattoria,Italia
11064,Genoa,Banca,Italia
11065,Naples,Trattoria,Italia
11066,Genoa,Enoteca,Italia
11067,Venice,Banca,Italia
11068,Genoa,Pizzeria,Italia
11069,Rome,Pizzeria,Italia
11070,Turin,Salumeria,Italia
11071,Verona,Banca,Italia
11072,Turin,Salumeria,Italia
11073,Milan,Salumeria,Italia
11074,Milan,Panetteria,Italia
11075,Palermo,Trattoria,Italia
11076,Rome,Salumeria,Italia
11077,Genoa,Enoteca,Italia
11078,Venezia,Ristorante,Italia
11079,Naples,Ristorante,Italia
11080,Milan,Salumeria,Italia
11081,Milan,Banca,Italia
11082,Florence,Trattoria,Italia
11083,Rome,Banca,Italia
11084,Rome,Trattoria,Italia
11085,Genoa,Ristorante,Italia
11086,Turin,Salumeria,Italia
11087,Turin,Trattoria,Italia
11088,Messina,Trattoria,Italia
11089,Rome,Pizzeria,Italia
11090,Venice,Panetteria,Italia
11091,Genoa,Banca,Italia
11092,Verona,Banca,Italia
11093,Rome,Trattoria,Italia
11094,Florence,Panetteria,Italia
11095,Verona,Banca,Italia
11096,Venezia,Enoteca,Italia
11097,Naples,Pizzeria,Italia
11098,Bologna,Ristorante,Italia
11099,Palermo,Panetteria,Italia
11100,Turin,Salumeria,Italia
11101,Verona,Panetteria,Italia
11102,Bologna,Ristorante,Italia
11103,Venice,Pizzeria,Italia
11104,Venice,Ristorante,Italia
11105,Rome,Trattoria,Italia
11106,Verona,Ristorante,Italia
11107,Palermo,Pizzeria,Italia
11108,Milan,Pizzeria,Italia
11109,Turin,Trattoria,Italia
11110,Venezia,Pizzeria,Italia
11111,Rome,Enoteca,Italia
11112,Turin,Enoteca,Italia
11113,Messina,Salumeria,Italia
11114,Venice,Banca,Italia
11115,Palermo,Ristorante,Italia
11116,Turin,Banca,Italia
11117,Messina,Salumeria,Italia
11118,Genoa,Banca,Italia
11119,Venezia,Ristorante,Italia
11120,Venice,Pizzeria,Italia
11121,Bologna,Ristorante,Italia
11122,Verona,Pizzeria,Italia
11123,Messina,Banca,Italia
11124,Messina,Enoteca,Italia
11125,Venice,Pizzeria,Italia
11126,Venice,Banca,Italia
11127,Genoa,Pizzeria,Italia
11128,Genoa,Pizzeria,Italia
11129,Genoa,Banca,Italia
11130,Bologna,Enoteca,Italia
11131,Rome,Pizzeria,Italia
11132,Naples,Trattoria,Italia
11133,Palermo,Panetteria,Italia
11134,Bologna,Trattoria,Italia
11135,Genoa,Pizzeria,Italia
11136,Florence,Trattoria,Italia
11137,Venice,Pizzeria,Italia
11138,Bologna,Salumeria,Italia
11139,Rome,Salumeria,Italia
11140,Messina,Pizzeria,Italia
11141,Turin,Ristorante,Italia
11142,Venezia,Enoteca,Italia
11143,Florence,Enoteca,Italia
11144,Palermo,Salumeria,Italia
11145,Naples,Panetteria,Italia
11146,Bologna,Enoteca,Italia
11147,Naples,Trattoria,Italia
11148,Palermo,Ristorante,Italia
11149,Venice,Enoteca,Italia
11150,Genoa,Salumeria,Italia
11151,Venezia,Banca,Italia
11152,Venice,Pizzeria,Italia
11153,Genoa,Pizzeria,Italia
11154,Turin,Trattoria,Italia
11155,Naples,Pizzeria,Italia
11156,Venice,Trattoria,Italia
11157,Venezia,Banca,Italia
11158,Florence,Trattoria,Italia
11159,Palermo,Salumeria,Italia
11160,Bologna,Salumeria,Italia
11161,Turin,Banca,Italia
11162,Venice,Salumeria,Italia
11163,Turin,Banca,Italia
11164,Venice,Banca,Italia
11165,Palermo,Trattoria,Italia
11166,Verona,Banca,Italia
11167,Palermo,Panetteria,Italia
11168,Genoa,Banca,Italia
11169,Turin,Ristorante,Italia
11170,Turin,Ristorante,Italia
11171,Turin,Trattoria,Italia
11172,Genoa,Enoteca,Italia
11173,Venezia,Enoteca,Italia
11174,Naples,Pizzeria,Italia
11175,Florence,Panetteria,Italia
11176,Milan,Panetteria,Italia
11177,Milan,Ristorante,Italia
11178,Rome,Trattoria,Italia
11179,Bologna,Trattoria,Italia
11180,Venice,Banca,Italia
11181,Messina,Panetteria,Italia
11182,Bologna,Panetteria,Italia
11183,Messina,Pizzeria,Italia
11184,Milan,Panetteria,Italia
11185,Verona,Enoteca,Italia
11186,Venezia,Salumeria,Italia
11187,Milan,Ristorante,Italia
11188,Verona,Banca,Italia
11189,Florence,Enoteca,Italia
11190,Milan,Pizzeria,Italia
11191,Florence,Enoteca,Italia
11192,Milan,Pizzeria,Italia
11193,Bologna,Enoteca,Italia
11194,Naples,Banca,Italia
11195,Venice,Trattoria,Italia
11196,Verona,Banca,Italia
11197,Rome,Pizzeria,Italia
11198,Naples,Ristorante,Italia
11199,Turin,Ristorante,Italia
11200,Rome,Banca,Italia
11201,Venice,Banca,Italia
11202,Messina,Pizzeria,Italia
11203,Milan,Salumeria,Italia
11204,Verona,Enoteca,Italia
11205,Naples,Salumeria,Italia
11206,Verona,Pizzeria,Italia
11207,Milan,Trattoria,Italia
11208,Genoa,Enoteca,Italia
11209,Venezia,Panetteria,Italia
11210,Turin,Panetteria,Italia
11211,Milan,Banca,Italia
