id,data,nome
12001,2025-01-23,domestic violence
12002,2025-01-28,burglary
12003,2025-09-20,fraud
12004,2025-03-05,drug possession
12005,2025-07-26,money laundering
12006,2025-01-11,terrorism
12007,2025-08-23,fraud
12008,2025-02-23,homicide
12009,2025-10-24,trespassing
12010,2025-11-21,cybercrime
12011,2025-10-24,burglary
12012,2025-10-05,drug possession
12013,2025-02-13,assault
12014,2025-01-18,fraud
12015,2025-02-14,money laundering
12016,2025-09-25,drug possession
12017,2025-12-19,domestic violence
12018,2025-03-28,drug possession
12019,2025-12-03,kidnapping
12020,2025-06-30,cybercrime
12021,2025-02-15,terrorism
12022,2025-09-12,burglary
12023,2025-03-01,homicide
12024,2025-03-27,kidnapping
12025,2025-02-08,homicide
12026,2025-10-21,trespassing
12027,2025-05-29,money laundering
12028,2025-08-22,carjacking
12029,2025-04-17,stalking
12030,2025-02-09,embezzlement
12031,2025-08-14,embezzlement
12032,2025-04-02,homicide
12033,2025-09-02,fraud
12034,2025-08-24,robbery
12035,2025-12-19,carjacking
12036,2025-04-05,trespassing
12037,2025-03-30,embezzlement
12038,2025-11-14,trespassing
12039,2025-12-08,arson
12040,2025-06-22,stalking
12041,2025-08-27,kidnapping
12042,2025-04-13,assault
12043,2025-03-19,trespassing
12044,2025-11-15,money laundering
12045,2025-06-06,robbery
12046,2025-08-13,terrorism
12047,2025-01-28,drug possession
12048,2025-06-23,cybercrime
12049,2025-05-13,burglary
12050,2025-09-23,human trafficking
12051,2025-01-11,arson
12052,2025-11-29,carjacking
12053,2025-09-10,drug possession
12054,2025-12-07,drug possession
12055,2025-04-27,trespassing
12056,2025-06-15,homicide
12057,2025-11-23,drug possession
12058,2025-06-05,human trafficking
12059,2025-10-09,embezzlement
12060,2025-03-28,domestic violence
12061,2025-06-21,homicide
12062,2025-01-03,cybercrime
12063,2025-12-27,homicide
12064,2025-07-26,assault
12065,2025-06-23,trespassing
12066,2025-11-14,money laundering
12067,2025-06-09,robbery
12068,2025-06-05,robbery
12069,2025-03-03,stalking
12070,2025-10-09,terrorism
12071,2025-02-11,fraud
12072,2025-07-15,kidnapping
12073,2025-11-30,trespassing
12074,2025-10-02,robbery
12075,2025-01-10,robbery
12076,2025-12-16,arson
12077,2025-04-08,terrorism
12078,2025-04-12,money laundering
12079,2025-11-14,cybercrime
12080,2025-08-16,burglary
12081,2025-12-27,homicide
12082,2025-09-10,cybercrime
12083,2025-09-26,fraud
12084,2025-03-06,money laundering
12085,2025-02-26,arson
12086,2025-05-09,embezzlement
12087,2025-04-26,burglary
12088,2025-02-06,human trafficking
12089,2025-10-26,domestic violence
12090,2025-02-17,homicide
12091,2025-09-18,fraud
12092,2025-08-21,burglary
12093,2025-03-24,arson
12094,2025-11-11,embezzlement
12095,2025-01-20,fraud
12096,2025-07-24,burglary
12097,2025-11-29,terrorism
12098,2025-02-14,trespassing
12099,2025-03-13,burglary
12100,2025-04-02,burglary
12101,2025-08-20,robbery
12102,2025-11-01,burglary
12103,2025-11-02,drug possession
12104,2025-08-31,drug possession
12105,2025-06-18,domestic violence
12106,2025-11-03,terrorism
12107,2025-02-28,embezzlement
12108,2025-02-13,homicide
12109,2025-12-17,robbery
12110,2025-01-18,carjacking
12111,2025-11-02,kidnapping
12112,2025-09-30,drug possession
12113,2025-10-12,trespassing
12114,2025-05-02,domestic violence
12115,2025-08-09,homicide
12116,2025-06-23,homicide
12117,2025-07-07,carjacking
12118,2025-04-11,money laundering
12119,2025-07-05,domestic violence
12120,2025-11-28,embezzlement
12121,2025-09-01,kidnapping
12122,2025-07-19,robbery
12123,2025-12-20,cybercrime
12124,2025-05-03,domestic violence
12125,2025-09-22,carjacking
12126,2025-09-20,embezzlement
12127,2025-04-09,kidnapping
