cap,citta,nome,paese
19000,Turin,Ristorante,Italia
19001,Bologna,Trattoria,Italia
19002,Venice,Enoteca,Italia
19003,Messina,Salumeria,Italia
19004,Naples,Salumeria,Italia
19005,Genoa,Salumeria,Italia
19006,Verona,Pizzeria,Italia
19007,Verona,Trattoria,Italia
19008,Bologna,Ristorante,Italia
19009,Venezia,Ristorante,Italia
19010,Palermo,Salumeria,Italia
19011,Florence,Enoteca,Italia
19012,Bologna,Enoteca,Italia
19013,Bologna,Panetteria,Italia
19014,Messina,Pizzeria,Italia
19015,Messina,Panetteria,Italia
19016,Genoa,Enoteca,Italia
19017,Naples,Enoteca,Italia
19018,Bologna,Panetteria,Italia
19019,Turin,Ristorante,Italia
19020,Bologna,Salumeria,Italia
19021,Turin,Salumeria,Italia
19022,Turin,Enoteca,Italia
19023,Messina,Banca,Italia
19024,Florence,Ristorante,Italia
19025,Venice,Salumeria,Italia
19026,Milan,Enoteca,Italia
19027,Bologna,Trattoria,Italia
19028,Turin,Banca,Italia
19029,Genoa,Trattoria,Italia
19030,Rome,Trattoria,Italia
19031,Bologna,Salumeria,Italia
19032,Venice,Enoteca,Italia
19033,Messina,Enoteca,Italia
19034,Verona,Ristorante,Italia
19035,Milan,Enoteca,Italia
19036,Venice,Salumeria,Italia
19037,Florence,Banca,Italia
19038,Rome,Banca,Italia
19039,Venezia,Ristorante,Italia
19040,Messina,Trattoria,Italia
19041,Venice,Pizzeria,Italia
19042,Naples,Pizzeria,Italia
19043,Genoa,Ristorante,Italia
19044,Turin,Pizzeria,Italia
19045,Milan,Trattoria,Italia
19046,Verona,Ristorante,Italia
19047,Venezia,Trattoria,Italia
19048,Genoa,Panetteria,Italia
19049,Venice,Enoteca,Italia
19050,Venice,Trattoria,Italia
19051,Naples,Ristorante,Italia
19052,Bologna,Trattoria,Italia
19053,Venice,Panetteria,Italia
19054,Bologna,Ristorante,Italia
19055,Milan,Panetteria,Italia
19056,Messina,Ristorante,Italia
19057,Verona,Pizzeria,Italia
19058,Genoa,Enoteca,Italia
19059,Rome,Banca,Italia
19060,Rome,Trattoria,Italia
19061,Palermo,Ristorante,Italia
19062,Messina,Panetteria,Italia
19063,Milan,Enoteca,Italia
19064,Palermo,Panetteria,Italia
19065,Florence,Trattoria,Italia
19066,Bologna,Trattoria,Italia
19067,Turin,Enoteca,Italia
19068,Naples,Pizzeria,Italia
19069,Genoa,Salumeria,Italia
19070,Florence,Enoteca,Italia
19071,Venezia,Panetteria,Italia
19072,Venice,Enoteca,Italia
19073,Florence,Trattoria,Italia
19074,Rome,Banca,Italia
19075,Genoa,Enoteca,Italia
19076,Milan,Trattoria,Italia
19077,Bologna,Panetteria,Italia
19078,Rome,Enoteca,Italia
19079,Rome,Enoteca,Italia
19080,Palermo,Panetteria,Italia
19081,Milan,Banca,Italia
19082,Bologna,Trattoria,Italia
19083,Genoa,Pizzeria,Italia
19084,Venice,Trattoria,Italia
19085,Genoa,Enoteca,Italia
19086,Genoa,Ristorante,Italia
19087,Palermo,Banca,Italia
19088,Milan,Banca,Italia
19089,Venezia,Enoteca,Italia
19090,Palermo,Trattoria,Italia
19091,Genoa,Banca,Italia
19092,Messina,Pizzeria,Italia
19093,Milan,Enoteca,Italia
19094,Rome,Trattoria,Italia
19095,Milan,Salumeria,Italia
19096,Verona,Enoteca,Italia
19097,Genoa,Pizzeria,Italia
19098,Palermo,Pizzeria,Italia
19099,Venice,Enoteca,Italia
19100,Venice,Enoteca,Italia
19101,Messina,Pizzeria,Italia
19102,Rome,Banca,Italia
19103,Venezia,Enoteca,Italia
19104,Messina,Trattoria,Italia
19105,Milan,Pizzeria,Italia
19106,Bologna,Pizzeria,Italia
19107,Messina,Salumeria,Italia
19108,Palermo,Ristorante,Italia
19109,Turin,Ristorante,Italia
19110,Venezia,Panetteria,Italia
19111,Genoa,Ristorante,Italia
19112,Venice,Salumeria,Italia
19113,Naples,Salumeria,Italia
19114,Rome,Banca,Italia
19115,Genoa,Pizzeria,Italia
19116,Venice,Banca,Italia
19117,Messina,Panetteria,Italia
19118,Turin,Trattoria,Italia
19119,Venezia,Enoteca,Italia
19120,Florence,Enoteca,Italia
19121,Messina,Trattoria,Italia
19122,Milan,Ristorante,Italia
19123,Bologna,Banca,Italia
19124,Rome,Ristorante,Italia
19125,Rome,Trattoria,Italia
19126,Rome,Ristorante,Italia
19127,Turin,Ristorante,Italia
19128,Venezia,Banca,Italia
19129,Venezia,Trattoria,Italia
19130,Florence,Salumeria,Italia
19131,Messina,Ristorante,Italia
19132,Palermo,Salumeria,Italia
19133,Milan,Enoteca,Italia
19134,Venezia,Salumeria,Italia
19135,Venice,Panetteria,Italia
19136,Palermo,Pizzeria,Italia
19137,Messina,Trattoria,Italia
19138,Naples,Ristorante,Italia
19139,Florence,Ristorante,Italia
19140,Messina,Pizzeria,Italia
19141,Palermo,Enoteca,Italia
19142,Milan,Pizzeria,Italia
19143,Venezia,Enoteca,Italia
19144,Verona,Banca,Italia
19145,Genoa,Salumeria,Italia
19146,Florence,Enoteca,Italia
19147,Genoa,Panetteria,Italia
19148,Venezia,Enoteca,Italia
19149,Genoa,Salumeria,Italia
19150,Palermo,Banca,Italia
19151,Verona,Enoteca,Italia
19152,Rome,Salumeria,Italia
19153,Verona,Banca,Italia
19154,Florence,Banca,Italia
19155,Turin,Trattoria,Italia
19156,Verona,Trattoria,Italia
