id,data,nome
24001,2025-06-20,fraud
24002,2025-07-12,carjacking
24003,2025-07-20,arson
24004,2025-02-20,fraud
24005,2025-07-12,carjacking
24006,2025-09-20,drug possession
24007,2025-01-04,trespassing
24008,2025-11-22,embezzlement
24009,2025-11-07,domestic violence
24010,2025-07-06,homicide
24011,2025-08-07,human trafficking
24012,2025-05-23,money laundering
24013,2025-08-04,trespassing
24014,2025-03-28,assault
24015,2025-02-26,cybercrime
24016,2025-05-31,money laundering
24017,2025-03-07,drug possession
24018,2025-09-01,trespassing
24019,2025-07-10,terrorism
24020,2025-07-23,kidnapping
24021,2025-02-08,embezzlement
24022,2025-04-02,robbery
24023,2025-06-25,burglary
24024,2025-09-03,drug possession
24025,2025-02-27,terrorism
24026,2025-08-24,stalking
24027,2025-10-27,fraud
24028,2025-04-28,assault
24029,2025-10-10,drug possession
24030,2025-01-22,money laundering
24031,2025-12-28,fraud
24032,2025-03-19,cybercrime
24033,2025-03-27,assault
24034,2025-12-26,stalking
24035,2025-06-09,burglary
24036,2025-10-23,assault
24037,2025-01-20,terrorism
24038,2025-08-21,kidnapping
24039,2025-07-01,money laundering
24040,2025-08-31,domestic violence
24041,2025-08-15,arson
24042,2025-07-04,burglary
24043,2025-10-07,carjacking
24044,2025-11-08,embezzlement
24045,2025-03-27,domestic violence
24046,2025-10-13,kidnapping
24047,2025-10-26,robbery
24048,2025-07-07,cybercrime
24049,2025-03-18,terrorism
24050,2025-01-03,drug possession
24051,2025-09-01,burglary
24052,2025-04-17,money laundering
24053,2025-12-11,burglary
24054,2025-11-01,stalking
24055,2025-04-16,embezzlement
24056,2025-08-03,assault
24057,2025-03-06,carjacking
24058,2025-02-19,stalking
24059,2025-11-03,domestic violence
24060,2025-11-30,arson
24061,2025-02-13,cybercrime
24062,2025-12-14,domestic violence
24063,2025-12-11,domestic violence
24064,2025-02-13,stalking
24065,2025-12-12,domestic violence
24066,2025-09-07,trespassing
24067,2025-05-17,human trafficking
24068,2025-06-23,trespassing
24069,2025-07-15,terrorism
24070,2025-07-17,domestic violence
24071,2025-03-26,homicide
24072,2025-06-28,fraud
24073,2025-03-20,assault
24074,2025-09-21,assault
24075,2025-02-13,money laundering
24076,2025-10-02,human trafficking
24077,2025-07-27,arson
24078,2025-12-16,robbery
