cap,citta,nome,paese
25000,Rome,Pizzeria,Italia
25001,Bologna,Trattoria,Italia
25002,Rome,Panetteria,Italia
25003,Bologna,Panetteria,Italia
25004,Venice,Ristorante,Italia
25005,Rome,Banca,Italia
25006,Palermo,Trattoria,Italia
25007,Genoa,Panetteria,Italia
25008,Messina,Ristorante,Italia
25009,Messina,Enoteca,Italia
25010,Messina,Ristorante,Italia
25011,Verona,Ristorante,Italia
25012,Bologna,Trattoria,Italia
25013,Venezia,Enoteca,Italia
25014,Rome,Panetteria,Italia
25015,Milan,Banca,Italia
25016,Florence,Salumeria,Italia
25017,Turin,Trattoria,Italia
25018,Naples,Panetteria,Italia
25019,Palermo,Salumeria,Italia
25020,Messina,Panetteria,Italia
25021,Turin,Panetteria,Italia
25022,Venice,Pizzeria,Italia
25023,Verona,Enoteca,Italia
25024,Rome,Trattoria,Italia
25025,Palermo,Salumeria,Italia
25026,Genoa,Banca,Italia
25027,Bologna,Ristorante,Italia
25028,Genoa,Banca,Italia
25029,Venice,Banca,Italia
25030,Rome,Pizzeria,Italia
25031,Milan,Pizzeria,Italia
25032,Venezia,Enoteca,Italia
25033,Venezia,Salumeria,Italia
25034,Rome,Enoteca,Italia
25035,Turin,Pizzeria,Italia
25036,Rome,Enoteca,Italia
25037,Florence,Enoteca,Italia
25038,Messina,Enoteca,Italia
25039,Messina,Salumeria,Italia
25040,Naples,Banca,Italia
25041,Venezia,Trattoria,Italia
25042,Palermo,Banca,Italia
25043,Verona,Panetteria,Italia
25044,Verona,Banca,Italia
25045,Naples,Ristorante,Italia
25046,Naples,Salumeria,Italia
25047,Venice,Ristorante,Italia
25048,Turin,Ristorante,Italia
25049,Turin,Enoteca,Italia
25050,Turin,Pizzeria,Italia
25051,Milan,Panetteria,Italia
25052,Genoa,Enoteca,Italia
25053,Turin,Pizzeria,Italia
25054,Venice,Pizzeria,Italia
25055,Bologna,Panetteria,Italia
25056,Bologna,Pizzeria,Italia
25057,Verona,Banca,Italia
25058,Rome,Trattoria,Italia
25059,Florence,Ristorante,Italia
25060,Naples,Ristorante,Italia
25061,Verona,Trattoria,Italia
25062,Turin,Trattoria,Italia
25063,Genoa,Ristorante,Italia
25064,Turin,Banca,Italia
25065,Genoa,Trattoria,Italia
25066,Genoa,Panetteria,Italia
25067,Bologna,Pizzeria,Italia
25068,Bologna,Enoteca,Italia
25069,Venice,Banca,Italia
25070,Bologna,Ristorante,Italia
25071,Venice,Trattoria,Italia
25072,Messina,Ristorante,Italia
25073,Naples,Banca,Italia
25074,Naples,Ristorante,Italia
25075,Turin,Enoteca,Italia
25076,Messina,Salumeria,Italia
25077,Messina,Trattoria,Italia
25078,Venezia,Salumeria,Italia
25079,Venezia,Enoteca,Italia
25080,Rome,Ristorante,Italia
25081,Turin,Banca,Italia
25082,Venice,Banca,Italia
25083,Florence,Panetteria,Italia
25084,Messina,Enoteca,Italia
25085,Verona,Enoteca,Italia
25086,Florence,Trattoria,Italia
25087,Naples,Banca,Italia
25088,Florence,Pizzeria,Italia
25089,Naples,Salumeria,Italia
25090,Florence,Panetteria,Italia
25091,Verona,Trattoria,Italia
