cap,citta,nome,paese
31000,Messina,Banca,Italia
31001,Palermo,Enoteca,Italia
31002,Venezia,Enoteca,Italia
31003,Naples,Trattoria,Italia
31004,Florence,Banca,Italia
31005,Naples,Pizzeria,Italia
31006,Milan,Ristorante,Italia
31007,Venezia,Enoteca,Italia
31008,Rome,Banca,Italia
31009,Verona,Banca,Italia
31010,Bologna,Ristorante,Italia
31011,Turin,Ristorante,Italia
31012,Florence,Pizzeria,Italia
31013,Venice,Banca,Italia
31014,Milan,Panetteria,Italia
31015,Bologna,Enoteca,Italia
31016,Turin,Banca,Italia
31017,Rome,Ristorante,Italia
31018,Turin,Ristorante,Italia
31019,Turin,Banca,Italia
31020,Verona,Trattoria,Italia
31021,Naples,Pizzeria,Italia
31022,Palermo,Panetteria,Italia
31023,Genoa,Trattoria,Italia
31024,Rome,Salumeria,Italia
31025,Venezia,Pizzeria,Italia
31026,Milan,Pizzeria,Italia
31027,Rome,Panetteria,Italia
31028,Genoa,Ristorante,Italia
31029,Messina,Trattoria,Italia
31030,Palermo,Trattoria,Italia
31031,Venice,Salumeria,Italia
31032,Messina,Banca,Italia
31033,Palermo,Pizzeria,Italia
31034,Venezia,Banca,Italia
31035,Turin,Trattoria,Italia
31036,Florence,Pizzeria,Italia
31037,Naples,Panetteria,Italia
31038,Turin,Trattoria,Italia
31039,Venice,Enoteca,Italia
31040,Venezia,Enoteca,Italia
31041,Rome,Panetteria,Italia
31042,Milan,Ristorante,Italia
31043,Turin,Enoteca,Italia
31044,Milan,Pizzeria,Italia
31045,Palermo,Banca,Italia
31046,Verona,Trattoria,Italia
31047,Palermo,Ristorante,Italia
31048,Messina,Pizzeria,Italia
31049,Messina,Pizzeria,Italia
31050,Naples,Trattoria,Italia
31051,Messina,Enoteca,Italia
31052,Milan,Salumeria,Italia
31053,Venice,Ristorante,Italia
31054,Palermo,Enoteca,Italia
31055,Turin,Salumeria,Italia
31056,Turin,Enoteca,Italia
31057,Verona,Enoteca,Italia
31058,Turin,Banca,Italia
31059,Florence,Pizzeria,Italia
31060,Verona,Pizzeria,Italia
31061,Milan,Ristorante,Italia
31062,Florence,Pizzeria,Italia
31063,Palermo,Trattoria,Italia
31064,Messina,Banca,Italia
31065,Genoa,Salumeria,Italia
31066,Venezia,Ristorante,Italia
31067,Milan,Salumeria,Italia
31068,Rome,Ristorante,Italia
31069,Rome,Panetteria,Italia
31070,Naples,Salumeria,Italia
31071,Bologna,Pizzeria,Italia
31072,Turin,Salumeria,Italia
31073,Bologna,Banca,Italia
31074,Milan,Pizzeria,Italia
31075,Florence,Banca,Italia
31076,Palermo,Enoteca,Italia
31077,Genoa,Panetteria,Italia
31078,Palermo,Salumeria,Italia
31079,Messina,Pizzeria,Italia
31080,Genoa,Banca,Italia
31081,Milan,Enoteca,Italia
31082,Bologna,Banca,Italia
31083,Messina,Enoteca,Italia
31084,Bologna,Salumeria,Italia
31085,Venezia,Pizzeria,Italia
31086,Venice,Panetteria,Italia
31087,Turin,Ristorante,Italia
31088,Naples,Pizzeria,Italia
31089,Palermo,Salumeria,Italia
31090,Verona,Panetteria,Italia
31091,Venice,Salumeria,Italia
31092,Bologna,Ristorante,Italia
31093,Turin,Ristorante,Italia
31094,Genoa,Panetteria,Italia
31095,Verona,Pizzeria,Italia
31096,Verona,Ristorante,Italia
31097,Palermo,Pizzeria,Italia
31098,Florence,Ristorante,Italia
31099,Milan,Trattoria,Italia
31100,Florence,Trattoria,Italia
31101,Milan,Banca,Italia
31102,Turin,Trattoria,Italia
31103,Turin,Pizzeria,Italia
31104,Milan,Banca,Italia
31105,Messina,Salumeria,Italia
31106,Florence,Salumeria,Italia
31107,Rome,Salumeria,Italia
31108,Verona,Banca,Italia
31109,Messina,Panetteria,Italia
31110,Messina,Trattoria,Italia
31111,Turin,Trattoria,Italia
31112,Venezia,Panetteria,Italia
31113,Naples,Salumeria,Italia
31114,Venice,Trattoria,Italia
31115,Bologna,Trattoria,Italia
31116,Florence,Banca,Italia
31117,Turin,Trattoria,Italia
31118,Verona,Panetteria,Italia
31119,Florence,Salumeria,Italia
31120,Bologna,Trattoria,Italia
31121,Verona,Enoteca,Italia
31122,Turin,Banca,Italia
31123,Messina,Ristorante,Italia
31124,Naples,Enoteca,Italia
31125,Naples,Panetteria,Italia
31126,Florence,Pizzeria,Italia
31127,Palermo,Trattoria,Italia
31128,Messina,Trattoria,Italia
31129,Messina,Enoteca,Italia
31130,Milan,Enoteca,Italia
31131,Bologna,Banca,Italia
31132,Milan,Trattoria,Italia
31133,Rome,Banca,Italia
31134,Florence,Enoteca,Italia
31135,Palermo,Banca,Italia
31136,Palermo,Enoteca,Italia
31137,Messina,Panetteria,Italia
31138,Florence,Banca,Italia
31139,Naples,Pizzeria,Italia
31140,Florence,Enoteca,Italia
31141,Venezia,Salumeria,Italia
31142,Messina,Banca,Italia
31143,Turin,Ristorante,Italia
31144,Genoa,Panetteria,Italia
31145,Rome,Panetteria,Italia
31146,Genoa,Pizzeria,Italia
31147,Bologna,Trattoria,Italia
31148,Bologna,Banca,Italia
31149,Florence,Salumeria,Italia
